indicator_name,indicator_code,country_name,country_code,value,year
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Nanggroe Aceh Darussalam, Prop.",IDN_Nangroe_Aceh_Darussalam_ID.AD_1512_IDN020,21.8719761,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Nusa Tenggara Barat, Prop.",IDN_Nusa_Tenggara_Barat_ID.NB_1528_IDN022,16.90349161,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Nusa Tenggara Timur, Prop.",IDN_Nusa_Tenggara_Timur_ID.NT_1529_IDN025,23.3569249,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Papua Barat, Prop.",IDN_Papua_Barat_ID.PB_73612_IDN036,39.55687196,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Papua, Prop.",IDN_Papua_ID.PA_73617_IDN030,41.57897768,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Riau, Prop.",IDN_Riau_ID.RI_73618_IDN037,9.826099818,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Barat, Prop.",IDN_Sulawesi_Barat_ID.SB_73619_IDN038,14.83321209,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Selatan, Prop.",IDN_Sulawesi_Selatan_ID.SS_73620_IDN021,13.57174298,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Tengah, Prop.",IDN_Sulawesi_Tengah_ID.ST_1532_IDN023,17.89205758,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Tenggara, Prop.",IDN_Sulawesi_Tenggara_ID.TE_1533_IDN029,18.24236612,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sulawesi Utara, Prop.",IDN_Sulawesi_Utara_ID.SU_73621_IDN024,9.373508586,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sumatera Barat, Prop.",IDN_Sumatera_Barat_ID.BR_1535_IDN026,10.06855164,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_ID.SM_73622_IDN027,13.73208791,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Sumatera Utara, Prop.",IDN_Sumatera_Utara_ID.SA_1537_IDN028,11.88924035,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,Panama,PAN,50.4,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,Peru,PER,56.1,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Peru, Costa",PER_Costa_AGG233,37.1,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Peru, Lima Metropolitana",PER_Lima_Metropolitana_AGG234,15.6,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Peru, Selva",PER_Selva_AGG235,47.0,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Peru, Sierra",PER_Sierra_AGG230,62.3,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Sierra Leone, Western Area",SLE_Western_Area_SL.WA_2657_SLE004,57.1,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,Costa Rica,CRI,19.1,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,Ecuador,ECU,17.4,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Ecuador, La Amazonía",ECU_La_Amazonia_AGG087,22.3,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Ecuador, La Costa",ECU_La_Costa_AGG086,18.9,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Ecuador, La Sierra",ECU_La_Sierra_AGG085,15.0,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,El Salvador,SLV,35.4,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,Guatemala,GTM,35.0,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,3.906679146,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Banten, Prop.",IDN_Banten_ID.BT_73610_IDN031,4.606813664,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Bengkulu, Prop.",IDN_Bengkulu_ID.BE_1514_IDN003,17.73865932,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, DI Yogyakarta, Prop.",IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,13.16235627,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, DKI Jakarta, Prop.",IDN_Dki_Jakarta_ID.DJ_1516_IDN007,3.745633996,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Gorontalo, Prop.",IDN_Gorontalo_ID.GO_73611_IDN034,5.367286647,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jambi, Prop.",IDN_Jambi_ID.JA_1518_IDN006,11.18629589,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,9.259284579,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,14.12035088,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,9.873982029,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,6.325681499,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan selatan, Prop.",IDN_Kalimantan_Selatan_ID.KS_1523_IDN011,3.842103495,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Tengah, Prop.",IDN_Kalimantan_Tengah_ID.KT_1524_IDN012,3.910962043,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kalimantan Timur, Prop.",IDN_Kalimantan_Timur_ID.KA_1525_IDN013,4.055856508,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kepulauan Bangka-Belitung, Prop.",IDN_Bangka_Belitung_ID.BB_73609_IDN004,4.107620001,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Kepulauan Riau, Prop.",IDN_Kepulauan_Riau_ID.KR_73614_IDN017,7.346429572999999,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Lampung, Prop.",IDN_Lampung_ID.LA_1526_IDN014,12.27335309,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Maluku Utara, Prop.",IDN_Maluku_Utara_ID.MU_73616_IDN016,2.796632429,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Maluku, Prop.",IDN_Maluku_ID.MA_73615_IDN015,10.23610958,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nanggroe Aceh Darussalam, Prop.",IDN_Nangroe_Aceh_Darussalam_ID.AD_1512_IDN020,13.68806509,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nusa Tenggara Barat, Prop.",IDN_Nusa_Tenggara_Barat_ID.NB_1528_IDN022,23.66610231,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Nusa Tenggara Timur, Prop.",IDN_Nusa_Tenggara_Timur_ID.NT_1529_IDN025,12.49821129,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Papua Barat, Prop.",IDN_Papua_Barat_ID.PB_73612_IDN036,6.04575255,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Papua, Prop.",IDN_Papua_ID.PA_73617_IDN030,4.599281142,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Riau, Prop.",IDN_Riau_ID.RI_73618_IDN037,6.365867367000001,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Barat, Prop.",IDN_Sulawesi_Barat_ID.SB_73619_IDN038,10.77066564,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Selatan, Prop.",IDN_Sulawesi_Selatan_ID.SS_73620_IDN021,4.614940026,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Tengah, Prop.",IDN_Sulawesi_Tengah_ID.ST_1532_IDN023,9.458119347,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Tenggara, Prop.",IDN_Sulawesi_Tenggara_ID.TE_1533_IDN029,4.803769733,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sulawesi Utara, Prop.",IDN_Sulawesi_Utara_ID.SU_73621_IDN024,7.462895642,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Barat, Prop.",IDN_Sumatera_Barat_ID.BR_1535_IDN026,7.416015502,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_ID.SM_73622_IDN027,15.14542413,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Indonesia, Sumatera Utara, Prop.",IDN_Sumatera_Utara_ID.SA_1537_IDN028,10.74847589,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,Panama,PAN,15.3,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,Peru,PER,18.0,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Costa",PER_Costa_AGG233,18.2,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Lima Metropolitana",PER_Lima_Metropolitana_AGG234,15.6,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Selva",PER_Selva_AGG235,26.0,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Peru, Sierra",PER_Sierra_AGG230,18.7,2011-01-01
Poverty headcount ratio at urban poverty line (% of population),SI.POV.URHC,"Sierra Leone, Western Area",SLE_Western_Area_SL.WA_2657_SLE004,20.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Albania,ALB,14.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Albania, Central",ALB_Central_AGG008,12.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Albania, Coastal",ALB_Coastal_AGG008.5,17.6,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Albania, Mountain",ALB_Mountain_AGG008.51,15.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Albania, Tirana",ALB_Tirana_AL.TI_338_ALB034,12.6,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Armenia,ARM,32.4,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Aragatsotn",ARM_Aragatsotn_AM.AG_453_ARM001,21.2,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Ararat",ARM_Ararat_AM.AR_454_ARM002,34.6,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Armavir",ARM_Armavir_AM.AV_455_ARM003,34.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Gergharkunik",ARM_Gergharkunik_AM.GR_456_ARM004,35.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Kotayk",ARM_Kotayk_AM.KT_457_ARM005,42.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Lori",ARM_Lori_AM.LO_458_ARM006,38.7,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Shirak",ARM_Shirak_AM.SH_460_ARM007,46.0,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Syunik",ARM_Syunik_AM.SU_461_ARM008,25.6,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Tavush",ARM_Tavush_AM.TV_462_ARM009,27.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Vayots Dzor",ARM_Vayots_Dzor_AM.VD_463_ARM010,20.7,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Armenia, Yerevan",ARM_Yerevan_AM.ER_464_ARM011,25.6,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Belarus,BLR,6.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Belarus, Brest",BLR_Brest_BY.BR_593_BLR001,8.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Belarus, Gomel",BLR_Gomel_BY.HO_594_BLR002,8.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Belarus, Grodno",BLR_Grodno_BY.HR_595_BLR003,5.8,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Belarus, Minsk",BLR_Minsk_BY.MI_596_BLR004,6.1,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Belarus, Minsk City",BLR_Minsk_City_BY.MC_39972_BLR007,1.8,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Belarus, Mogilev",BLR_Mogilev_BY.MO_597_BLR005,7.0,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Belarus, Vitebsk",BLR_Vitebsk_BY.VI_598_BLR006,7.8,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Bhutan,BTN,12.0,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Bumthang",BTN_Bumthang_BT.BU_622_BTN001,3.4,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Chhukha",BTN_Chhukha_BT.CH_623_BTN002,11.2,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Dagana",BTN_Dagana_BT.DA_624_BTN003,25.1,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Ha",BTN_Ha_BT.HA_626_BTN005,6.4,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Lhuentse",BTN_Lhuentse_BT.LH_627_BTN006,31.9,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Mongar",BTN_Mongar_BT.MO_628_BTN007,10.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Pemagatshel",BTN_Pemagatshel_BT.PM_630_BTN009,26.9,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Punakha",BTN_Punakha_BT.PU_631_BTN010,10.0,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Samdrup-Jonkha",BTN_Samdrup-Jonkha_BT.SJ_632_BTN011,21.0,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Samtse",BTN_Samtse_BT.SM_633_BTN012,22.2,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Sarpang",BTN_Sarpang_BT.SA_634_BTN013,4.2,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Thimphu",BTN_Thimphu_BT.TM_635_BTN014,0.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Trashi Yangtse",BTN_Trashi_Yangtse_BT.TR_636_BTN015,13.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Trashigang",BTN_Trashigang_BT.TG_637_BTN016,11.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Trongsa",BTN_Trongsa_BT.TO_638_BTN017,14.9,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Tsirang",BTN_Tsirang_BT.CR_639_BTN018,14.8,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Wangdue-Phodrang",BTN_Wangdue-Phodrang_BT.WA_640_BTN019,10.9,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Bhutan, Zhemgang",BTN_Zhemgang_BT.SG_641_BTN020,26.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Colombia,COL,32.7,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Antioquia",COL_Antioquia_CO.AN_936_COL002,26.8,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Atlantico",COL_Atlantico_CO.AT_938_COL004,33.9,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Bogota",COL_Bogota_CO.BG_13922.1_COL034,11.6,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Bolivar",COL_Bolivar_CO.BO_939_COL005,44.2,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Boyaca",COL_Boyaca_CO.BY_940_COL006,35.6,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Caldas",COL_Caldas_CO.CL_942_COL008,35.4,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Caqueta",COL_Caqueta_CO.CQ_943_COL009,42.1,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cauca",COL_Cauca_CO.CA_945_COL011,62.1,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cesar",COL_Cesar_CO.CE_946_COL012,46.8,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Choco",COL_Choco_CO.CH_947_COL013,68.0,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cordoba",COL_Cordoba_CO.CR_948_COL014,60.2,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Cundinamarca",COL_Cundinamarca_CO.CU_949_COL015,23.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Guajira",COL_Guajira_CO.GU_951_COL017,58.4,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Huila",COL_Huila_CO.HU_953_COL019,45.4,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Magdalena",COL_Magdalena_CO.MA_954_COL020,52.3,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, Meta",COL_Meta_CO.ME_955_COL021,29.5,2012-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Colombia, NariNo",COL_Narino_CO.NA_956_COL022,50.8,2012-01-01
