Date de vérification,Numéro de référence de l’installation,Titulaire de permis ,Nom commun du site,Latitude,Longitude,Zone visée sur l'aquaculture des poissons,Espèces,Nombre de carcasses évaluées,Nombre de résultats de RCP positifs concernant le VNHI,Nombre de résultats positifs concernant le VNPI,Nombre de résultats positifs concernant le VAIS,Nombre de résultats positifs concernant le VSHV ,Nombre de résultats positifs concernant le VAS ,Nombre de résultats positifs concernant le PRSal ,Nombre de résultats positifs concernant le VMCP,Agents pathogènes bactériens isolés par culture (nombre de poissons),Confirmation histopathologique de la maladie ou de l’agent pathogène (nombre de poissons),Diagnostic vétérinaire à l’échelle de l’exploitation,Affections à considérer (nombre de poissons)
30 oct. 2018,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
30 oct. 2018,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
31 oct. 2018,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,Maladie de Gill proliférante
20 nov. 2018,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Pourriture de la bouche,
21 nov. 2018,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
21 nov. 2018,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Baie Clayoquot,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (2); Champignons pigmenté intralésionnels (1),Aucune maladie présente à l’échelle de la population,
22 nov. 2018,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (5); Infection à la Loma salmonae (1); Dermatite ulcéreuse (1),Septicémie rickettsienne des salmonidés ,
22 nov. 2018,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (5); Bactérie semblable au Renibacterium (1),Septicémie rickettsienne des salmonidés ,
30 nov. 2018,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
4 déc. 2018,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Passage Discovery,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,,,Aucune maladie présente à l’échelle de la population,
5 déc. 2018,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
11 déc. 2018,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Baie Quatsino,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,Non,,Dermatite ulcéreuse (2); Stomatite ulcéro-membraneuse (1); Cardiopathie idiopathique (1),Pourriture de la bouche,
12 déc. 2018,1238,Marine Harvest Canada,Mahatta West,50.83427,-127.47113,Baie Quatsino,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (4); Dermatite ulcéreuse (1),Pourriture de la bouche,
12 déc. 2018,1237,Marine Harvest Canada,Monday Rocks,50.48568,-127.87265,Baie Quatsino,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Aucune maladie présente à l’échelle de la population,
8 janv. 2019,465,MOWI Canada West,Swanson,50.61871,126.70473,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,Non,,Dermatite ulcéreuse (2); Cardiopathie idiopathique (1); Méningite/encéphalite liée à des bacilles intralésionnels (1),Aucune maladie présente à l’échelle de la population,
14 janv. 2019,892,MOWI Canada West,Bell Island,50.83242,127.52057,Port Hardy,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
15 janv. 2019,831,MOWI Canada West,Shelter Pass,50.88414,127.5004,Port Hardy,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
15 janv. 2019,1382,MOWI Canada West,Robertson,50.93155,127.42258,Port Hardy,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Non,s/o,,Nécrose hépatique avec bactéries intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
16 janv. 2019,1288,MOWI Canada West,Doyle Island,50.81456,127.48698,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
17 janv. 2019,869,Cermaq Canada,Maude Island,50.85271,126.75743,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (3),Aucune maladie présente à l’échelle de la population,Cardiopathie idiopathique (3)
17 janv. 2019,1144,Cermaq Canada,Burdwood,50.7969,126.49581,Archipel Broughton,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
23 janv. 2019,1839,Grieg Seafood BC,Wa-kwa,50.60106,126.34741,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (5),Aucune maladie présente à l’échelle de la population,Cardiopathie idiopathique (5)
23 janv. 2019,1825,Grieg Seafood BC,Noo-la,50.60799,126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Ulcère d’hiver,
24 janv. 2019,7273,Grieg Seafood BC,Tsa-ya,50.61225,126.33212,Archipel Broughton,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,Ulcère d’hiver
24 janv. 2019,1586,MOWI Canada West,Doctor Islets,50.65373,126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie présente à l’échelle de la population,
29 janv. 2019,1079,Grieg Seafood BC,Steamer,49.8868,126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Infection au Microsporidium cerebralis (au cerveau) (1),Aucune maladie présente à l’échelle de la population,
29 janv. 2019,1862,Grieg Seafood BC,Hecate,49.86799,126.7573,Bras Esperanza,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse (1),Aucune maladie présente à l’échelle de la population,
30 janv. 2019,1849,Grieg Seafood BC,Muchalat North,49.64394,126.33953,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Cardiopathie idiopathique (1); Méningite avec mycose intralésionnels (1); Nécrose branchiale avec mycose intralésionnelle (1),Pourriture de la bouche,
30 janv. 2019,1705,Grieg Seafood BC,Williamson,49.65623,126.42849,Baie Nootka,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse (2),Pourriture de la bouche,
15 févr. 2019,216,Yellow Island Aquaculture,Yellow Island,50.13274,125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),9,Non,Non,Non,Non,Non,Non,s/o,Vibrio anguillarum (1),Infection à la Loma salmonae (1); Bactérie semblable au Renibacterium (4),Maladie bactérienne du rein,
19 févr. 2019,1238,MOWI Canada West,Mahatta West,50.4691416,127.835771,Baie Quatsino,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2),Pourriture de la bouche,
19 févr. 2019,1237,MOWI Canada West,Monday Rocks,50.485621,127.8761792,Baie Quatsino,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2); Nécrose branchiale avec bactéries filamenteuses intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
20 févr. 2019,1691,MOWI Canada West,Kid Bay,52.80048,128.40111,Côte centrale,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,Moritella sp. (1),Épicardite à bactéries intralésionnelle (1),Aucune maladie présente à l’échelle de la population,
26 févr. 2019,1507,Cermaq Canada,Millar Channel,49.37622,126.09003,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,Non,,Stomatite ulcéro-membraneuse (4); Cardiopathie idiopathique (2); Méningite/encéphalite liée à des bacilles intralésionnels (1); Méningite avec mycose intralésionnels (1); Champignons pigmenté intralésionnels (1),Pourriture de la bouche,Cardiopathie idiopathique (2)
26 févr. 2019,314,Cermaq Canada,Ross Pass,49.32437,126.04849,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Péritonite avec bactéries intralésionnelles (2); Stomatite ulcéro-membraneuse (2),Ouvert. Mortalité élevée; cause inconnue,
27 févr. 2019,543,Cermaq Canada,Mussel Rock,49.25925,125.86762,Baie Clayoquot,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Nécrose branchiale avec bactéries filamenteuses intralésionnelles (1); Infection présporogonique causée par le parasite Myxosporea (au cerveau)(1),Aucune maladie présente à l’échelle de la population,
27 févr. 2019,1537,Cermaq Canada,Bare Bluff,49.32702,125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Infection présporogonique causée par le parasite Myxosporea (au cerveau) (1); Champignons pigmenté intralésionnels (1); Épicardite à bactéries intralésionnelle (1),Aucune maladie présente à l’échelle de la population,
28 févr. 2019,1596,Creative Salmon Company,Dawley Pass,49.16641,125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,Syndrome de la jaunisse (2)
28 févr. 2019,1899,Creative Salmon Company,Warne Island,49.12815,125.74923,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
7 mars 2019,790,MOWI Canada West,Chancellor Channel,50.41723,125.66284,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,Épicardite à bactéries intralésionnelle (1),Aucune maladie présente à l’échelle de la population,
7 mars 2019,100,MOWI Canada West,Lees Bay,50.41063,125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
8 mars 2019,304,Cermaq Canada,Raza Island,50.32159,125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1); Nécrose hépatique avec bactéries intralésionnelles (1); Épicardite à bactéries intralésionnelle (1),Aucune maladie présente à l’échelle de la population,
14 mars 2019,1581,MOWI Canada West,Hardwicke,50.41339,125.76974,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1); Méningite/encéphalite liée à des bacilles intralésionnels (2); Nécrose hépatique avec bactéries intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
3 avr. 2019,465,MOWI Canada West,Swanson,50.61871,-126.70473,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,Non,"Moritella viscosa (1), Piscirickettsia salmonis (1)",Micro-organisme s’apparentant à la Piscirickettsia (1); Néphrite avec bactéries intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
4 avr. 2019,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,Bactérie semblable au Renibacterium (1); Dermatite ulcéreuse (2); Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
4 avr. 2019,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,Moritella viscosa (1),Dermatite ulcéreuse (2),Aucune maladie présente à l’échelle de la population,
9 avr. 2019,892,MOWI Canada West,Bell Island,50.83242,-127.52057,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
9 avr. 2019,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,Moritella viscosa (1),Infection au Microsporidium cerebralis (au cerveau) (1); Méningite/encéphalite liée à des bacilles intralésionnels (1); Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
10 avr. 2019,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
11 avr. 2019,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (4); Nécrose branchiale avec bactéries filamenteuses intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
11 avr. 2019,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Archipel Broughton,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Non,s/o,Yersinia ruckeri (1),Yersinia ruckeri (2),Aucune maladie présente à l’échelle de la population,
12 avr. 2019,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
15 avr. 2019,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1); Dermatite ulcéreuse (1); Hépatite avec bactéries intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
16 avr. 2019,7273,Grieg Seafood BC,Tsa-ya,50.61225,-126.33212,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Méningite/encéphalite liée à des bacilles intralésionnels (1),Aucune maladie présente à l’échelle de la population,Ulcère d’hiver
16 avr. 2019,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,Infection bactérienne systémique (1),Aucune maladie présente à l’échelle de la population,Ulcère d’hiver
2 mai 2019,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Nécrose branchiale avec bactéries filamenteuses intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
8 mai 2019,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Côte centrale,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2); Infection bactérienne systémique (1),Aucune maladie présente à l’échelle de la population,
9 mai 2019,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Baie Quatsino,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1); Dermatite ulcéreuse (1); Champignons pigmenté intralésionnels (1); Nécrose branchiale avec bactéries intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
16 mai 2019,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1) ,Pourriture de la bouche,
16 mai 2019,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (4) ,Pourriture de la bouche,
22 mai 2019,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Bras Esperanza,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,Infection présporogonique causée par le parasite Myxosporea (au cerveau) (1); Micro-organisme s’apparentant à la Piscirickettsia (1),Mortalité élevée en raison des conditions environnementales (Faible niveau d’OD),
22 mai 2019,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité élevée en raison des conditions environnementales (Faible niveau d’OD),
22 mai 2019,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Baie Nootka,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
23 mai 2019,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3); Infection fongique systémique (3),Aucune maladie présente à l’échelle de la population,
23 mai 2019,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
4 juin 2019,227,Cermaq Canada,Bawden,49.30798,-126.00721,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Champignons pigmenté intralésionnels (6),Aucune maladie présente à l’échelle de la population,Infection fongique pigmentée (6); Dégâts des branchies (3)
4 juin 2019,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Champignons pigmenté intralésionnels (1),Aucune maladie présente à l’échelle de la population,
5 juin 2019,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (5),Pourriture de la bouche,
5 juin 2019,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2) ,Aucune maladie présente à l’échelle de la population,
6 juin 2019,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,Syndrome de la jaunisse (2)
13 juin 2019,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
20 juin 2019,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),0,s/o,s/o,s/o,s/o,s/o,s/o,s/o,,,Aucune maladie présente à l’échelle de la population,
26 juin 2019,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,,Bactérie semblable au Renibacterium (1),Aucune maladie présente à l’échelle de la population,
3 juil. 2019,1198,MOWI Canada West Inc.,Raynor,50.89253,-127.25359,Port Hardy,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Pourriture de la bouche,
3 juil. 2019,1382,MOWI Canada West Inc.,Robertson,50.93155,-127.42258,Port Hardy,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
4 juil. 2019,1288,MOWI Canada West Inc.,Doyle Island,50.81456,-127.48698,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Péritonite avec bactéries intralésionnelles (1),Aucune maladie présente à l’échelle de la population,
5 juil. 2019,739,MOWI Canada West Inc.,Upper Retreat,50.72183,-126.5681,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (5),Pourriture de la bouche,
