Identification de l'installation/ Facility Identification,Nom du propriétaire/ Owner Name,Nom du système / System Name,Ville/ City,Province (Anglais)/ Province (English),Province (Français) / Province (French),Code postal/ Postal Code,Type de propriétaire (Anglais) / Owner Type (English),Type de propriétaire (Français)/ Owner Type (French),Type d'exploitant (Anglais)/ Operator Type (English),Type d'exploitant  (Français) / Operator Type (French),Volume journalier moyen de l'effluent (m3) / Average Daily Effluent Volume (m3),Méthode de calcul (Anglais) / Method of Calculation (English),Méthode de calcul  (Français)/ Method of Calculation (French),Description de la méthode de calcul/ Description of Calculation Method ,Indicateur - Utilisation de chlore (Anglais)/ Chlorine Use Indicator (English),Indicateur - Utilisation de chlore (Français) / Chlorine Use Indicator (French),Type du système (Anglais)/ System Type (English),Type du système (Français)/ System Type (French),Types de traitement (Anglais)/ Treatment Types (English),Types de traitement (Français)/ Treatment Types (French),Description des autres traitements / Other Treatment Description,Description du lieu de rejet (Anglais) / Discharge Place Description (English),Description du lieu de rejet (Français) / Discharge Place Description (French),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Anglais)/ Is the hydraulic retention time 5 days or more? (English),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Français) / Is the hydraulic retention time 5 days or more? (French),Fréquence de reportage (Anglais)/ Reporting Frequency (English),Fréquence de reportage (Français) / Reporting Frequency (French),Périodes decalcul (Anglais)/ Averaging Period (English),Périodes de calcul (Français) / Averaging Period (French),Latitude/ Latitude,Longitude/ Longitude,Statut de Vérification du point (Anglais)/ Verification status of the point (English),Statut de Vérification du point (Français)/ Verification status of the point (French),Type de point (Anglais)/ Type of Point (English),Type de point (Français) / Type of Point (French),Nom de la masse d'eau fréquentée par les poissons/ Name of body of water frequented by fish,Nom de la masse d'eau au point d'entrée/ Name of the water at point of entry, Description de l'utilisation de l'eau (Anglais)/ Description of use of water (English),Description de l'utilisation de l'eau (Français)/ Description of use of water (French),Description des eaux fréquentées par les poisons (Anglais) / Description of water frequented by fish (English),Description des eaux fréquentées par les poisons (Français)/ Description of water frequented by fish (French),État du système (Anglais)/ System status (English),État du système (Français)/ System status (French)
11901.0,Ville de Longueuil,Centre d'épuration Rive-Sud (CERS),Longueuil,Quebec,Québec,J4G 1R6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,326648.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Skimming","Dessablage, Dégrillage, Floculation chimique, Sédimentation/clarification primaire, Écrémage",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,,,,,45.5837,-73.486,Estimated,Estimé,Final Discharge Point,Point de rejet final,Fleuve Saint-Laurent,Fleuve Saint-Laurent,Drinking water source,Source d'eau potable,Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
25370.0,VILLE DE LOUISEVILLE,ETANG DE LOUISEVILLE,LOUISEVILLE,Quebec,Québec,J5V 1J6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,3609.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Chemical Flocculation, Lagoons - Aerated","Dégrillage, Floculation chimique, Étangs aérés",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,,,,,46.2424,-72.9329,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
25354.0,Ville de Macamic,Étang macamic,macamic,Quebec,Québec,J0Z 2S0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1359.0,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Continuous,Continu,Lagoons - Aerated,Étangs aérés,,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,,,,,48.7509,-78.986,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,Sport fishing,Pêche sportive,Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
25222.0,Ville de Magog,Étangs aérés Omerville,Magog,Quebec,Québec,J1X 5Z3,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1178.0,Other method of calculation based on measurements,Autre méthode de calcul fondée sur les mesures,Basé sur le temps de fonctionnement des pompes,No,Non,Continuous,Continu,"Lagoons - Aerated, Chemical Precipitation (Phosphorus)","Étangs aérés, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,,,,,45.2904,-72.1017,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
9303.0,Ville de Magog,Station d'épuration des eaux,Magog,Quebec,Québec,J1X3W2,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,11824.0,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,Yes,Oui,Continuous,Continu,"Grit Removal, Screening, Extended Aeration Activated Sludge, Biological Ammonia Removal – Nitrification Only , Biological Phosphorus Removal, Chemical Precipitation (Phosphorus), Filtration, Disinfection","Dessablage, Dégrillage, Boues activées par aération prolongée, Élimination biologique de l'ammoniac - Nitrification seulement, Élimination biologique du phosphore, Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,,,,,45.2581,-72.1399,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
25747.0,Ville de Maniwaki,Station d'épuration,Maniwaki,Quebec,Québec,J9E 3J9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,2795.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Lagoons - Aerated","Dessablage, Dégrillage, Étangs aérés",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,,,,,46.3715,-75.9614,Estimated,Estimé,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
24182.0,Ville de Marieville,Station d'épuration,Marieville,Quebec,Québec,J3M 1P1,Municipal or another local authority,Municipalité ou une autre autorité locale,Other,Autre,5000.0,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Continuous,Continu,"Screening, Activated Sludge, Biological Phosphorus Removal, Chemical Precipitation (Phosphorus), Other Treatment, Disinfection","Dégrillage, Boues activées, Élimination biologique du phosphore, Précipitation chimique (phosphore), Autre, Désinfection",aéroflottateur,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,,,,,45.4389,-73.1642,Estimated,Estimé,Final Discharge Point,Point de rejet final,Rivière des Hurons,Ruisseau St-Louis,Other,Autre,Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
25202.0,Ville de Matane,STATION D'ÉPURATION PETIT-MATANE,MATANE,Quebec,Québec,G4W 7C4,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,362.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoon - Facultative,Étang facultatif,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,,,,,48.8604,-67.4461,Estimated,Estimé,Final Discharge Point,Point de rejet final,FLEUVE SAINT-LAURENT,FLEUVE SAINT-LAURENT,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
25203.0,Ville de Matane,STATION D'ÉPURATION SAINT-LUC,MATANE,Quebec,Québec,G4W 9G4,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,315.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoon - Facultative,Étang facultatif,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,,,,,48.7972,-67.484,Estimated,Estimé,Final Discharge Point,Point de rejet final,RUISSEAU,RUISSEAU,Other,Autre,Other,Autre,operational,opérationnel
9450.0,Ville de Matane,USINE D'ÉPURATION MATANE,Matane,Quebec,Québec,G4W 2P1,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,11314.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Lagoon - Facultative, Other Treatment","Dessablage, Dégrillage, Étang facultatif, Autre",traitement des algues et cyanobactéries par ultrasons Sonic XL,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,,,,,48.8297,-67.5657,Estimated,Estimé,Final Discharge Point,Point de rejet final,FLEUVE SAINT-LAURENT,FLEUVE SAINT-LAURENT,Commercial fishing,Pêche commerciale,Open marine waters,Eaux libres en milieu marin,operational,opérationnel
24105.0,Ville de Mercier,Station d'épuration de Ville Mercier,Mercier,Quebec,Québec,J6R2L1,Municipal or another local authority,Municipalité ou une autre autorité locale,Other,Autre,6100.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Lagoon - Facultative, Chemical Precipitation (Phosphorus)","Dégrillage, Étang facultatif, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,Yes,Oui,,,,,45.33,-73.7571,Verified,Vérifié,Final Discharge Point,Point de rejet final,Rivière Châteauguay,Rivière Châteauguay,Sport fishing,Pêche sportive,Other,Autre,operational,opérationnel
25826.0,VILLE DE METABETCHOUAN-LAC-A-LA-CROIX,BASSINS D'EPURATION DES ERABLES,METABETCHOUAN-LAC-A-LA-CROIX,Quebec,Québec,G8G 2A1,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,1100.0,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoons - Aerated,Étangs aérés,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,,,,,48.4129,-71.8687,Estimated,Estimé,Final Discharge Point,Point de rejet final,LA ST-JEAN,,,,,,operational,opérationnel
25831.0,VILLE DE METABETCHOUAN-LAC-A-LA-CROIX,BASSINS D'EPURATION RUE ST-JEAN,MÉTABETCHOUAN-LAC-A-LA-CROIX,Quebec,Québec,G8G 2J4,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,254.0,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,Lagoons - Aerated,Étangs aérés,,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,,,,,48.4174,-71.7884,Verified,Vérifié,Final Discharge Point,Point de rejet final,LAC ST-JEAN,,,,,,operational,opérationnel
24209.0,Ville de Mirabel,Station d'épuration Saint-Benoît,Mirabel,Quebec,Québec,J7J 2J5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,760.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Lagoons - Aerated","Dégrillage, Étangs aérés",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,,,,,45.5742,-74.0838,Verified,Vérifié,Final Discharge Point,Point de rejet final,,Rivière au Prince,Agriculture (e.g irrigation),Agriculture (irrigation),Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
24179.0,Ville de Mirabel,Station d'épuration Saint-Canut,Mirabel,Quebec,Québec,J7N 1P3,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,7804.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation/Clarification, Activated Sludge, Chemical Precipitation (Phosphorus)","Dessablage, Dégrillage, Sédimentation/clarification primaire, Boues activées, Précipitation chimique (phosphore)",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,,,,,45.7025,-74.0941,Verified,Vérifié,Final Discharge Point,Point de rejet final,,Rivière du Nord,Other recreational (e.g. boating),Autre contact récréatif (bateau),Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
24208.0,Ville de Mirabel,Station d'épuration Saint-Janvier,Mirabel,Quebec,Québec,J7J 0E6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,6331.0,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Lagoons - Aerated","Dégrillage, Étangs aérés",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,,,,,45.7148,-73.9331,Verified,Vérifié,Final Discharge Point,Point de rejet final,,Rivière Sainte-Marie,Agriculture (e.g irrigation),Agriculture (irrigation),Watercourse with bulk flow ratio < 10,Cours d'eau avec un coefficient de débit brut < 10,operational,opérationnel
