Authority Name,Fiscal Year End Date,Loans,Loan Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Date Loan Awarded,Original Loan Amount,Interest Rate,Loan Length,Amount Repaid,Loan Purpose,New Jobs,Jobs Planned,Jobs Created,Loan Terms Completed
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,"DANSCO, LLC",PENN YAN,NY,14527,09/20/2017,19449.59,3.4,5.0,13524.17,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Elijah McCarthy - McCarthy's LLC,PENN YAN,NY,14527,05/15/2013,23000.0,2.6,5.0,19516.46,Business Expansion/Startup,Yes,3.0,4.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,"Gordon Randall Properties, LLC",BRANCHPORT,NY,14418,06/15/2016,100000.0,2.8,5.0,23195.65,Business Expansion/Startup,Yes,4.0,0.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Horning's Surplus,PENN YAN,NY,14527,04/12/2018,40000.0,3.6,5.0,3684.3,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,1.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Indian Pines Farm Market,PENN YAN,NY,14527,06/04/2014,25000.0,0.0,5.0,25000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Keuka Inspirations/MCRo Ventures,KEUKA PARK,NY,14478,04/26/2017,22500.0,3.2,5.0,6740.03,Business Expansion/Startup,Yes,1.0,1.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Keuka Lake Taxi,PENN YAN,NY,14527,08/07/2016,40000.0,2.8,5.0,18241.39,Business Expansion/Startup,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Lahrdozzi Storage,GENEVA,NY,14456,04/23/2014,45000.0,2.6,5.0,26065.37,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,1.0,0.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Lemongrass Spa & Makeup,RUSHVILLE,NY,14544,06/04/2014,10000.0,0.0,5.0,166.67,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,LyonSmith Brewing,BRANCHPORT,NY,14418,09/18/2013,110000.0,2.6,5.0,110000.0,Business Expansion/Startup,Yes,3.0,3.0,Yes
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Marchionda Excavating,PENN YAN,NY,14527,09/26/2014,30000.0,0.0,5.0,25000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,"Moresnus, LLC",FREEVILLE,NY,13068,06/03/2014,30000.0,0.0,5.0,20000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Mustang Pub,PENN YAN,NY,14527,12/21/2016,45000.0,3.0,5.0,10889.31,Business Expansion/Startup,Yes,3.0,2.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,O'Leary's Irish Pub,PENN YAN,NY,14527,07/10/2014,41000.0,0.0,5.0,32300.23,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Penn Yan Diner,PENN YAN,NY,14527,07/16/2014,23000.0,0.0,5.0,18783.25,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Sandy Hodge - Tees & More,DUNDEE,NY,14837,10/16/2013,8000.0,2.6,5.0,6665.13,Business Expansion/Startup,Yes,2.0,1.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Staving Artist Woodwork,PENN YAN,NY,14527,04/26/2017,12000.0,3.2,5.0,2822.68,Equipment and Fixed Asset Acquisition,Yes,2.0,2.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Tillman Press,PENN YAN,NY,14527,08/20/2014,20000.0,0.0,5.0,16999.94,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Village Drug,PENN YAN,NY,14527,03/19/2014,40000.0,2.6,5.0,40000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,3.0,Yes
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Wagner Restaurant,PENN YAN,NY,14527,07/16/2014,50000.0,0.0,5.0,42500.34,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,"Wesley Xavier, LLC",PENN YAN,NY,14527,04/26/2017,35000.0,3.2,5.0,10484.45,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Cayuga Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Development Chenango Corporation,12/31/2018,,Not for Profit,"25 Genesee Street, LLC",GREENE,NY,13778,04/26/2013,100000.0,4.0,10.0,49570.52,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,12.0,0.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,Apple Creek Golf Course,GEORGETOWN,NY,13072,08/29/2013,60000.0,4.0,6.0,45304.09,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,E. Maynard Artificial Insemination,SMYRNA,NY,13464,04/16/2009,30000.0,4.0,5.0,1972.58,Business Expansion/Startup,Yes,3.0,0.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,"Giltner's, Inc.",NORWICH,NY,13815,12/18/2014,50000.0,4.0,7.0,27458.73,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Development Chenango Corporation,12/31/2018,,Not for Profit,"Hercules Properties, LLC",NORWICH,NY,13815,12/01/2016,171370.0,1.0,10.0,171370.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Development Chenango Corporation,12/31/2018,,Not for Profit,"Hidden Springs Brewhouse, Inc.",NORWICH,NY,13815,10/15/2018,50000.0,4.0,20.0,195.28,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Development Chenango Corporation,12/31/2018,,Not for Profit,L.A. Najarian,GREENE,NY,13778,04/13/2016,100000.0,4.0,5.0,54344.2,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,0.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,Law Farm,SHERBURNE,NY,13460,04/06/2016,100000.0,4.0,10.0,17703.37,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",Yes,1.0,1.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,Otsego Medical Services PC d/b/a Norwich Family Care,NORWICH,NY,13815,02/04/2019,100000.0,4.0,5.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,0.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,P&L Farm,SHERBURNE,NY,13460,09/27/2018,50000.0,2.5,5.0,0.0,Equipment and Fixed Asset Acquisition,No,,,No
Development Chenango Corporation,12/31/2018,,Not for Profit,"Park Place Restaurant, LLC",NORWICH,NY,13815,01/27/2014,100000.0,4.0,5.0,82026.21,Equipment and Fixed Asset Acquisition,Yes,5.0,0.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,SKJ Lifestyles,SHERBURNE,NY,13460,07/01/2007,25000.0,6.1,5.0,2868.0,Business Expansion/Startup,Yes,5.0,0.0,Yes
Development Chenango Corporation,12/31/2018,,Not for Profit,Stony Ridge Maples,SOUTH OTSELIC,NY,13155,05/22/2015,15000.0,4.0,7.0,4570.98,Business Expansion/Startup,No,,,No
Development Chenango Corporation,12/31/2018,,Not for Profit,"Sunrise Family Farms, LLC",NORWICH,NY,13815,09/05/2013,100000.0,2.5,10.0,41805.21,Business Expansion/Startup,Yes,60.0,0.0,No
Development Chenango Corporation,12/31/2018,,Not for Profit,Value Holding LLC.,SHERBURNE,NY,13460,10/04/2018,50000.0,4.0,5.0,1438.5,Equipment and Fixed Asset Acquisition,Yes,6.0,0.0,No
Development Chenango Corporation,12/31/2018,,Private,"The Sherwood Restaurant, LLC",GREENE,NY,13778,07/08/2016,100000.0,4.0,10.0,15165.41,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,25.0,0.0,No
City of Troy Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Ontario County Local Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Chautauqua Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Cattaraugus County Land Bank Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Griffiss Local Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Oneida County Local Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Riverhead IDA Economic Job Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Greater Syracuse Property Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Troy Community Land Bank Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Suffolk Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,,,,,
The Suffolk County Land Bank Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,,,,,
City of Kingston Local Development Corporation,12/31/2018,,Federal,"Clinton & Main, LLC",KINGSTON,NY,12401,12/01/2008,530000.0,5.0,20.0,32522.18,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,17.0,17.0,No
City of Kingston Local Development Corporation,12/31/2018,,Federal,Clocktower Properties,BROOKLYN,NY,11201,12/01/2008,424000.0,5.0,20.0,34834.03,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2018,,Federal,Seven21 Media Center,KINGSTON,NY,12401,12/01/2008,200000.0,5.0,20.0,9440.41,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,10.0,8.0,No
City of Kingston Local Development Corporation,12/31/2018,,Federal,YMCA,KINGSTON,NY,12401,12/27/2010,150000.0,5.0,10.0,53773.02,Business Expansion/Startup,No,,,Yes
City of Kingston Local Development Corporation,12/31/2018,,Federal,YMCA,KINGSTON,NY,12401,12/27/2010,150000.0,5.0,10.0,46250.0,Equipment and Fixed Asset Acquisition,No,,,Yes
City of Kingston Local Development Corporation,12/31/2018,,Not for Profit,"Kingston Standard Brewing, LLC",KINGSTON,NY,12401,08/01/2018,18795.0,4.0,6.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2018,,State,Kennedy & Farrell,KINGSTON,NY,12401,03/03/2011,75000.0,5.0,15.0,3840.82,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2018,,State,Next Step Digital LLC,KINGSTON,NY,12401,01/03/2017,7500.0,5.0,5.0,1326.68,Business Expansion/Startup,No,,,No
City of Kingston Local Development Corporation,12/31/2018,,State,Trolley Museum,KINGSTON,NY,12401,02/01/2004,30000.0,5.0,10.0,1838.78,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Glenville Local Development Corporation,12/31/2018,,Not for Profit,Pet Lodges of Vermont LLC,REXFORD,NY,12148,12/17/2018,46000.0,3.95,4.0,5300.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Glenville Local Development Corporation,12/31/2018,,Not for Profit,Riverside Maple Farms LLC,GLENVILLE,NY,12302,03/28/2017,65000.0,4.5,4.0,6000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Glenville Local Development Corporation,12/31/2018,,Not for Profit,Riverside Maple Farms LLC,GLENVILLE,NY,12302,05/01/2018,13000.0,4.95,5.0,1200.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,1.0,1.0,No
Glenville Local Development Corporation,12/31/2018,,Not for Profit,Schenectady Distilling Company Inc.,AMSTERDAM,NY,12010,05/15/2018,25000.0,5.95,8.0,0.0,Business Expansion/Startup,No,,,No
Glenville Local Development Corporation,12/31/2018,,Not for Profit,Schenectady Distilling Company Inc.,AMSTERDAM,NY,12010,05/15/2018,60000.0,6.25,7.0,0.0,Business Expansion/Startup,Yes,2.0,2.0,No
The Sullivan County Infrastructure Local Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Sullivan County Funding Corporation,12/31/2018,,Other,"49 Main Street, LLC.",LIVINGSTON MANOR,NY,12758,05/26/2015,10000.0,3.0,5.0,3000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,5.0,No
Sullivan County Funding Corporation,12/31/2018,,Other,"49 Main Street, LLC.",LIVINGSTON MANOR,NY,12758,05/26/2015,40000.0,3.0,10.0,6000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,5.0,No
Sullivan County Funding Corporation,12/31/2018,,Other,Eureka Market & Cafe Inc / Country House Realty,GRAHAMSVILLE,NY,12740,07/01/2013,70121.02,3.0,10.0,46708.0,Equipment and Fixed Asset Acquisition,Yes,5.0,2.0,No
Sullivan County Funding Corporation,12/31/2018,,Other,Fat Lady LLC,KAUNEONGA LAKE,NY,12749,04/26/2013,75000.0,3.0,5.0,75000.0,Equipment and Fixed Asset Acquisition,Yes,5.0,3.0,Yes
Sullivan County Funding Corporation,12/31/2018,,Other,"The Janice Center, LLC.",JEFFERSONVILLE,NY,12748,07/21/2017,75000.0,4.0,6.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,5.0,No
Sullivan County Funding Corporation,12/31/2018,,Private,"Apple's Small Engine Repair, LLC",LIBERTY,NY,12754,04/08/2014,50000.0,4.0,7.0,10556.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,0.0,No
Sullivan County Funding Corporation,12/31/2018,,Private,RH Campus LLC,ROCK HILL,NY,12775,10/04/2012,75000.0,4.0,10.0,45000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,8.0,No
Sullivan County Funding Corporation,12/31/2018,,Private,Sticky Fingers Ice Cream LLC,KAUNEONGA LAKE,NY,12749,07/29/2014,22500.0,4.0,7.0,13660.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,4.0,No
Niagara Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Oswego Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Cohoes Local Development Corporation,12/31/2018,,Federal,Allard & Matullis,COHOES,NY,12047,08/14/2012,34069.83,2.25,10.0,20662.57,Business Expansion/Startup,Yes,2.0,1.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Arnold Mendoza,COHOES,NY,12047,10/31/2012,25000.0,2.25,10.0,25000.0,Business Expansion/Startup,Yes,1.0,1.0,Yes
Cohoes Local Development Corporation,12/31/2018,,Federal,Casey Heslin,COHOES,NY,12047,07/03/2014,40000.0,2.25,10.0,16564.01,Business Expansion/Startup,Yes,3.0,3.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Caskade Kitchen,COHOES,NY,12047,09/07/2017,100000.0,2.25,10.0,90233.0,Business Expansion/Startup,Yes,3.0,4.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,David & Daniel Jarosz,COHOES,NY,12047,12/09/2015,43739.15,2.25,10.0,11147.46,Business Expansion/Startup,Yes,2.0,2.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Dennis Holtzman Antiques,COHOES,NY,12047,04/15/2013,25000.0,2.25,10.0,13889.04,Business Expansion/Startup,Yes,2.0,2.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Don Russell,COHOES,NY,12047,08/07/2014,15000.0,2.25,10.0,5598.8,Business Expansion/Startup,Yes,4.0,3.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Focus Master,COHOES,NY,12047,07/30/2008,25000.0,4.0,10.0,25000.0,Business Expansion/Startup,Yes,1.0,1.0,Yes
Cohoes Local Development Corporation,12/31/2018,,Federal,James Trudeau,COHOES,NY,12047,04/15/2013,30000.0,2.25,10.0,14662.21,Business Expansion/Startup,Yes,2.0,2.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,John Turner,COHOES,NY,12047,07/18/2013,15000.0,2.25,10.0,7454.46,Business Expansion/Startup,Yes,2.0,2.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Joyce Gebele,LAGRANGEVILLE,NY,12540,11/01/2011,58926.74,2.25,10.0,31435.51,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Julie DeFruscio (Girly Girl),COHOES,NY,12047,01/16/2009,20000.0,3.0,10.0,19113.37,Business Expansion/Startup,Yes,1.0,1.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Larry Gaylord,COHOES,NY,12047,06/30/2009,50000.0,2.25,10.0,47233.24,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Lori and Dave Frazier (Pig Pit),COHOES,NY,12047,11/01/2008,40000.0,3.0,10.0,26393.64,Business Expansion/Startup,Yes,1.0,2.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Mark Collaza (Cohoes Carpet),COHOES,NY,12047,03/12/2009,30000.0,2.25,10.0,29170.41,Business Expansion/Startup,Yes,1.0,1.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Phillip Phillips,TROY,NY,12180,12/01/2016,50000.0,2.25,10.0,2995.13,Business Expansion/Startup,Yes,3.0,3.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,Sarah Stevens,COHOES,NY,12047,12/11/2014,25000.0,2.25,10.0,9154.56,Business Expansion/Startup,Yes,2.0,2.0,No
Cohoes Local Development Corporation,12/31/2018,,Federal,William LeBlanc Studio,COHOES,NY,12047,01/26/2012,16000.0,2.25,10.0,10263.85,Business Expansion/Startup,Yes,1.0,1.0,No
Cohoes Local Development Corporation,12/31/2018,,Not for Profit,Phillip Phillips,TROY,NY,12180,12/03/2018,5200.0,2.25,5.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Clinton County Capital Resource Corporation,12/31/2018,,Municipal,"Strand Performing Arts Center, Inc.",PLATTSBURGH,NY,12901,08/25/2017,100000.0,0.0,8.0,0.0,Business Expansion/Startup,No,,,No
Chemung County Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Geneva Local Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Hudson Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,30-35 William Street LLC,WALTON,NY,13856,07/16/2010,1000000.0,4.0,10.0,138214.12,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,"American Plum Tree, Inc.",SOUTH KORTRIGHT,NY,13842,09/18/2008,363570.91,4.0,15.0,23613.31,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,"Arts on Site Residency & Retreat, LLC",KERHONKSON,NY,12446,11/16/2016,250000.0,4.0,15.0,11012.71,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,"Ashokan Center Foundation, Inc.",OLIVEBRIDGE,NY,12461,09/22/2011,1350000.0,4.0,15.0,77649.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,"BP Visions, Inc.",FISHKILL,NY,12524,05/12/2008,26547.29,4.88,15.0,3513.8,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Bearsville Associates,BEARSVILLE,NY,12409,09/11/2009,658119.33,4.0,15.0,182154.44,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Black Bear Lodge,LEXINGTON,NY,12452,05/20/2014,175802.0,4.0,15.0,72034.71,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Blue Mountain Bistro,KINGSTON,NY,12401,09/17/2008,379292.73,4.0,15.0,218446.27,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Brian Batista and Sara Loughlin,PHOENICIA,NY,12464,12/19/2005,98000.0,4.0,15.0,80639.84,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Brian Batista and Sara Louglin,PHOENICIA,NY,12464,05/22/2009,119250.0,4.0,15.0,66945.05,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
