Authority Name,Fiscal Year End Date,Awarded Grants,Grant Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Grant Amount,Date Grant Awarded,Grant Purpose,New Jobs,Jobs Planned,Jobs Created
Troy Local Development Corporation,12/31/2016,,Other,Gabe Schaftlein,TROY,NY,12180,5000.0,06/17/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,George Hodgson,TROY,NY,12180,5000.0,02/19/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Geri deSeve,TROY,NY,12180,5000.0,09/23/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Guillermo Zappi,TROY,NY,12180,5000.0,05/20/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Harry Tutunjian,TROY,NY,12182,5000.0,04/22/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,0.0
Troy Local Development Corporation,12/31/2016,,Other,Heather Hamlin & Jim Martin,TROY,NY,12180,10000.0,09/23/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Jean Corina,TROY,NY,12180,5000.0,05/20/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Jennifer LeMay,TROY,NY,12180,5000.0,04/22/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Karla Guererri,TROY,NY,12180,5000.0,05/20/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Kerry Fagan,TROY,NY,12180,5000.0,09/23/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Kieth & Michele Kamsu,TROY,NY,12180,5000.0,09/23/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Lorraine McCleary,TROY,NY,12180,5000.0,05/20/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Lynda Caccamo,TROY,NY,12180,5000.0,05/20/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Megan Reavy and David Linen,TROY,NY,12180,5000.0,04/22/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Michael Flynn,TROY,NY,12181,10000.0,05/20/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Nassib Tjaili,TROY,NY,12180,5000.0,04/22/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Nick Davis,TROY,NY,12180,5000.0,07/08/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Rensselaer County Chamber of Commerce,TROY,NY,12180,5000.0,08/19/2016,Land Preservation/Resource Conservation/Recreation,No,,
Troy Local Development Corporation,12/31/2016,,Other,Richard Hirsch,TROY,NY,12180,5000.0,07/08/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,River Street Cafe,TROY,NY,12180,5000.0,07/08/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Rola Faraj,TROY,NY,12180,5000.0,04/22/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Spring Youth Little League,TROY,NY,12180,5000.0,04/22/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Susan Dunckel,TROY,NY,12180,10000.0,01/15/2016,Land Preservation/Resource Conservation/Recreation,No,,
Troy Local Development Corporation,12/31/2016,,Other,"TAP, Inc.",TROY,NY,12180,5000.0,02/19/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Therese Swota,TROY,NY,12182,5000.0,06/17/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,"Three Griffins Realty, LLC",TROY,NY,12180,5000.0,09/23/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,"Urban Strategies, Inc.",Toronto,,M5T 2C8,97203.0,04/22/2016,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2016,,Other,William & Cherry Harrison,TROY,NY,12180,5000.0,06/17/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2017,,Other,Rensselaer County Chamber of Commerce,TROY,NY,12180,5500.0,09/15/2017,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2017,,Other,Small Business Summit,TROY,NY,12180,2500.0,09/15/2017,Education/Training (Business Development),No,,
Troy Local Development Corporation,12/31/2018,,Other,City of Troy - Small Business Summit,TROY,NY,12180,2500.0,01/09/2018,Education/Training (Business Development),No,,
Troy Local Development Corporation,12/31/2018,,Other,City of Troy - The Great Race,TROY,NY,12180,2500.0,01/19/2018,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2018,,Other,Susan Dunckel - The Enchanted City,TROY,NY,12180,5000.0,02/16/2018,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2019,No,,,,,,,,,,,
Tuxedo Farms Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Tuxedo Farms Local Development Corporation,12/31/2016,No,,,,,,,,,,,
Tuxedo Farms Local Development Corporation,12/31/2017,No,,,,,,,,,,,
Tuxedo Farms Local Development Corporation,12/31/2018,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2011,,Other,Ulster County Industrial Development Agency,KINGSTON,NY,12401,75000.0,12/20/2011,Marketing and Business Recruitment,No,,
Ulster County Capital Resource Corporation,12/31/2012,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2013,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2014,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2015,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2016,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2017,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,
Ulster County Capital Resource Corporation,12/31/2019,No,,,,,,,,,,,
"Ulster County Economic Development Alliance, Inc.",12/31/2011,No,,,,,,,,,,,
"Ulster County Economic Development Alliance, Inc.",12/31/2012,No,,,,,,,,,,,
"Ulster County Economic Development Alliance, Inc.",12/31/2016,No,,,,,,,,,,,
"Ulster County Economic Development Alliance, Inc.",12/31/2017,No,,,,,,,,,,,
"Ulster County Economic Development Alliance, Inc.",12/31/2018,No,,,,,,,,,,,
"Ulster County Economic Development Alliance, Inc.",12/31/2019,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2011,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2012,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2013,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2014,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2015,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2017,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,
Ulster Tobacco Asset Securitization Corporation,12/31/2019,No,,,,,,,,,,,
Upstate Telecommunications Corporation,12/31/2011,No,,,,,,,,,,,
Upstate Telecommunications Corporation,12/31/2012,No,,,,,,,,,,,
Upstate Telecommunications Corporation,12/31/2013,No,,,,,,,,,,,
Upstate Telecommunications Corporation,12/31/2014,No,,,,,,,,,,,
Upstate Telecommunications Corporation,12/31/2015,No,,,,,,,,,,,
Utica Civic Development Corporation,12/31/2019,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2012,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2013,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2014,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2015,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2016,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2017,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2018,No,,,,,,,,,,,
Utica Harbor Point Local Development Corporation,03/31/2019,No,,,,,,,,,,,
Victor Local Development Corporation,12/31/2011,No,,,,,,,,,,,
Victor Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Victor Local Development Corporation,12/31/2013,,State,The Victor Local Development Corporation,VICTOR,NY,14564,200000.0,06/01/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,Other,Don Gullace,VICTOR,NY,14564,2000.0,07/15/2014,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,Other,Marg Dilmore,VICTOR,NY,14564,1093.5,08/26/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,Other,Richard Chute,VICTOR,NY,14564,2000.0,10/28/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,Other,Thomas Gall,VICTOR,NY,14564,883.11,07/08/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,Other,William OBrien,VICTOR,NY,14564,1700.0,06/17/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,State,Carl Sansoucie,VICTOR,NY,14564,1902.0,11/25/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,State,David Mammano,VICTOR,NY,14564,2301.0,03/25/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,State,Giovanni Sanfilippo,VICTOR,NY,14564,17869.0,07/22/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,State,Kanda Properties,VICTOR,NY,14564,29699.0,02/25/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,State,Sandra Collins,VICTOR,NY,14564,2842.0,11/25/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2014,,State,William OBrien,VICTOR,NY,14564,5350.0,03/25/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Victor Local Development Corporation,12/31/2016,,Municipal,C & R Vision,VICTOR,NY,14564,649.01,06/14/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2016,,Municipal,Hoffends Discount Liquor,VICTOR,NY,14564,2000.0,06/06/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2016,,Municipal,Kathy Rayburn,VICTOR,NY,14564,1655.0,06/13/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0
Victor Local Development Corporation,12/31/2016,,Municipal,Sandra Collins,VICTOR,NY,14564,2000.0,06/12/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2016,,Municipal,Victor Village Inn,VICTOR,NY,14564,1119.5,06/14/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2017,,Municipal,Amy DiPrima,VICTOR,NY,14564,134.38,08/22/2017,Business Expansion/Startup,Yes,2.0,2.0
Victor Local Development Corporation,12/31/2017,,Municipal,Giovanni Sanfilippo,VICTOR,NY,14564,2000.0,07/12/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2017,,Municipal,Leo Cordaro,VICTOR,NY,14564,1393.6,08/10/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0
Victor Local Development Corporation,12/31/2017,,Municipal,William OBrien,VICTOR,NY,14564,2000.0,07/12/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Victor Local Development Corporation,12/31/2018,No,,,,,,,,,,,
Village of Chittenango Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Village of Chittenango Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Village of Chittenango Local Development Corporation,12/31/2016,No,,,,,,,,,,,
Village of Holley Development Corporation,12/31/2015,No,,,,,,,,,,,
Village of Holley Development Corporation,12/31/2016,No,,,,,,,,,,,
Village of Lancaster Community Development Corporation,05/31/2011,No,,,,,,,,,,,
Village of South Glens Falls Local Development Corporation,12/31/2011,No,,,,,,,,,,,
Village of South Glens Falls Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Village of South Glens Falls Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Village of South Glens Falls Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Village of South Glens Falls Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Village of Valatie Local Development Corporation,07/31/2011,No,,,,,,,,,,,
Village of Valatie Local Development Corporation,07/31/2012,,Other,VERA Artisans Along Main Street Fair,VALATIE,NY,12184,1000.0,10/01/2012,Marketing and Business Recruitment,No,,
Village of Valatie Local Development Corporation,07/31/2013,No,,,,,,,,,,,
Village of Valatie Local Development Corporation,07/31/2014,No,,,,,,,,,,,
Village of Valatie Local Development Corporation,07/31/2015,No,,,,,,,,,,,
Village of Valatie Local Development Corporation,07/31/2016,No,,,,,,,,,,,
Village of Valatie Local Development Corporation,07/31/2017,No,,,,,,,,,,,
Village of Valatie Local Development Corporation,07/31/2018,No,,,,,,,,,,,
Warren County Local Development Corporation,12/31/2011,,Other,Adirondack Folk School,LAKE LUZERNE,NY,12846,3500.0,05/05/2011,Education/Training (Business Development),Yes,2.0,0.0
Warren County Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Warren County Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Warren County Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Warren County Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Warren County Local Development Corporation,12/31/2016,No,,,,,,,,,,,
Warren County Local Development Corporation,12/31/2017,No,,,,,,,,,,,
Warren County Local Development Corporation,12/31/2018,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2011,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2012,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2013,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2014,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2015,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2017,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,
Warren Tobacco Asset Securitization Corporation,12/31/2019,No,,,,,,,,,,,
Washington County Local Development Corporation,12/31/2011,No,,,,,,,,,,,
Washington County Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Washington County Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Washington County Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Washington County Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Washington County Local Development Corporation,12/31/2016,,State,"ICC Management & Consulting, Inc.",CAMBRIDGE,NY,12816,162500.0,04/19/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,25.0,29.0
