State Fiscal Year End Date,Operator Name,Total Inspections,Failed Inspections,Operator ID,City,Region
03/31/2017,"C & C TRANSPORTATION, INC",16,0,3065,ROSEDALE              ,11
03/31/2017,C & F TRANSPORTATION INC(MT.MORRIS),55,0,2525,MT. MORRIS            ,4
03/31/2017,C & F TRANSPORTATION INC(WARSAW),31,6,53617,WARSAW                ,4
03/31/2017,C&C AMBULETTE SERVICES CORP,24,2,39083,ISLIP                 ,10
03/31/2017,C.C.B. ENGLISH SCHOOL OF NEW YORK,2,1,3935,WOODSIDE              ,11
03/31/2017,C.C.B. SCHOOL OF FLUSHING,2,0,50889,FLUSHING              ,11
03/31/2017,C.L.C. TRANSPORTATION INC.,48,0,2598,MT. KISCO             ,8
03/31/2017,CAC OF ORLEANS & GENESEE HEADSTART,21,3,3012,ALBION                ,4
03/31/2017,CAC OF ORLEANS AND GENESEE,29,3,3013,ALBION                ,4
03/31/2017,CACAJ,4,2,46670,FOREST HILLS          ,11
03/31/2017,CAIRO DURHAM CENTRAL SCHOOL,68,0,1643,CAIRO                 ,1
03/31/2017,CALEDONIA-MUMFORD CENTRAL,40,1,2528,CALEDONIA             ,4
03/31/2017,CALLAVAN TRANSPORTATION,1,0,52444,ROCHDALE VILLAGE      ,11
03/31/2017,CALVARY CAB SERVICE INC.,8,4,52481,POUGHKEEPSIE          ,8
03/31/2017,CAMBRIDGE CENTRAL SCHOOL,63,2,1455,CAMBRIDGE             ,1
03/31/2017,CAMDEN CENTRAL SCHOOL,116,2,2309,CAMDEN                ,3
03/31/2017,"CAMELOT SPECIALTY LIMOS, INC.",42,3,40505,FARMINDALE            ,10
03/31/2017,CAMERON TRANSPORT,1,1,54956,NIAGARA FALLS         ,5
03/31/2017,CAMP FUN SPOT,4,1,48993,QUEENSBURY            ,1
03/31/2017,CAMP TURNER,1,0,48364,SALAMANCA             ,5
03/31/2017,CAMP VENTURE,7,0,2715,NANUET                ,8
03/31/2017,CAMP ZICHRON ZVI DOVID INC.,3,0,52128,BROOKLYN              ,11
03/31/2017,CAMP ZICHRON ZVI DOVID INC.,3,1,28232,"BROOKLYN,             ",8
03/31/2017,CAMPBELL-SAVONA CENTRAL SCHOOL,51,0,2912,CAMPBELL              ,4
03/31/2017,CANAJOHARIE CENTRAL SCHOOL,48,2,2089,CANAJOHARIE           ,1
03/31/2017,CANANDAIGUA CITY SCHOOL DISTRI,127,1,2973,CANANDAIGUA           ,4
03/31/2017,CANASERAGA CENTRAL SCHOOL,16,0,2702,CANASERAGA            ,4
03/31/2017,CANASTOTA CENTRAL SCHOOL,56,0,2224,CANASTOTA             ,2
03/31/2017,CANDOR CENTRAL SCHOOL DISTRICT,45,1,2940,CANDOR                ,2
03/31/2017,CANISIUS HIGH SCHOOL,6,0,1803,BUFFALO               ,5
03/31/2017,CANISTEO-GREENWOOD CSD,57,2,37500,CANISTEO              ,4
03/31/2017,CANTALICIAN CENTER,2,0,50887,DEPEW                 ,5
03/31/2017,CANTON CENTRAL SCHOOL,66,2,2469,CANTON                ,3
03/31/2017,CAPC OF JEFFERSON CO. INC. HEAD STA,12,0,47490,WATERTOWN             ,3
03/31/2017,CAPCO HEAD START,2,0,28841,CORTLAND              ,3
03/31/2017,CAPITAL DISTRICT MEDICAL TRANS. INC,47,4,46255,ALBANY,1
03/31/2017,CAPITAL REGION BOCES,13,0,24393,ALBANY,1
03/31/2017,CAPRICORN LIMOUSINE SERVICE INC,4,1,50178,LONG ISLAND CITY      ,11
03/31/2017,CARAOUSEL OF LEARNING INC,5,0,52377,FREEPORT              ,10
03/31/2017,CARDINAL HAYES HIGH SCHOOL,6,0,26904,BRONX                 ,8
03/31/2017,CARDINAL O'HARA HIGH SCHOOL,4,0,1804,TONAWANDA             ,5
03/31/2017,CARE & COMFORT ASSOC. INC.,131,2,1876,BOHEMIA               ,10
03/31/2017,CARE FARE LLC,5,0,51971,LIVERPOOL FLATS       ,3
03/31/2017,"CARE RIDE PARATRANSIT, LLC",254,1,46585,RIDGEWWOOD            ,11
03/31/2017,CAREFUL BUS INC.,240,3,3487,BROOKLYN              ,11
03/31/2017,CARING HART'S TRANSPORTATION INC,23,0,43010,STRYKERSVILLE         ,5
03/31/2017,CARMEL C.S.,224,7,2867,CARMEL                ,8
03/31/2017,CAROUSEL DAY SCHOOL,38,1,3178,HICKSVILLE            ,10
03/31/2017,CARRIER COACH (OLEAN),20,5,41033,GOWANDA               ,5
03/31/2017,CARRIER COACH INC. (BUFFALO),34,7,38041,GOWANDA               ,5
03/31/2017,CARRIER COACH INC. (HAMBURG),23,3,48153,GOWANDA               ,5
03/31/2017,CARTHAGE CENTRAL SCHOOL,194,9,2509,CARTHAGE              ,3
03/31/2017,CAS MEDICAL TRANSPORT LLC,1,0,54855,FRANKLIN SQUARE       ,11
03/31/2017,CASANOVA CARRIAGE,7,2,46293,LAKE KATRINE          ,8
03/31/2017,"CASCADES OF NIAGARA TOURS, INC",2,1,4192,LOCKPORT              ,5
03/31/2017,CASSADAGA VALLEY CENTRAL,51,0,2254,SINCLAIRVILLE         ,5
03/31/2017,CASTRO AND SON'S LLC,3,0,47853,NEWBURGH              ,8
03/31/2017,CATARACT TOURS & SIGHTSEEING,2,0,48533,NIAGARA FALLS         ,5
03/31/2017,CATHAY EXPRESS TRANSPORTATION; INC,61,4,50287,REGO PARK             ,11
03/31/2017,CATHEDRAL PREP SEMINARY,3,0,24859,ELMHURST              ,11
03/31/2017,CATHOLIC CENTRAL HIGH SCHOOL,4,0,32417,TROY                  ,1
03/31/2017,CATHOLIC CHARITIES OF THE DIOC,4,2,25681,SYRACUSE              ,3
03/31/2017,CATO-MERIDIAN CEN. SCH.,55,0,2395,CATO                  ,3
03/31/2017,CATTARAGUS ALLEGANY BOCES,10,1,6405,BELMONT               ,4
03/31/2017,CATTARAUGUS LITTLE VALLEY CS,77,0,1778,CATTARAUGUS           ,5
03/31/2017,CATTARAUGUS WYOMING HEADSTART,16,2,1779,OLEAN                 ,5
03/31/2017,CAULEY COACH CORP.,2,0,3069,ST. ALBANS            ,11
03/31/2017,CAYUGA/SENECA COMM. ACTION AGE,14,0,2396,AUBURN                ,3
03/31/2017,CAZENOVIA CENTRAL SCHOOL,70,4,2420,CAZENOVIA             ,3
03/31/2017,CBR TRANSPORT LLC,7,1,51967,ARKPORT               ,4
03/31/2017,CBT PARA TRANSIT INC.,288,3,43443,BROOKLYN              ,11
03/31/2017,CCLC AT ROCHESTER GENERAL HOSPITAL,1,0,2582,ROCHESTER             ,4
03/31/2017,CECILIA'S J. TRANSPORTATION,2,0,20147,FLUSHING              ,11
03/31/2017,CEDENO TRANSPORTATION,1,0,3451,JACKSON HEIGHTS       ,11
03/31/2017,CEDI TRANSPORTATION SERVICE,17,2,28765,JAMAICA               ,11
03/31/2017,CENTER FOR DISABILITY SERVICES,168,8,1459,ALBANY,1
03/31/2017,CENTER ROAD BAPTIST CHURCH,1,1,5713,WEST SENECA           ,5
03/31/2017,CENTER TRANSPORTATION SERVICES INC.,4,0,50246,ALBANY,1
03/31/2017,CENTRAL ISLAMIC ORGANIZATION,11,1,20268,SOUTH RICHMOND HILL   ,11
03/31/2017,CENTRAL N Y WHEELCHAIR TRANSP INC.,12,0,47298,UTICA                 ,2
03/31/2017,CENTRAL SATMAR TRANSPORATION INC,69,0,41137,BROOKLYN              ,11
03/31/2017,CENTRAL SQUARE CENTRAL SCHOOLS,198,3,2310,CENTRAL SQUARE        ,3
03/31/2017,CENTRAL UTA OF MONSEY,14,5,51258,MONSEY                ,8
03/31/2017,CENTRAL VALLEY CSD,32,0,2103,ILION                 ,2
03/31/2017,CENTRAL VAN SERVICE,2,0,6422,JACKSON HEIGHTS       ,11
03/31/2017,CENTURY AMBULANCE SERVICE INC.,2,0,3293,RICHMOND HILL         ,11
03/31/2017,CENTURY MEDICAL TRANSPORT INC.,9,1,50220,SYRACUSE              ,3
03/31/2017,CEREBRAL PALSY TRANSPORTATION,148,1,3490,WOODSIDE              ,11
03/31/2017,CHABAD OF NORTHEAST QUEENS,1,0,53940,BAYSIDE               ,11
03/31/2017,CHABAD OF PORT WASHINGTON,2,1,27056,PORT WASHINGTION      ,10
03/31/2017,CHAMINADE HIGH SCHOOL,22,1,3179,MINEOLA               ,10
03/31/2017,CHAMPLAIN VALLEY EDUCATIONAL SERVS,3,0,1604,MINEVILLE             ,1
03/31/2017,CHAMPLAIN VALLEY EDUCATIONAL SERVS.,4,0,1605,PLATTSBURGH           ,1
03/31/2017,CHAPPAQUA TRANSPORTATION INC.,211,14,2868,CHAPPAQUA             ,8
03/31/2017,CHARLES STOTZ INC.,30,3,2625,VALHALLA              ,8
03/31/2017,CHARLOTTE VALLEY CENTRAL SCHOOL,27,0,1988,DAVENPORT             ,2
03/31/2017,CHARTER SCHOOL FOR APPLIED TECHOLOG,2,0,49082,BUFFALO               ,5
03/31/2017,CHATEAUGAY CS,27,2,2369,CHATEAUGAY            ,1
03/31/2017,CHATHAM CENTRAL SCHOOL,89,1,1515,CHATHAM               ,1
03/31/2017,CHATTERBOX DAY SCHOOL,5,0,1739,EAST ISLIP            ,10
03/31/2017,CHAUTAUQUA LAKE CENTRAL SCHOOL,50,1,19913,MAYVILLE              ,5
03/31/2017,CHAZY CENTRAL RURAL SCHOOL,26,1,2370,CHAZY                 ,1
03/31/2017,CHECKER TRANSPORTATION CORP.,5,0,44778,FREEPORT              ,10
03/31/2017,CHECKMATE TRANSPORTATION CORP.,28,2,47452,FREEPORT              ,10
03/31/2017,"CHEESE BUS, INC.",12,2,50967,LAURELTON             ,11
03/31/2017,"CHELSEA EXPRESS TRANSPORTATION, INC",22,3,45277,CORONA                ,11
03/31/2017,CHENANGO FORKS CENTRAL SCHOOL,76,0,2257,BINGHAMTON            ,2
03/31/2017,CHENANGO VALLEY BUS LINE,14,1,2120,BINGHAMTON            ,2
03/31/2017,CHENANGO VALLEY CENTRAL SCHOOL,72,7,2121,BINGHAMTON            ,2
03/31/2017,CHERRY VALLEY SPRINGFIELD C/S,35,1,1989,CHERRY VALLEY         ,2
03/31/2017,CHESTER UNION FREE SCHOOL,2,0,2657,CHESTER               ,8
03/31/2017,CHESTNUT RIDGE TRANSIT INC.,216,8,2717,HILLBURN              ,8
03/31/2017,CHESTNUT RIDGE TRANSP. INC.,200,4,2716,CHESTNUT RIDGE        ,8
03/31/2017,CHESTNUT RIDGE TRANSPORTATION INC.,281,15,34112,SPRING VALLEY         ,8
03/31/2017,CHILDREN OF AMERICA,2,2,54619,PORT JEFF STATION     ,10
03/31/2017,CHILDREN OF AMERICA,6,2,50586,SMITHTOWN             ,10
03/31/2017,CHILDREN OF AMERICA ED CHILD CARE,2,0,46303,NYACK,8
03/31/2017,CHILDREN'S CENTER FOR LEARNING,2,0,54348,ELMSFORD              ,8
03/31/2017,CHILDREN'S CONTINUOUS CARE INC,2,1,27773,MACEDON               ,3
03/31/2017,CHILDRENS KASTLE,2,1,49328,LANCASTER             ,5
03/31/2017,CHILDRENS NEST INC,4,0,50231,MERRICK               ,10
03/31/2017,CHILDREN'S TRANS INC.,21,1,52378,BRONX                 ,11
03/31/2017,CHINA VIP EXPRESS,8,0,50282,FLUSHING              ,11
03/31/2017,CHITTENANGO CENTRAL SCHOOL,104,2,2421,CHITTENANGO           ,3
03/31/2017,CHOICE MEDICAL,81,3,31089,ISLANDIA              ,10
03/31/2017,CHRIST THE KING REGIONAL H.S.,6,0,26178,MIDDLE VILLAGE        ,11
03/31/2017,CHRISTIAN AMBULETTE INC,50,0,4487,BROOKLYN              ,11
03/31/2017,CHRISTIAN BROTHERS ACADEMY,4,0,25787,ALBANY,1
03/31/2017,CHRISTIAN BROTHERS ACADEMY,9,1,49325,SYRACUSE              ,3
03/31/2017,CHRISTIAN CENTRAL ACADEMY,9,0,24912,WILLIAMSVILLE         ,5
03/31/2017,CHURCHVILLE-CHILI CENTRAL,210,1,2529,CHURCHVILLE           ,4
03/31/2017,"CILS, LTD",5,0,49933,LARCHMONT             ,8
03/31/2017,CINCINNATUS CENTRAL SCHOOL,41,0,2422,CINCINNATUS           ,3
03/31/2017,CINDY JOEFIELD,1,1,54547,NISKAYUNA             ,1
03/31/2017,CITICARE,307,5,27770,BRONX                 ,11
03/31/2017,"CITIVAN LINES, CORP",12,2,37910,JAMAICA               ,11
03/31/2017,CITY EXPRESS CORP.,70,12,5514,BROOKLYN              ,11
03/31/2017,CITY LINK CORP,29,2,25851,JAMAICA               ,11
03/31/2017,CITY OF POUGHKEEPSIE,15,2,47469,POUGHKEEPSIE          ,8
03/31/2017,"CITY SCHOOL DIST. SYRACUSE, NY",13,0,2445,SYRACUSE              ,3
03/31/2017,CITY SCHOOL DISTRICT OSWEGO,145,10,2332,OSWEGO                ,3
03/31/2017,CITY SERVICE TRANSPORTATION,8,3,54768,BUFFALO               ,5
03/31/2017,CITYWIDE MOBILE RESPONSE CORP,25,1,5493,BRONX                 ,11
03/31/2017,CITYWIDE TRANSIT INC.,118,15,3296,LONG ISLAND CITY      ,11
03/31/2017,CJ-MAK TRANSPORTATION,13,1,48275,NEWARK                ,3
03/31/2017,CKC USA CORP,2,0,54303,FLUSHING              ,11
03/31/2017,CLARENCE CENTRAL SCHOOL,180,8,2075,CLARENCE CENTER       ,5
03/31/2017,CLARENCE HENRY COACH LLC,15,0,47702,WATERTOWN             ,3
03/31/2017,CLARKSTOWN CENTRAL SCHOOL,301,12,2597,WEST ,8
03/31/2017,CLASSIC COACH,12,0,1760,BOHEMIA               ,10
03/31/2017,"CLASSICAL ARTS TRANSPORTATION, INC.",4,0,53740,BROOKLYN              ,11
03/31/2017,CLEVELAND SERVICES,16,4,27053,WATERTOWN             ,3
03/31/2017,CLIFTON FINE CENTRAL SCHOOL,20,2,2472,STAR LAKE             ,3
03/31/2017,CLINTON CENTRAL SCHOOL,51,1,2181,CLINTON               ,2
03/31/2017,"CLINTON TRANSIT MANAGEMENT,INC.",25,4,53947,PALTTSBURGH           ,1
03/31/2017,CLOVE COACH LLC,24,1,45958,MONROE                ,11
03/31/2017,CLYDE-SAVANNAH CEN. SCH.,49,7,2397,CLYDE                 ,3
03/31/2017,CLYMER CENTRAL SCHOOL,33,0,2277,CLYMER                ,5
03/31/2017,CMF TRANS CORP.,2,0,1581,AMSTERDAM             ,1
03/31/2017,COACH TOURS LTD,42,1,2885,HOPEWELL              ,8
03/31/2017,COAST 2 COAST TRANSPORTATION,4,0,47437,NEW YORK              ,11
03/31/2017,COASTAL CHARTER SERVICE CORP.,75,1,38728,RONKONKOMA            ,10
03/31/2017,COBLESKILL RICHMONDVILLE C/S,139,1,1990,COBLESKILL            ,1
03/31/2017,COE TRANSP.,3,1,3963,NEW ROCHELLE          ,11
03/31/2017,COKY TRANSPORTATION,12,1,3300,JACKSON HEIGHTS       ,11
03/31/2017,COLING AMBULETTE SERVICE,10,0,3352,BROOKLYN              ,11
03/31/2017,COLONIAL TRANSPORTATION,25,0,1973,SAYVILLE              ,10
03/31/2017,COLTON-PIERREPONT CS,26,2,2372,COLTON                ,3
03/31/2017,COLUMBUS TRANSIT LLC,120,1,46329,MT. VERNON            ,8
03/31/2017,COMFORT AMBULETTE SERVICE INC.,8,0,24982,NEW YORK              ,11
03/31/2017,"COMFORT EXPRESS, INC",12,0,49816,STATEN ISLAND         ,11
03/31/2017,COMMONWEALTH WORLDWIDE CHUFFERED TR,20,0,52567,LONG ISLAND CITY      ,11
03/31/2017,COMMUNITY TRANSPORTATION SYSTEM,59,7,25492,JAMAICA               ,11
03/31/2017,COMSEWOGUE CSD,2,1,1879,PORT JEFFERSON STA    ,10
03/31/2017,CONCRETE CONNECT INC.,1,0,54809,BROOKLYN              ,11
03/31/2017,CONFIDENCE TRANSPORTATION,7,1,27819,ELMONT                ,11
03/31/2017,CONG BAIS CHUNUCH ATERES BNOS,2,1,55425,MONSEY                ,8
03/31/2017,CONG BENEI YAKOV YOSEF OF MONSEY,9,1,45172,SPRING VALLEY         ,8
03/31/2017,CONG DARKEI AVOS SANZ INC.,6,2,50235,BROOKLYN              ,11
03/31/2017,CONG KHAL ZICHRON SHMIEL ZVI DKRUL,8,0,6481,BROOKLYN              ,11
03/31/2017,CONG KOLEL CHASIDEI ROCHMISTRIVKA,6,0,47978,SUFFERN               ,8
03/31/2017,CONG MACHZIKEI HADAS OF B,14,4,2663,MONSEY                ,8
03/31/2017,CONG RECHEV YISROEL,9,1,23283,BROOKLYN              ,11
03/31/2017,CONG YESHIVA BEIS CHAYA MUSHKA,4,1,31539,BROOKLYN              ,11
03/31/2017,CONG. BAIS MALKA INC.,18,0,47442,MONSEY                ,8
03/31/2017,CONG. BNEI MELUCHIM INC.,4,2,51306,MONSEY                ,8
03/31/2017,CONG. NOIAM MGODIM,7,1,46236,SPRING VALLEY         ,8
03/31/2017,CONG. YESHIVA BETH MIKROH,2,0,49388,MONSEY                ,8
03/31/2017,CONG.BETH DAVID DBA YESHIVA BETH DA,15,1,48170,MONSEY                ,8
03/31/2017,CONGREGATION ADAS YEREIM OF MONSEY,9,2,50132,SPRINGVALLEY          ,8
03/31/2017,CONGREGATION AHAVAS SHULEM,8,0,36592,BROOKLYN              ,11
03/31/2017,CONGREGATION BIAS CHANA MALKA,9,1,52605,SPRING VALLEY         ,8
03/31/2017,CONGREGATION BIRCHOS YOSEF,4,3,53696,MONSEY                ,8
03/31/2017,CONGREGATION BNAI YOEL INC,22,2,2664,MONROE                ,8
03/31/2017,CONGREGATION BOBOVER YESHIVA OF MON,8,1,43480,MONSEY                ,11
03/31/2017,CONGREGATION BOROBV DBA BNOS DERECH,6,0,53746,SPRING VALLEY         ,8
03/31/2017,CONGREGATION CHASDEI CHAYA,12,1,52323,BROOKLYN              ,11
03/31/2017,CONGREGATION OHR MENACHEM,6,0,41294,BROOKLYN              ,11
03/31/2017,CONGREGATION TORAS EMACHU INC.,7,0,41396,MONSEY                ,11
03/31/2017,CONGREGATION YESHUOS MOSHE VIZNITZ,4,1,53951,MONSEY                ,8
03/31/2017,CONNETQUOT C.S.D.,301,9,1761,BOHEMIA               ,10
03/31/2017,CONSOLIDATED BUS TRANSIT INC.,1123,119,3592,BROOKLYN              ,11
03/31/2017,COOPERSTOWN CENTRAL SCHOOL,45,0,1992,COOPERSTOWN           ,2
03/31/2017,COPENHAGEN CENTRAL SCHOOL,39,0,2510,COPENHAGEN            ,3
03/31/2017,CORAL DAYCARE,2,0,20746,VALLEY COTTAGE        ,8
03/31/2017,CORBETT COACH INC,2,0,52464,LITTLE NECK           ,11
03/31/2017,CORINTH CENTRAL SCHOOL,51,0,1462,CORINTH               ,1
03/31/2017,CORNELL UNIVERSITY,15,0,51193,ITHACA                ,3
03/31/2017,CORNING CITY SCHOOL DISTRICT,60,0,2914,PAINTED POST          ,4
03/31/2017,CORPORATE EXPRESS INC,46,0,43088,BROOKLYN              ,11
03/31/2017,CORTLAND CITY SCHOOL DISTRICT,64,1,2424,CORTLAND              ,3
03/31/2017,"CORVUS BUS & CHARTER, INC",49,4,54786,GERRY                 ,5
03/31/2017,COUNTRY CHILD CENTER INC.,4,0,2869,KATONAH               ,8
03/31/2017,COUNTY COACH CORP.,159,14,2844,RYE                   ,8
03/31/2017,"COUNTY LIMOUSINE SERVICE, INC.",1,0,55424,HARRISON              ,8
03/31/2017,COUNTYWIDE TRANSPORTION INC.,100,23,41685,COURTLAND MANOR       ,8
03/31/2017,COURTESY BUS CO,1,0,3225,0CEANSIDE             ,10
03/31/2017,COURTESY TRANSPORTATION SERVICES,28,2,3639,BROOKLYN              ,11
03/31/2017,COVERED WAGON TOURS LLC,45,3,49811,AVON                  ,4
03/31/2017,COVERED WAGON TOURS LLC,40,0,6160,HORNELL               ,4
03/31/2017,COXSACKIE TRANSPORT INC,170,6,1683,COXSACKIE             ,1
03/31/2017,CRADLE BEACH CAMP,2,0,53620,ANGOLA                ,5
03/31/2017,CRAMDEN COACH LLC,15,1,45230,GERMANTOWN            ,8
03/31/2017,CREATIVE CHILD DAY CARE CENTER,6,0,4044,KENMORE               ,5
03/31/2017,CRESCENT SCHOOL,2,0,50250,HEMPSTEAD             ,10
03/31/2017,CRESTWOOD COUNTRY DAY SCHOOL,18,0,1770,MELVILLE              ,10
03/31/2017,CRISTAL HEIGHTS INC.,4,1,4350,COLLEGE POINT         ,11
03/31/2017,CRISTAR ENTERPRISE CORP,3,0,50318,FLUSHING              ,11
03/31/2017,CROSS COUNTY LIMOUSINE INC.,3,0,54711,VALHALLA              ,8
03/31/2017,CROSSTOWN TRANS INC,25,2,3477,BROOKLYN              ,11
03/31/2017,CROTON HARMON SCHOOLS,86,0,2886,CROTON ON HUDSON      ,8
03/31/2017,CROWN POINT CENTRAL SCHOOL,18,0,1608,CROWN POINT           ,1
03/31/2017,CRUSH BEER & WINE TOURS,1,0,54917,PITTSFORD             ,4
03/31/2017,CUBA-RUSHFORD CENTRAL SCHOOL,46,0,2705,CUBA                  ,4
03/31/2017,"CUSTOM COACH AND LIMO, LLC",14,0,47491,SOUTH AMBOY          ,11
03/31/2017,D & A TOURS,6,2,49185,LACONA                ,3
03/31/2017,D & D DAY CARE INC.,6,0,50369,UNIONDALE             ,10
03/31/2017,"D & F TRAVEL, INC.",26,4,21096,DUNKIRK               ,5
03/31/2017,D & T TRANSPORT LLC,8,1,39772,NEW HARTFORD          ,2
03/31/2017,D & W TOUR NY INC,4,0,50587,BROOKLYN              ,11
03/31/2017,D C TRANSPORT OF WNY INC.,4,1,43947,BUFFALO               ,5
03/31/2017,D&J SERVICE INC,33,3,5518,BRONX                 ,11
03/31/2017,D&O TRANSPORTATION SERVICES INC,4,0,50232,"ROOSEVELT,            ",10
03/31/2017,D. WILTSHIRE STRETCH LIMOUSINES INC,7,0,43097,BRONX                 ,11
03/31/2017,D.H.& E TRANSPORTATION INC,3,0,26709,BROOKLYN              ,11
03/31/2017,D.J. THE DEE JAY MUSIC AND LIMOUSIN,10,0,49038,NIAGARA FALLS         ,5
03/31/2017,D.L.C. LIMOUSINE SERVICE INC.,2,0,50662,WHITE PLAINS          ,8
03/31/2017,D.N.S. TRANSPORTATION,1,0,51250,REGO PARK             ,10
03/31/2017,DAHLIA GROUP INC,15,0,54013,BOSTON               ,11
03/31/2017,DAHLIA GROUP INC,10,0,41414,FLUSHING              ,11
03/31/2017,DANIEL HN R INC,1,0,51950,FLUSHING              ,11
03/31/2017,DANIELA'S TRANSPORTAION,2,0,25788,ELMHURST              ,11
03/31/2017,DANIEL'S I INC,1,0,52395,BRONX                 ,11
03/31/2017,DANNYS LIMO NY INC,6,0,47975,ELMONT                ,11
03/31/2017,DANSVILLE CENTRAL SCHOOL,83,1,2706,DANSVILLE             ,4
03/31/2017,DARROW SCHOOL,1,0,1517,NEW LEBANON           ,1
03/31/2017,DASH XPRESS LLC,3,0,54010,NEW YORK              ,11
03/31/2017,DAVID AUTO INC.,2,0,51318,STATEN ISLAND         ,11
03/31/2017,DAVID BROS. TAXI INC.,24,0,1901,BAYSHORE              ,10
03/31/2017,DAVID MEGRELISHVILI,1,0,54942,BROOKLYN              ,11
03/31/2017,DBA POLAR EXPRESS TRANS. SERVICES,4,0,48210,SARANAC LAKE          ,1
03/31/2017,DBA TRANSPORTATION INC,51,0,24271,BOHEMIA               ,10
03/31/2017,DBMS-LLC,13,0,23287,CHEEKTOWAGA           ,5
03/31/2017,DEEDS TRANSIT LLC,1,0,51709,NEW YORK              ,11
03/31/2017,DEER PARK UFSD,170,21,1852,DEER PARK             ,10
03/31/2017,DEFILE TRANSPORTATION INC.,23,1,2785,RHINEBECK             ,8
03/31/2017,DELAWARE ACADEMY CENTRAL SCHOOL,50,1,1994,DELHI                 ,2
03/31/2017,DELAWARE CHENANGO BOCES,30,0,2122,NORWICH               ,2
03/31/2017,DELAWARE OPPORTUNITIES INC.,19,2,1995,HAMDEN                ,2
03/31/2017,DELL TRANSPORTATION CORP.,208,1,3181,PORT WASHINGTON       ,10
03/31/2017,DELUX LIMOUSINE SERVICE INC.,20,0,3182,PORT WASHINGTON       ,10
03/31/2017,DELUX TRANSPORTATION RESOURCES INC,6,0,54998,STATEN ISLAND         ,11
03/31/2017,DEN TRANS CORP,1,0,51237,BROOKLYN              ,11
03/31/2017,DEPENDABLE AMBULETTE,47,5,3310,VALLEY STREAM         ,11
03/31/2017,DEPENDABLE BUS SERVICE,9,2,5314,STATEN ISLAND         ,11
03/31/2017,DEPEW PUBLIC SCHOOLS,113,3,1805,DEPEW                 ,5
03/31/2017,DERECH TRANSPORTATION LLC,26,0,49321,BROOKLYN              ,11
03/31/2017,DERUYTER CENTRAL SCHOOL,33,2,2426,DERUYTER              ,3
03/31/2017,DESHI MANAGEMENT INC,5,1,50419,BROOKLYN              ,11
03/31/2017,DESTA TRANSPORTATION,21,1,5623,FAR ROCKAWAY          ,11
03/31/2017,DESTINEE RIDES INC.,8,3,51214,POUGHKEEPSIE          ,8
03/31/2017,DEVELOPMENTAL DISABILITIES INST INC,33,0,1975,SMITHTOWN             ,10
03/31/2017,DEVILLE BUS CO INC,1,0,52002,BROOKLYN              ,11
03/31/2017,DEVILLE BUSES INC,32,5,3422,BROOKLYN              ,11
03/31/2017,DIAMOND JOURNEY INC,6,0,50296,BROOKLYN              ,11
03/31/2017,DIAMOND LIMOUSINE NY INC.,26,5,48733,MONSEY                ,11
03/31/2017,DIAMONDS TRANSPORTATION SERVICE,27,8,32419,RUSH                  ,4
03/31/2017,DIANA RESTREPO DBA JV TOURS,2,0,48561,E. ELMHURST           ,11
03/31/2017,DIANE TRANSPORTATION INC,49,0,46055,GLENDALE              ,11
03/31/2017,DIERKES TRANSPORT INC.,19,5,1518,HUDSON                ,1
03/31/2017,D'LITTLE STAR DAYCARE INC.,1,1,49912,JAMAICA               ,11
03/31/2017,DOANE STUART SCHOOL,4,1,1463,RENSSELEAR            ,1
03/31/2017,DOLGEVILLE CENTRAL SCHOOL,38,4,2092,DOLGEVILLE            ,2
03/31/2017,DON BROWN BUS SALES_(JOHNSTOWN),1,0,28761,JOHNSTOWN             ,1
03/31/2017,DON THOMAS BUSES INC,353,6,20273,BRONX                 ,11
03/31/2017,DONGBU TOUR & TRAVEL INC.,3,3,53835,BAYSIDE               ,11
03/31/2017,DONSON TRANSPORTATION SERVICE,28,0,2259,ENDWELL               ,2
03/31/2017,DOODLE BUGS CHILDREN'S CENTERS,6,0,43095,CHEEKTOWAGA           ,4
03/31/2017,DORCAL EDENWALD,8,3,4055,BRONX                 ,8
03/31/2017,"DOREWAY, LLC",2,0,51065,NEW YORK              ,11
03/31/2017,DOUBLE DIAMOND TRANSPORTATION SERVI,14,1,43155,BROOKLYN              ,11
03/31/2017,DOWNSVILLE CENTRAL SCHOOL,39,0,2153,DOWNSVILLE            ,2
03/31/2017,DPC LIMOUSINE LLC,2,0,53090,QUEENSBURY            ,1
03/31/2017,DRYDEN CENTRAL SCHOOL,73,4,2428,DRYDEN                ,3
03/31/2017,"DTS,INC.DBA DOMINO TRANSPORT SERVIC",9,1,3969,YONKERS               ,8
03/31/2017,DUANESBURG CENTRAL SCHOOL BUS GARAG,64,0,4023,DELANSON              ,1
03/31/2017,"DUCKY BUSING, LLC",17,1,52061,LARCHMONT             ,8
03/31/2017,DUNDEE CENTRAL SCHOOL DISTRICT,57,1,2916,DUNDEE                ,4
03/31/2017,DUNES LIMOUSINE INC,1,0,55187,CALVERTON             ,10
03/31/2017,DUNKIRK CITY SCHOOLS,4,0,2278,DUNKIRK               ,5
03/31/2017,DURAMA TOURS INC.,4,0,49676,WOODSIDE              ,11
03/31/2017,DURHAM SCHOOL SERVICE (POK),2,0,5943,POUGHKEEPSIE          ,8
03/31/2017,DURHAM SCHOOL SERVICE(CANANDAIGUA),48,10,6165,CANANDAIGUA           ,4
