Project Number,Program Name,Project Type,Activity,Contract Amount,Organization,County,Municipality,Current Status,Residential Units - Existing,Residential Units – New,Civic Units - Existing,Civic Units – New,Commercial Units - Existing,Commercial Units – New
20123048,REST,LPA,CNSTR/RHAB,50000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CMPL,10,0,0,0,0,0
20123049,REST,LPA,CNSTR/RHAB,50000,"COMMUNITY LAND TRUST OF SCHENECTADY, INC.",SCHENECTADY,SCHENECTADY,CMPL,9,0,0,0,0,0
20123053,REST,LPA,CNSTR/RHAB,50000,HAMASPIK OF KINGS COUNTY,KINGS,NEW YORK CITY,CMPL,11,0,0,0,0,0
20123054,ACSS,LPA,CNSTR/RHAB,150000,HAMASPIK OF KINGS COUNTY,NYC,NEW YORK CITY,CMPL,14,0,0,0,0,0
20123058,ACSS,LPA,CNSTR/RHAB,150000,"FRIENDS OF THE NORTH COUNTRY, INC.",CLINTON,MULTI-MUNI,CMPL,10,0,0,0,0,0
20123061,REST,LPA,CNSTR/RHAB,43690,UNITED WAY OF LI,SUFFOLK,MULTI-MUNI,CMPL,9,0,0,0,0,0
20123062,REST,LPA,CNSTR/RHAB,50000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,12,0,0,0,0,0
20123063,ACSS,LPA,CNSTR/RHAB,150000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,14,0,0,0,0,0
20123066,REST,LPA,CNSTR/RHAB,41049,UNITED WAY OF LI,NASSAU,MULTI-MUNI,CMPL,8,0,0,0,0,0
20123070,ACSS,LPA,CNSTR/RHAB,150000,"ACCESS TO INDEPENDENCE OF CORTLAND COUNTY, INC.",MULTI-COUNTY,,CMPL,11,0,0,0,0,0
20123071,REST,LPA,CNSTR/RHAB,50000,COUNTY OF OSWEGO,OSWEGO,MULTI-MUNI,CMPL,11,0,0,0,0,0
20123072,REST,LPA,CNSTR/RHAB,25000,CITY OF WHITE PLAINS,WESTCHESTER,WHITE PLAINS,CMPL,2,0,0,0,0,0
20123073,REST,LPA,CNSTR/RHAB,50000,"ST LAWRENCE COUNTY COMMUNITY DEVELOPMENT PROGRAM, INC.",FRANKLIN,MULTI-MUNI,CMPL,8,0,0,0,0,0
20123074,REST,LPA,CNSTR/RHAB,50000,FULTON COUNTY COMMUNITY HERITAGE CORP.,FULTON,MULTI-MUNI,CMPL,13,0,0,0,0,0
20123077,ACSS,LPA,CNSTR/RHAB,150000,ONONDAGA COUNTY COMMUNITY DEVELOPMENT,ONONDAGA,MULTI-MUNI,CMPL,16,0,0,0,0,0
20123078,ACSS,LPA,CNSTR/RHAB,51366,RIVERCREST DEVELOPMENT CORPORATION,MONTGOMERY,MULTI-MUNI,CMPL,6,0,0,0,0,0
20123079,ACSS,LPA,CNSTR/RHAB,150000,UNITED WAY OF LI,NASSAU,MULTI-MUNI,CMPL,16,0,0,0,0,0
20123081,ACSS,LPA,CNSTR/RHAB,78699,"FIRST WARD ACTION COUNCIL, INC.",BROOME,MULTI-MUNI,CMPL,9,0,0,0,0,0
20123083,ACSS,LPA,CNSTR/RHAB,150000,NHS OF EAST FLATBUSH,KINGS,NEW YORK CITY,CMPL,7,0,0,0,0,0
20123085,REST,LPA,CNSTR/RHAB,50000,DELAWARE OPPORTUNITIES INC.,DELAWARE,MULTI-MUNI,CMPL,12,0,0,0,0,0
20123091,ACSS,LPA,CNSTR/RHAB,54782,"ST LAWRENCE COUNTY HOUSING COUNCIL, INC.",ST LAWRENCE,MULTI-MUNI,CMPL,5,0,0,0,0,0
20123092,ACSS,LPA,CNSTR/RHAB,137116,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,MULTI-MUNI,CMPL,7,0,0,0,0,0
20123097,REST,LPA,CNSTR/RHAB,50000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",HERKIMER,MULTI-MUNI,CMPL,12,0,0,0,0,0
20123103,REST,LPA,CNSTR/RHAB,50000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,14,0,0,0,0,0
20123105,ACSS,LPA,CNSTR/RHAB,150000,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,MULTI-MUNI,CMPL,18,0,0,0,0,0
20123106,REST,LPA,CNSTR/RHAB,50000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,18,0,0,0,0,0
20123114,ACSS,LPA,CNSTR/RHAB,94415,TOWN OF BROOKHAVEN,SUFFOLK,BROOKHAVEN,CMPL,6,0,0,0,0,0
20123117,ACSS,LPA,CNSTR/RHAB,150000,FAMILY SERVICE SOCIETY OF YONKERS,WESTCHESTER,MULTI-MUNI,CMPL,8,0,0,0,0,0
20123122,REST,LPA,CNSTR/RHAB,50000,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",LIVINGSTON,MULTI-MUNI,CMPL,12,0,0,0,0,0
20123125,HOME,LPA,CNSTR/RHAB,341727,CITY OF GLOVERSVILLE,FULTON,GLOVERSVILLE,CMPL,12,0,0,0,0,0
20123131,HOME,LPA,CNSTR/RHAB,267695,COUNTY OF HAMILTON,HAMILTON,MULTI-MUNI,CMPL,19,0,0,0,0,0
20123132,HOME,LPA,CNSTR/RHAB,385378,SARATOGA COUNTY RURAL PRESERVATION CO.,SARATOGA,MULTI-MUNI,CMPL,10,0,0,0,0,0
20123135,HOME,LPA,CNSTR/RHAB,49725,"STONELEIGH HOUSING, INC.",MADISON,SULLIVAN,CMPL,2,0,0,0,0,0
20123141,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF GOUVERNEUR,ST LAWRENCE,GOUVERNEUR,CMPL,26,0,0,0,0,0
20123145,HOME,LPA,CNSTR/RHAB,400000,SCHOHARIE COUNTY RURAL PRESERVATION CORP.,SCHOHARIE,MULTI-MUNI,CMPL,16,0,0,0,0,0
20123146,HOME,LPA,CNSTR/RHAB,147796,VILLAGE OF ILION,HERKIMER,ILION,CMPL,8,0,0,0,0,0
20123148,HOME,LPA,CNSTR/RHAB,400000,DELAWARE OPPORTUNITIES INC.,DELAWARE,MULTI-MUNI,CMPL,16,0,0,0,0,0
20123153,HOME,LPA,CNSTR/RHAB,283599,VILLAGE OF GREENWICH,WASHINGTON,MULTI-MUNI,CMPL,11,0,0,0,0,0
20123154,HOME,LPA,CNSTR/RHAB,291508,TOWN OF FALLSBURG,SULLIVAN,FALLSBURGH,CMPL,5,2,0,0,0,0
20123155,HOME,LPA,CNSTR/RHAB,0,VILLAGE OF HUDSON FALLS,WASHINGTON,HUDSON FALLS,AWRD,4,0,0,0,0,0
20123156,HOME,LPA,MTGE ASST,100450,CITY OF GLENS FALLS,WARREN,GLENS FALLS,CMPL,7,0,0,0,0,0
20123157,HOME,LPA,CNSTR/RHAB,300000,BETTER HOUSING FOR TOMPKINS COUNTY INC.,TOMPKINS,MULTI-MUNI,CMPL,15,0,0,0,0,0
20123158,HOME,LPA,CNSTR/RHAB,0,"SENECA HOUSING, INC.",SENECA,MULTI-MUNI,INA,20,0,0,0,0,0
20123163,HOME,LPA,CNSTR/RHAB,399926,"FRIENDS OF THE NORTH COUNTRY, INC.",CLINTON,MULTI-MUNI,CMPL,17,0,0,0,0,0
20123166,HOME,LPA,CNSTR/RHAB,347745,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,16,0,0,0,0,0
20123169,HOME,LPA,MTGE ASST,400000,"ITHACA NEIGHBORHOOD HOUSING SERVICES, INC.",TOMPKINS,MULTI-MUNI,CMPL,15,0,0,0,0,0
20123170,HOME,LPA,CNSTR/RHAB,395405,CITY OF MECHANICVILLE,SARATOGA,MECHANICVILLE,CMPL,20,0,0,0,0,0
20123180,HOME,LPA,CNSTR/RHAB,279934,VILLAGE OF MASSENA,ST LAWRENCE,MASSENA,CMPL,16,0,0,0,0,0
20123183,HOME,LPA,MTGE ASST,200000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,8,0,0,0,0,0
20123193,HOME,LPA,CNSTR/RHAB,400000,"OPPORTUNITIES FOR CHENANGO, INC.",BROOME,MULTI-MUNI,CMPL,16,0,0,0,0,0
20123197,HOME,LPA,CNSTR/RHAB,99778,RURAL REVITALIZATION CORP.,CATTARAUGUS,MULTI-MUNI,CMPL,4,0,0,0,0,0
20123200,HOME,LPA,MTGE ASST,64452,"ADIRONDACK COMMUNITY HOUSING TRUST, INC",MULTI-COUNTY,,CMPL,2,0,0,0,0,0
20123210,HOME,LPA,MTGE ASST,750000,"CAPITAL DISTRICT HABITAT FOR HUMANITY, INC.",ALBANY,ALBANY,CMPL,1,9,0,0,0,0
20123216,HOME,LPA,CNSTR/RHAB,386425,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,MULTI-MUNI,CMPL,9,0,0,0,0,0
20123225,HOME,LPA,CNSTR/RHAB,400000,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",LIVINGSTON,MULTI-MUNI,CMPL,19,0,0,0,0,0
20130343,NYMS,LPA,CNSTR/RHAB,15000,"CHURCH AVENUE DISTRICT MANAGEMENT ASSOCIATION, INC.",KINGS,NEW YORK CITY,CMPL,0,0,0,0,5,0
20130345,RARP,LPA,CNSTR/RHAB,150000,SCAP D/B/A ARBOR HOUSING & DEVELOPMENT,STEUBEN,CORNING,CONT,0,0,0,0,2,0
20130347,NYMS,LPA,CNSTR/RHAB,110000,CITY OF WATERVLIET,ALBANY,WATERVLIET,CONT,1,0,0,0,2,0
20130349,NYMS,LPA,CNSTR/RHAB,200000,VILLAGE OF BROCKPORT,MONROE,BROCKPORT,CONT,14,0,0,0,13,0
20130355,RARP,LPA,CNSTR/RHAB,150000,"COMMUNITY ACTION IN SELF-HELP, INC.",WAYNE,LYONS,CONT,0,0,1,0,1,0
20130361,UI  ,LPA,CNSTR/RHAB,150000,"INDEPENDENT LIVING CENTER OF THE HUDSON VALLEY, INC.",RENSSELAER,TROY,CMPL,0,0,0,0,1,0
20130363,UI  ,LPA,CNSTR/RHAB,150000,PATHSTONE DEVELOPMENT CORPORATION,MONROE,ROCHESTER,CMPL,15,0,0,0,0,0
20130366,NYMS,LPA,CNSTR/RHAB,200000,ONONDAGA COUNTY COMMUNITY DEVELOPMENT,ONONDAGA,CAMILLUS,CONT,1,0,0,0,7,0
20130369,NYMS,LPA,CNSTR/RHAB,200000,VILLAGE OF HOMER,CORTLAND,HOMER,CMPL,1,0,0,0,5,0
20130370,NYMS,LPA,CNSTR/RHAB,200000,VILLAGE OF POTSDAM,ST LAWRENCE,POTSDAM,CONT,0,0,0,0,4,0
20130373,NYMS,LPA,CNSTR/RHAB,195000,VILLAGE OF HUDSON FALLS,WASHINGTON,HUDSON FALLS,CONT,5,0,1,0,4,0
20130374,UI  ,LPA,CNSTR/RHAB,120000,"GREATER ROCHESTER HOUSING PARTNERSHIP, INC.",MONROE,ROCHESTER,CMPL,4,0,0,0,0,0
20130382,NYMS,LPA,CNSTR/RHAB,180500,COMMUNITY PROGRESS INC.,SCHUYLER,MONTOUR FALLS,CONT,4,0,0,0,3,0
20130390,UI  ,LPA,CNSTR/RHAB,150000,"BOYS AND GIRLS CLUBS OF BUFFALO, INC.",ERIE,BUFFALO,CONT,0,0,1,0,0,0
20130391,NYMS,LPA,CNSTR/RHAB,200000,LUMBER CITY DEVELOPMENT CORP.,NIAGARA,NORTH TONAWANDA,CONT,15,0,0,0,10,0
20130392,NYMS,LPA,CNSTR/RHAB,200000,"DOWNTOWN COMMITTEE OF SYRACUSE, INC.",ONONDAGA,SYRACUSE,CONT,12,0,0,0,6,0
20130393,NYMS,LPA,CNSTR/RHAB,100000,HAMBURG DEVELOPMENT CORP.,ERIE,BLASDELL,CONT,2,0,0,0,5,0
20130394,UI  ,LPA,CNSTR/RHAB,150000,URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.,MONROE,ROCHESTER,CMPL,59,0,0,0,0,0
20130396,UI  ,LPA,CNSTR/RHAB,150000,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,TROY,CMPL,0,0,0,1,0,0
20130398,RARP,LPA,CNSTR/RHAB,150000,DEVELOPMENT CHENANGO CORPORATION,CHENANGO,NORWICH,CONT,4,0,0,0,3,0
20130399,NYMS,LPA,CNSTR/RHAB,128781,VILLAGE OF PORT HENRY,ESSEX,PORT HENRY,CONT,6,0,0,0,7,0
20130402,UI  ,LPA,CNSTR/RHAB,148819,URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.,MONROE,ROCHESTER,CMPL,0,0,1,0,0,0
20130403,RARP,LPA,CNSTR/RHAB,100000,"GALVAN HOUSING RESOURCES, INC.           .",COLUMBIA,HUDSON,CMPL,2,0,0,0,0,0
20130404,NYMS,LPA,CNSTR/RHAB,187071,VILLAGE OF PHOENIX,OSWEGO,PHOENIX,CONT,3,0,0,0,4,0
20130407,NYMS,LPA,CNSTR/RHAB,173193,CITY OF JOHNSTOWN,FULTON,JOHNSTOWN,CMPL,0,0,0,0,5,0
20130409,UI  ,LPA,CNSTR/RHAB,150000,"UNIVERSITY DISTRICT COMMUNITY DEVELOPMENT ASSOCIATION, INC.",ERIE,BUFFALO,CMPL,0,0,0,0,1,0
20130410,NYMS,LPA,CNSTR/RHAB,200000,CITY OF ONEONTA,OTSEGO,ONEONTA,CONT,17,0,0,0,8,0
20130413,NYMS,LPA,CNSTR/RHAB,200000,CITY OF GENEVA,ONTARIO,GENEVA,CMPL,0,0,0,0,12,0
20130415,RARP,LPA,CNSTR/RHAB,147003,DELAWARE COUNTY LOCAL DEVELOPMENT CORPORATION,DELAWARE,WALTON,CONT,0,0,0,0,12,0
20130421,RARP,LPA,CNSTR/RHAB,150000,HUDSON DEVELOPMENT CORPORATION,COLUMBIA,HUDSON,CMPL,0,0,1,0,0,0
20130422,RARP,LPA,CNSTR/RHAB,49425,"SNOW BELT HOUSING COMPANY, INC.",LEWIS,LYONS FALLS,CONT,12,0,0,0,0,0
20130423,RARP,LPA,CNSTR/RHAB,0,FINGER LAKES COMMUNITY DEVELOPMENT CORP.,ONTARIO,GENEVA,INA,0,0,0,0,0,0
20130424,UI  ,LPA,CNSTR/RHAB,150000,THE LITTLE THEATRE FILM SOCIETY,MONROE,ROCHESTER,CMPL,0,0,0,0,1,0
20130429,NYMS,LPA,CNSTR/RHAB,0,CITY OF PORT JERVIS,ORANGE,PORT JERVIS,INA,0,0,0,0,0,0
20130430,UI  ,LPA,CNSTR/RHAB,150000,CAYUGA ECONOMIC DEVELOPMENT AGENCY,CAYUGA,AUBURN,CMPL,2,0,0,0,1,0
20130434,RARP,LPA,CNSTR/RHAB,101473,TIOGA COUNTY LOCAL DEVELOPMENT CORP.,TIOGA,WAVERLY,CMPL,0,0,0,0,9,0
20160301,NYMS,LPA,CNSTR/RHAB,323137,VILLAGE OF CLYDE,WAYNE,CLYDE,CONT,3,0,0,0,7,0
20130438,UI  ,LPA,CNSTR/RHAB,150000,"COMMUNITY HOUSING INNOVATIONS, INC.",WESTCHESTER,PEEKSKILL,CONT,0,0,0,0,1,0
20130439,UI  ,LPA,CNSTR/RHAB,150000,"ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP",ALBANY,ALBANY,CMPL,0,0,1,0,0,0
20130448,RARP,LPA,CNSTR/RHAB,150000,"BATAVIA BUSINESS IMPROVEMENT DISTRICT MANAGEMENT ASSOCIATION, INC.",GENESEE,BATAVIA,CMPL,0,0,0,0,11,0
20130449,NYMS,LPA,CNSTR/RHAB,200000,"COMMUNITY ACTION IN SELF-HELP, INC.",WAYNE,LYONS,CONT,13,0,0,0,4,0
20130452,NYMS,LPA,CNSTR/RHAB,100000,VILLAGE OF LANCASTER,ERIE,LANCASTER,CONT,8,0,0,0,2,0
20130462,UI  ,LPA,CNSTR/RHAB,150000,WYANDANCH COMMUNITY DEVELOPMENT CORP.,SUFFOLK,BABYLON,CONT,2,0,0,0,0,0
20130470,NYMS,LPA,CNSTR/RHAB,200000,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",DELAWARE,HOBART,CONT,10,0,1,0,6,0
20130479,UI  ,LPA,CNSTR/RHAB,150000,"NEIGHBORS OF WATERTOWN, INC.",JEFFERSON,WATERTOWN,CMPL,0,0,0,0,1,0
20130483,UI  ,LPA,CNSTR/RHAB,150000,"RUPCO, INC.",ULSTER,KINGSTON,CMPL,1,0,0,0,0,0
20130501,RARP,LPA,CNSTR/RHAB,150000,LIVINGSTON COUNTY DEVELOPMENT CORPORATION,LIVINGSTON,GENESEO,CMPL,0,0,0,0,1,0
20133006,ACSS,LPA,CNSTR/RHAB,212500,FAMILY SERVICE SOCIETY OF YONKERS,WESTCHESTER,MULTI-MUNI,CONT,2,0,0,0,0,0
20133013,ACSS,LPA,CNSTR/RHAB,63099,"RESOURCE CENTER FOR INDEPENDENT LIVING, INC.",MULTI-COUNTY,,CONT,6,0,0,0,0,0
20133017,ACSS,LPA,CNSTR/RHAB,212500,"ACCESS TO INDEPENDENCE OF CORTLAND COUNTY, INC.",MULTI-COUNTY,,CONT,11,0,0,0,0,0
20133021,REST,LPA,CNSTR/RHAB,25000,"STONELEIGH HOUSING, INC.",MADISON,MULTI-MUNI,CMPL,6,0,0,0,0,0
20133023,ACSS,LPA,CNSTR/RHAB,150000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CONT,8,0,0,0,0,0
20133026,REST,LPA,CNSTR/RHAB,50000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,12,0,0,0,0,0
20133027,REST,LPA,CNSTR/RHAB,50000,"PRIDE OF TICONDEROGA, INC.",MULTI-COUNTY,,CMPL,10,0,0,0,0,0
20133031,ACSS,LPA,CNSTR/RHAB,150000,"RICHMOND SENIOR SERVICES, INC.",RICHMOND,NEW YORK CITY,CONT,18,0,0,0,0,0
20133044,REST,LPA,CNSTR/RHAB,50000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,17,0,0,0,0,0
20133055,REST,LPA,CNSTR/RHAB,50000,"HOMSITE FUND, INC.",CAYUGA,MULTI-MUNI,CMPL,18,0,0,0,0,0
20133060,REST,LPA,CNSTR/RHAB,25000,FULTON COUNTY COMMUNITY HERITAGE CORP.,FULTON,MULTI-MUNI,CMPL,8,0,0,0,0,0
20133062,REST,LPA,CNSTR/RHAB,50000,"RICHMOND SENIOR SERVICES, INC.",RICHMOND,NEW YORK CITY,CONT,15,0,0,0,0,0
20133065,ACSS,LPA,CNSTR/RHAB,130000,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",MULTI-COUNTY,,CONT,16,0,0,0,0,0
20133077,REST,LPA,CNSTR/RHAB,50000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,14,0,0,0,0,0
20133084,ACSS,LPA,CNSTR/RHAB,125000,"ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP",ALBANY,MULTI-MUNI,CONT,11,0,0,0,0,0
20133085,REST,LPA,CNSTR/RHAB,50000,"COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.",MULTI-COUNTY,,CMPL,18,0,0,0,0,0
20133086,REST,LPA,CNSTR/RHAB,50000,"CAYUGA/SENECA COMMUNITY ACTION AGENCY, INC",CAYUGA,MULTI-MUNI,CMPL,14,0,0,0,0,0
20133095,ACSS,LPA,CNSTR/RHAB,212500,REBUILDING TOGETHER NYC,NYC,NEW YORK CITY,CONT,12,0,0,0,0,0
20133100,ACSS,LPA,CNSTR/RHAB,150000,"REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.",ORANGE,MULTI-MUNI,CONT,6,0,0,0,0,0
20133105,REST,LPA,CNSTR/RHAB,50000,"WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.",ERIE,BUFFALO,CMPL,14,0,0,0,0,0
20133110,ACSS,LPA,CNSTR/RHAB,212500,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",MULTI-COUNTY,,CONT,8,0,0,0,0,0
20133113,HOME,LPA,CNSTR/RHAB,200000,METRO INTERFAITH HOUSING MANAGEMENT CORP.,BROOME,BINGHAMTON,CONT,8,0,0,0,0,0
20133114,HOME,LPA,CNSTR/RHAB,400000,CITY OF AMSTERDAM,MONTGOMERY,AMSTERDAM,CONT,17,0,0,0,0,0
20133115,HOME,TBR,,250000,PUTNAM COUNTY HOUSING CORP.,PUTNAM,MULTI-MUNI,CONT,0,0,0,0,0,0
20133118,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF CORINTH,SARATOGA,CORINTH,CONT,18,0,0,0,0,0
20133120,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF BALLSTON SPA,SARATOGA,MULTI-MUNI,CONT,15,0,0,0,0,0
20133124,HOME,LPA,CNSTR/RHAB,400000,TOWN OF FORT EDWARD,WASHINGTON,MULTI-MUNI,CONT,15,0,0,0,0,0
20133126,HOME,LPA,CNSTR/RHAB,300000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CONT,12,0,0,0,0,0
20133127,HOME,LPA,CNSTR/RHAB,300000,TOWN OF QUEENSBURY,WARREN,QUEENSBURY,CONT,12,0,0,0,0,0
20133133,HOME,LPA,CNSTR/RHAB,400000,"WYOMING COUNTY COMMUNITY ACTION, INC.",WYOMING,MULTI-MUNI,CONT,16,0,0,0,0,0
20133134,HOME,LPA,CNSTR/RHAB,400000,CITY OF LITTLE FALLS,HERKIMER,LITTLE FALLS,CONT,18,0,0,0,0,0
20133140,HOME,LPA,CNSTR/RHAB,264000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CONT,15,0,0,0,0,0
20133141,HOME,LPA,CNSTR/RHAB,300000,"REBUILDING TOGETHER SARATOGA COUNTY, INC.",SARATOGA,MULTI-MUNI,CONT,25,0,0,0,0,0
20133150,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF SARANAC LAKE,MULTI-COUNTY,,CONT,20,0,0,0,0,0
20133156,HOME,LPA,CNSTR/RHAB,400000,"OPPORTUNITIES FOR CHENANGO, INC.",CHENANGO,MULTI-MUNI,CONT,10,0,0,0,0,0
20133157,HOME,LPA,CNSTR/RHAB,200000,"FRIENDS OF THE NORTH COUNTRY, INC.",CLINTON,MULTI-MUNI,CONT,9,0,0,0,0,0
20133158,HOME,LPA,CNSTR/RHAB,275000,CITY OF FULTON COMMUNITY DEVELOPMENT AGENCY,OSWEGO,FULTON,CONT,20,0,0,0,0,0
20133162,HOME,LPA,CNSTR/RHAB,400000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CONT,11,9,0,0,0,0
20133163,HOME,LPA,CNSTR/RHAB,400000,CENTER CITY NEIGHBORHOOD DEVELOPMENT CORPORATION,NIAGARA,NIAGARA FALLS,CONT,29,0,0,0,0,0
20133165,HOME,LPA,CNSTR/RHAB,250000,"NEAR WESTSIDE NEIGHBORHOOD ASSOCIATION, INC.",CHEMUNG,ELMIRA,CONT,18,0,0,0,0,0
20133169,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CONT,14,0,0,0,0,0
20133170,HOME,LPA,MTGE ASST,200000,RURAL HOUSING OPPORTUNITIES CORPORATION,MULTI-COUNTY,,CONT,9,0,0,0,0,0
20133171,HOME,LPA,CNSTR/RHAB,400000,"WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.",ERIE,BUFFALO,CONT,20,0,0,0,0,0
20133172,HOME,LPA,CNSTR/RHAB,300000,COMMUNITY PROGRESS INC.,MULTI-COUNTY,,CONT,12,0,0,0,0,0
20133177,HOME,LPA,CNSTR/RHAB,200000,RURAL HOUSING OPPORTUNITIES CORPORATION,MULTI-COUNTY,,CONT,8,0,0,0,0,0
20133183,HOME,LPA,MTGE ASST,500000,"CAPITAL DISTRICT HABITAT FOR HUMANITY, INC.",ALBANY,ALBANY,CONT,0,10,0,0,0,0
20133187,HOME,LPA,CNSTR/RHAB,300000,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,MULTI-MUNI,CONT,9,0,0,0,0,0
20140122,NYMS,LPA,CNSTR/RHAB,250000,GEVA THEATRE CENTER INC.,MONROE,ROCHESTER,CMPL,0,0,1,0,0,0
20140125,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF WEEDSPORT,CAYUGA,WEEDSPORT,CONT,8,0,0,0,2,0
20140126,NYMS,LPA,CNSTR/RHAB,250000,"RUPCO, INC.",ULSTER,KINGSTON,CMPL,55,0,0,0,0,0
20140127,NYMS,LPA,CNSTR/RHAB,203500,CORNING INTOWN DISTRICT MANAGEMENT ASSOCIATION,STEUBEN,CORNING,CMPL,0,0,0,0,7,0
20140129,NYMS,LPA,CNSTR/RHAB,200000,"ELMIRA DOWNTOWN DEVELOPMENT, INC.",CHEMUNG,ELMIRA,CONT,2,0,0,0,8,0
20140131,NYMS,LPA,CNSTR/RHAB,250000,JAMESTOWN RENAISSANCE CORPORATION,CHAUTAUQUA,JAMESTOWN,CONT,0,0,0,0,3,0
20140136,NYMS,LPA,CNSTR/RHAB,500000,LIVINGSTON COUNTY DEVELOPMENT CORPORATION,LIVINGSTON,MOUNT MORRIS,CONT,10,0,0,0,15,0
20140141,NYMS,LPA,CNSTR/RHAB,200000,ONONDAGA COUNTY COMMUNITY DEVELOPMENT,ONONDAGA,JORDAN,CONT,4,0,0,0,5,0
20140145,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF ORISKANY FALLS,ONEIDA,ORISKANY FALLS,CONT,6,0,1,0,8,0
20140148,NYMS,LPA,CNSTR/RHAB,250000,CITY OF NORWICH COMMUNITY DEVELOPMENT OFFICE,CHENANGO,NORWICH,CONT,5,0,0,0,6,0
20140153,NYMS,LPA,CNSTR/RHAB,250000,CITY OF AUBURN,CAYUGA,AUBURN,CONT,2,0,0,0,3,0
20140157,NYMS,LPA,CNSTR/RHAB,250000,MYRTLE AVENUE REVITALIZATION PROJECT LDC,KINGS,NEW YORK CITY,CONT,0,0,0,0,7,0
20140160,NYMS,LPA,CNSTR/RHAB,250000,"NEAR WEST SIDE INITIATIVE, INC.",ONONDAGA,SYRACUSE,CONT,5,0,0,0,6,0
20140167,NYMS,LPA,CNSTR/RHAB,236250,CAPITALIZE ALBANY CORPORATION,ALBANY,ALBANY,CMPL,3,0,0,0,1,0
20140170,NYMS,LPA,CNSTR/RHAB,250000,GREATER LOCKPORT DEVELOPMENT CORPORATION,NIAGARA,LOCKPORT,CONT,5,0,0,0,6,0
20140181,NYMS,LPA,CNSTR/RHAB,225000,CLAYTON LOCAL DEVELOPMENT CORPORATION,JEFFERSON,CLAYTON,CONT,0,0,0,0,1,0
20143001,REST,LPA,CNSTR/RHAB,50000,"OPPORTUNITIES FOR CHENANGO, INC.",CHENANGO,MULTI-MUNI,CMPL,12,0,0,0,0,0
