Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
RIFTON FIRE DEPARTMENT,56035.0,PO BOX 2,RIFTON,NY,12471,56.0,Ulster,NaN,41.83803,-74.03752,(41.83803, -74.03752)
ROSENDALE FIRE DEPARTMENT,56036.0,PO BOX 174,ROSENDALE,NY,12472,56.0,Ulster,8.45658922E9,41.84461,-74.079471,(41.84461, -74.079471)
ST REMY FIRE DEPARTMENT,56037.0,530 MAIN STREET,ULSTER PARK,NY,12401,56.0,Ulster,8.453381494E9,41.884877,-74.020709,(41.884877, -74.020709)
SAUGERTIES FIRE DEPARTMENT,56038.0,43 PARTITION STREET,SAUGERTIES,NY,12477,56.0,Ulster,NaN,42.078466,-73.952592,(42.078466, -73.952592)
SAWKILL FIRE COMPANY,56039.0,896 SAWKILL RD PO BOX 2053,KINGSTON,NY,12401,56.0,Ulster,9.14336753E9,41.985521,-74.032558,(41.985521, -74.032558)
SAXTON FIRE DISTRICT,56040.0,2002 OLD KINGS HIGHWAY,SAUGERTIES,NY,12477,56.0,Ulster,8.453995479E9,42.156634,-74.011187,(42.156634, -74.011187)
SHAWANGUNK VALLEY VOL FIRE CO,56041.0,2150 BRUYNSWICK ROAD,WALLKILL,NY,12589,56.0,Ulster,8.4589526E9,41.61789,-74.15519,(41.61789, -74.15519)
STONE RIDGE FIRE COMPANY,56042.0,3410 COOPER STREET,STONE RIDGE,NY,12484,56.0,Ulster,9.146879867E9,41.82392,-74.24057,(41.82392, -74.24057)
TILLSON VOLUNTEER FIRE COMPANY,56043.0,PO BOX 214,TILLSON,NY,12486,56.0,Ulster,NaN,41.82823,-74.075112,(41.82823, -74.075112)
ULSTER HOSE COMPANY NO 5,56044.0,830 ULSTER AVENUE,KINGSTON,NY,12401,56.0,Ulster,8.45338128E9,41.953147,-73.994319,(41.953147, -73.994319)
SPRING LAKE FD ULSTER NO 1,56045.0,PO BOX 3578,KINGSTON,NY,12401,56.0,Ulster,NaN,41.93203,-74.00059,(41.93203, -74.00059)
VLY-ATWOOD FIRE COMPANY,56046.0,VLY ATWOOD ROAD-BOX 388A,STONE RIDGE,NY,12484,56.0,Ulster,9.146874057E9,41.899905,-74.193809,(41.899905, -74.193809)
WALKER VALLEY FIRE DEPARTMENT,56047.0,3679 ROUTE 52PO BOX 370,WALKER VALLEY,NY,12588,56.0,Ulster,8.457443119E9,41.62874,-74.37088,(41.62874, -74.37088)
WALLKILL FIRE COMPANY,56048.0,PO BOX 460,WALLKILL,NY,12589,56.0,Ulster,8.458953729E9,41.61789,-74.15519,(41.61789, -74.15519)
WEST HURLEY FIRE DEPARTMENT,56050.0,WALL STREET PO BOX 302,WEST HURLEY,NY,12491,56.0,Ulster,8.456792013E9,41.99745,-74.10649,(41.99745, -74.10649)
WOODSTOCK FIRE DEPARTMENT,56051.0,PO BOX 483,BEARSVILLE,NY,12401,56.0,Ulster,9.146797467E9,42.040379,-74.121511,(42.040379, -74.121511)
KINGSTON FIRE DEPARTMENT,56052.0,19 EAST O REILLY STREET,KINGSTON,NY,12401,56.0,Ulster,8.453311959E9,41.927788,-73.997283,(41.927788, -73.997283)
RUBY FIRE DEPARTMENT,56053.0,PO BOX 175,RUBY,NY,12475,56.0,Ulster,9.143821231E9,42.01766,-74.01446,(42.01766, -74.01446)
LAKE MOHONK HOSE CO #1,56054.0,1000 MOUNTAIN REST ROAD,LAKE MOHONK,NY,12561,56.0,Ulster,8.452562068E9,41.77956,-74.13591,(41.77956, -74.13591)
BAY RIDGE VOLUNTEER FIRE COMPANY,57002.0,1080 BAY ROAD,LAKE GEORGE,NY,12845-4616,57.0,Warren,5.187926979E9,43.38296,-73.642,(43.38296, -73.642)
BAKERS MILLS FIRE DEPARTMENT,57003.0,2554 RT 8 PO BOX 1,BAKERS MILLS,NY,12811,57.0,Warren,5.182513324E9,43.61491,-74.01342,(43.61491, -74.01342)
BOLTON FIRE DEPARTMENT,57004.0,5003 LAKE SHORE DR BOX 1365,BOLTON LANDING,NY,12814,57.0,Warren,5.186443071E9,43.559874,-73.654489,(43.559874, -73.654489)
CHESTERTOWN VOLUNTEER FIRE CO,57005.0,5885 ROUTE 8 PO BOX 382,CHESTERTOWN,NY,12817,57.0,Warren,5.184942662E9,43.64165,-73.83708,(43.64165, -73.83708)
GARNET LAKE FIRE DEPARTMENT,57006.0,GARNET LAKE ROAD BOX 167,JOHNSBURG,NY,12843,57.0,Warren,5.182515911E9,43.521746,-73.946263,(43.521746, -73.946263)
GLENS FALLS FIRE DEPARTMENT,57007.0,134 RIDGE STREET,GLENS FALLS,NY,12801,57.0,Warren,5.187613823E9,43.31394,-73.643714,(43.31394, -73.643714)
HAGUE VOLUNTEER FIRE DEPARTMENT,57008.0,4 WEST HAGUE RD PO BOX 585,HAGUE,NY,12836,57.0,Warren,5.185436059E9,43.755131,-73.509969,(43.755131, -73.509969)
HORICON VOLUNTEER FIRE DEPT,57009.0,6590 STATE RT 8 PO BOX 120,BRANT LAKE,NY,12815,57.0,Warren,5.184943428E9,43.67568,-73.75128,(43.67568, -73.75128)
JOHNSBURG VOLUNTEER FIRE COMPANY,57010.0,PO BOX 135,JOHNSBURG,NY,12843,57.0,Warren,5.182514227E9,43.60178,-73.95557,(43.60178, -73.95557)
LAKE GEORGE VOLUNTEER FIRE DEPT,57011.0,179 OTTAWA ST PO BOX 828,LAKE GEORGE,NY,12845,57.0,Warren,5.186685083E9,43.426408,-73.714109,(43.426408, -73.714109)
LUZERNE-HADLEY FIRE DEPARTMENT,57012.0,35 LAKE AVE PO BOX 215,LAKE LUZERNE,NY,12846,57.0,Warren,5.186963518E9,43.31478,-73.82118,(43.31478, -73.82118)
NORTH CREEK VOLUNTEER FIRE DEPT,57013.0,134 MAIN ST PO B0X 112,NORTH CREEK,NY,12853,57.0,Warren,5.182512324E9,43.692133,-73.98338,(43.692133, -73.98338)
NORTH QUEENSBURY FIRE DEPT,57014.0,2663 STATE RT 9 BOX 61,CLEVERDALE,NY,12820,57.0,Warren,5.186559614E9,43.45854,-73.63915,(43.45854, -73.63915)
NORTH RIVER FIRE DEPARTMENT,57015.0,BOX 64,NORTH RIVER,NY,12856,57.0,Warren,5.18251217E9,43.73831,-74.04867,(43.73831, -74.04867)
POTTERSVILLE FIRE DEPARTMENT,57016.0,STATE RT 9 PO BOX 281,POTTERSVILLE,NY,12860,57.0,Warren,5.184942333E9,43.7185,-73.80795,(43.7185, -73.80795)
QUEENSBURY CENTRAL FIRE DEPT,57017.0,17 LAFAYETTE STREET,QUEENSBURY,NY,12804,57.0,Warren,5.187928539E9,43.329118,-73.665467,(43.329118, -73.665467)
RIVERSIDE VOLUNTEER FIRE DEPT,57018.0,BOX 11,RIPARIUS,NY,12862,57.0,Warren,5.184943333E9,43.66137,-73.88842,(43.66137, -73.88842)
SOUTH QUEENSBURY FIRE DEPARTMENT,57020.0,409 DIX AVE,QUEENSBURY,NY,12804,57.0,Warren,5.187928669E9,43.315593,-73.605437,(43.315593, -73.605437)
STONY CREEK VOLUNTEER FIRE CO,57021.0,42 HARRISBURG ROAD,STONY CREEK,NY,12878,57.0,Warren,5.186963121E9,43.429579,-73.930969,(43.429579, -73.930969)
THURMAN VOLUNTEER FIRE COMPANY,57022.0,369 HIGH ST PO BOX 115,ATHOL,NY,12810,57.0,Warren,5.186239446E9,43.473303,-73.893084,(43.473303, -73.893084)
WARRENSBURG VOLUNTEER FIRE CO,57023.0,18 ELM STREET PO BOX 371,WARRENSBURG,NY,12885,57.0,Warren,5.186239766E9,43.49767,-73.7863,(43.49767, -73.7863)
WEST GLENS FALLS FIRE CO,57024.0,33 LUZERNE RD,QUEENSBURY,NY,12804,57.0,Warren,5.187928144E9,43.303261,-73.668581,(43.303261, -73.668581)
WEVERTOWN VOLUNTEER FIRE COMPANY,57025.0,ROUTE 8 BOX 76,WEVERTOWN,NY,12886,57.0,Warren,5.182513335E9,NaN,NaN,?
ARGYLE FIRE DEPARTMENT,58001.0,5072 ROUTE 40,ARGYLE,NY,12809,58.0,Washington,5.186381031E9,43.242792,-73.48038,(43.242792, -73.48038)
CAMBRIDGE VOLUNTEER FIRE DEPT,58002.0,11 WEST MAIN ST PO BOX 554,CAMBRIDGE,NY,12816,58.0,Washington,5.186773048E9,43.027992,-73.382399,(43.027992, -73.382399)
COSSAYUNA FIRE DEPARTMENT,58003.0,PO BOX 321,COSSAYUNA,NY,12823,58.0,Washington,5.186927155E9,43.17499,-73.41304,(43.17499, -73.41304)
DRESDEN FIRE DEPARTMENT,58004.0,14092 STATE ROUTE 22,DRESDEN,NY,12819,58.0,Washington,5.184992031E9,43.58193,-73.47202,(43.58193, -73.47202)
EASTON FIRE DEPARTMENT,58005.0,118804 ROUTE 40,SCHAGHTICOKE,NY,12154,58.0,Washington,5.186928671E9,42.91094,-73.62766,(42.91094, -73.62766)
FORT ANN VOLUNTEER FIRE COMPANY,58006.0,8 CHARLES STREET PO BOX 305,FORT ANN,NY,12827,58.0,Washington,5.186398811E9,43.416661,-73.487889,(43.416661, -73.487889)
FORT EDWARD FIRE DEPARTMENT,58007.0,114 BROADWAY,FT EDWARD,NY,12828,58.0,Washington,5.187475127E9,43.267413,-73.585013,(43.267413, -73.585013)
GRANVILLE FIRE DEPARTMENT,58008.0,42 QUAKER STREET,GRANVILLE,NY,12832,58.0,Washington,5.186422401E9,43.38596,-73.30918,(43.38596, -73.30918)
GREENWICH VOLUNTEER FIRE DEPT,58009.0,6 ACADEMY STREET,GREENWICH,NY,12834,58.0,Washington,5.186929002E9,43.091741,-73.502613,(43.091741, -73.502613)
HAMPTON FIRE DEPARTMENT,58011.0,2520 COUNTY RTE 18,HAMPTON,NY,12837,58.0,Washington,5.182829265E9,43.49547,-73.2533,(43.49547, -73.2533)
HARTFORD VOLUNTEER FIRE COMPANY,58012.0,PO BOX 121,HARTFORD,NY,12839,58.0,Washington,5.186325299E9,43.34528,-73.40523,(43.34528, -73.40523)
HUDSON FALLS FIRE DEPT,58013.0,220 MAIN STREET,HUDSON FALLS,NY,12839,58.0,Washington,5.187474412E9,43.303517,-73.584685,(43.303517, -73.584685)
HULETTS LANDING FIRE DEPARTMENT,58014.0,GOLDY ROAD PO BOX 59,HULETTS LANDING,NY,12841,58.0,Washington,5.184990778E9,43.63129,-73.505655,(43.63129, -73.505655)
KINGSBURY FIRE DEPARTMENT,58015.0,3715 BURGOYNE AVE,HUDSON FALLS,NY,12839,58.0,Washington,5.18747499E9,43.317249,-73.569497,(43.317249, -73.569497)
MIDDLE FALLS FIRE DEPARTMENT,58016.0,1034 STATE RT 29 PO BOX 8,MIDDLE FALLS,NY,12848,58.0,Washington,5.186922021E9,43.1008,-73.52434,(43.1008, -73.52434)
MIDDLE GRANVILLE FIRE DEPARTMENT,58017.0,1394 ROUTE 24,MIDDLE GRANVILLE,NY,12849,58.0,Washington,5.186429398E9,43.44351,-73.29882,(43.44351, -73.29882)
NORTH GRANVILLE FIRE DEPARTMENT,58018.0,10304 ST RT 22,NORTH GRANVILLE,NY,12854,58.0,Washington,5.18642382E9,43.49752,-73.34762,(43.49752, -73.34762)
PUTNAM VOLUNTEER FIRE CO NO 1,58019.0,43 FIRE HOUSE LANE,PUTNAM,NY,12861,58.0,Washington,5.185479982E9,43.73501,-73.41245,(43.73501, -73.41245)
SALEM VOLUNTEER FIRE DEPARTMENT,58020.0,181 MAIN STREET PO BOX 449,SALEM,NY,12865,58.0,Washington,5.188543433E9,43.171937,-73.327402,(43.171937, -73.327402)
SHUSHAN FIRE DEPARTMENT,58021.0,BOX 131,SHUSHAN,NY,12873,58.0,Washington,5.188543954E9,43.08925,-73.342364,(43.08925, -73.342364)
HEBRON VOLUNTEER FIRE CO,58022.0,3165 COUNTY ROUTE 30,SALEM,NY,12865,58.0,Washington,5.186422028E9,43.19144,-73.33727,(43.19144, -73.33727)
WHITE CREEK FIRE DEPARTMENT,58023.0,1111 COUNTY ROUTE 68,EAGLE BRIDGE,NY,12057,58.0,Washington,5.186860253E9,42.9585,-73.3317,(42.9585, -73.3317)
WHITEHALL (TOWN) FIRE DEPARTMENT,58024.0,161 MAIN STREET PO BOX 188,WHITEHALL,NY,12887,58.0,Washington,5.18499072E9,43.554475,-73.40274,(43.554475, -73.40274)
WEST FORT ANN VOL FIRE COMPANY,58026.0,49 JOE GREEN ROAD,FORT ANN,NY,12827,58.0,Washington,5.187920161E9,43.409801,-73.576949,(43.409801, -73.576949)
PILOT KNOB VOLUNTEER FIRE DEPT,58027.0,1750 PILOT KNOB RD BOX 70,KATTSKILL BAY,NY,12844,58.0,Washington,5.186560102E9,43.49183,-73.62808,(43.49183, -73.62808)
ALTON FIRE DEPARTMENT,59001.0,8593 YORK SETTLEMENT ROAD,SODUS,NY,14551,59.0,Wayne,3.154834368E9,43.21125,-76.98028,(43.21125, -76.98028)
CLYDE FIRE DEPARTMENT,59002.0,15 FORD STREET,CLYDE,NY,14433,59.0,Wayne,3.159237667E9,43.083024,-76.86975,(43.083024, -76.86975)
EAST PALMYRA FIRE DEPARTMENT,59003.0,2362 CAMBIER ROAD,NEWARK,NY,14513,59.0,Wayne,3.155970049E9,43.05968,-77.24187,(43.05968, -77.24187)
EAST WILLIAMSON FIRE DEPARTMENT,59004.0,6329 TOWNLINE ROAD,EAST WILLIAMSON,NY,14449,59.0,Wayne,3.155899122E9,43.229199,-77.14495,(43.229199, -77.14495)
FAIRVILLE VOLUNTEER FIRE DEPT,59005.0,2963 ROUTE 88N,NEWARK,NY,14513,59.0,Wayne,3.153311869E9,43.109635,-77.078749,(43.109635, -77.078749)
LINCOLN VOLUNTEER FIRE DEPT,59006.0,719 PLANK ROAD,ONTARIO,NY,14519,59.0,Wayne,7.165248493E9,43.183402,-77.344196,(43.183402, -77.344196)
LYONS FIRE DEPARTMENT NO 1,59007.0,23 WATER STREET,LYONS,NY,14489,59.0,Wayne,3.159464852E9,43.062052,-76.993024,(43.062052, -76.993024)
MACEDON FIRE DEPARTMENT,59008.0,1 CANAL PARK,MACEDON,NY,14502,59.0,Wayne,3.1598647E9,43.10907,-77.35891,(43.10907, -77.35891)
MACEDON CENTER FIRE DEPARTMENT,59009.0,2481 CANANDAIGUA ROAD,MACEDON,NY,14502,59.0,Wayne,3.159864736E9,43.096281,-77.320653,(43.096281, -77.320653)
MARION FIRE DEPARTMENT,59010.0,3786 MILL ST PO BOX 1,MARION,NY,14505,59.0,Wayne,3.159264341E9,43.14258,-77.18948,(43.14258, -77.18948)
NEWARK FIRE DEPARTMENT,59011.0,150 EAST MILLER STREET,NEWARK,NY,14513,59.0,Wayne,3.153311451E9,43.045894,-77.091893,(43.045894, -77.091893)
NORTH ROSE FIRE DEPARTMENT,59012.0,5070 N HURON STREET,NORTH ROSE,NY,14516,59.0,Wayne,3.155879372E9,43.187188,-76.889993,(43.187188, -76.889993)
ONTARIO FIRE DEPARTMENT,59013.0,6160 WALTER CONE DRIVE,ONTARIO,NY,14519,59.0,Wayne,3.155242661E9,43.22315,-77.292509,(43.22315, -77.292509)
PALMYRA FIRE DEPARTMENT,59014.0,615 E MAIN ST,PALMYRA,NY,14522,59.0,Wayne,3.155975111E9,43.061859,-77.2203,(43.061859, -77.2203)
PULTNEYVILLE FIRE DEPARTMENT,59015.0,4049 LAKE ROAD,WILLIAMSON,NY,14538,59.0,Wayne,3.155898029E9,43.279573,-77.189003,(43.279573, -77.189003)
RED CREEK VOLUNTEER FIRE DEPT,59016.0,7024 MAIN ST PO BOX 359,RED CREEK,NY,13143,59.0,Wayne,3.157546489E9,43.254318,-76.721108,(43.254318, -76.721108)
ROSE FIRE DEPARTMENT,59017.0,4081 MAIN ST  PO BOX 63,ROSE,NY,14542,59.0,Wayne,3.155879678E9,43.06493,-76.99905,(43.06493, -76.99905)
SAVANNAH FIRE DEPARTMENT,59018.0,1770 RTE 89 N PO BOX 306,SAVANNAH,NY,13146,59.0,Wayne,3.153652522E9,43.08936,-76.78474,(43.08936, -76.78474)
SODUS FIRE DEPARTMENT,59019.0,14-16 MILL STREET,SODUS,NY,14551,59.0,Wayne,3.154834531E9,43.23536,-77.06207,(43.23536, -77.06207)
SOUTH BUTLER FIRE DEPARTMENT,59020.0,13048 S BUTLER RD PO BX 153,SOUTH BUTLER,NY,13154,59.0,Wayne,3.153653728E9,43.13185,-76.76617,(43.13185, -76.76617)
SODUS CENTER FIRE DEPARTMENT,59021.0,PO BOX 246,SODUS,NY,14554,59.0,Wayne,3.154836328E9,43.202096,-77.025272,(43.202096, -77.025272)
SODUS POINT FIRE DEPARTMENT,59022.0,8364 BAY ST  PO BOX 139,SODUS POINT,NY,14555,59.0,Wayne,3.15483921E9,43.270339,-76.986413,(43.270339, -76.986413)
UNION HILL FIRE DEPARTMENT,59023.0,70 RIDGE ROAD  PO BOX 112,UNION HILL,NY,14563,59.0,Wayne,7.162651515E9,42.4564,-76.71028,(42.4564, -76.71028)
WALLINGTON FIRE DEPARTMENT,59024.0,7863 RIDGE ROAD EAST,SODUS,NY,14551,59.0,Wayne,3.154838992E9,43.221391,-77.011391,(43.221391, -77.011391)
WALWORTH FIRE DEPARTMENT,59025.0,2178 CHURCH ST PO BOX 66,WALWORTH,NY,14568,59.0,Wayne,3.159861123E9,43.137837,-77.274969,(43.137837, -77.274969)
WEST WALWORTH VOL FIRE DEPT,59026.0,3870 WEST WALWORTH ROAD,MACEDON,NY,14502,59.0,Wayne,3.159862241E9,43.10207,-77.33563,(43.10207, -77.33563)
WILLIAMSON FIRE DEPARTMENT,59027.0,6286 LAKE AVENUE,WILLIAMSON,NY,14589,59.0,Wayne,3.155896741E9,43.24572,-77.18651,(43.24572, -77.18651)
WOLCOTT FIRE DEPARTMENT,59028.0,11656 WILSON ROAD,WOLCOTT,NY,14590,59.0,Wayne,3.155942549E9,43.224986,-76.823842,(43.224986, -76.823842)
MARBLETOWN FIRE DEPARTMENT,59030.0,6416 SILVERHILL ROAD,NEWARK,NY,14513,59.0,Wayne,3.153314841E9,43.020272,-77.073083,(43.020272, -77.073083)
ARDSLEY FIRE DEPARTMENT,60001.0,505 ASHFORD AVENUE,ARDSLEY,NY,10502,60.0,Westchester,9.146936581E9,41.011626,-73.846433,(41.011626, -73.846433)
ARMONK FIRE DEPARTMENT,60002.0,PO BOX 116,ARMONK,NY,10504,60.0,Westchester,9.142733292E9,41.141606,-73.683213,(41.141606, -73.683213)
BANKSVILLE IND FIRE COMPANY,60003.0,33 BEDFORD-BANKSVILLE ROAD,BEDFORD,NY,10506,60.0,Westchester,9.142347104E9,41.144703,-73.64204,(41.144703, -73.64204)
BEDFORD HILLS FIRE DEPARTMENT,60004.0,332 BEDFORD RD PO BOX 35,BEDFORD HILLS,NY,10507,60.0,Westchester,9.146664112E9,41.235693,-73.701752,(41.235693, -73.701752)
BEDFORD VILLAGE FIRE DEPARTMENT,60005.0,38 VILLAGE GREEN,BEDFORD,NY,10506,60.0,Westchester,9.142343133E9,41.203132,-73.64299,(41.203132, -73.64299)
BRIARCLIFF MANOR FIRE DEPARTMENT,60006.0,1111 PLEASANTVILLE ROAD,BRIARCLIFF MANOR,NY,10510,60.0,Westchester,9.14941444E9,41.148783,-73.828924,(41.148783, -73.828924)
BUCHANAN ENGINE COMPANY NO 1,60007.0,159 ALBANY POST ROAD,BUCHANAN,NY,10511,60.0,Westchester,9.14737501E9,41.26079,-73.93576,(41.26079, -73.93576)
CHAPPAQUA FIRE DEPARTMENT,60008.0,PO BOX 454,CHAPPAQUA,NY,10514,60.0,Westchester,9.142380819E9,41.158436,-73.764554,(41.158436, -73.764554)
CROTON FALLS FIRE DEPARTMENT,60010.0,1 FRONT STREET PO BOX 128,CROTON FALLS,NY,10519,60.0,Westchester,9.146695544E9,41.348093,-73.662311,(41.348093, -73.662311)
CROTON-ON-HUDSON VOL FIRE DEPT,60011.0,PO BOX 365,CROTON-ON-HUDSON,NY,10520,60.0,Westchester,9.142712693E9,41.21306,-73.89559,(41.21306, -73.89559)
DOBBS FERRY FIRE DEPARTMENT,60012.0,112 MAIN STREET,DOBBS FERRY,NY,10522,60.0,Westchester,9.14693031E9,41.014345,-73.875779,(41.014345, -73.875779)
EASTCHESTER FIRE DEPARTMENT,60013.0,255 MAIN STREET,EASTCHESTER,NY,10709,60.0,Westchester,9.147936402E9,40.951173,-73.817723,(40.951173, -73.817723)
ELMSFORD FIRE DEPARTMENT,60014.0,15 SOUTH STONE AVENUE,ELMSFORD,NY,10523,60.0,Westchester,9.145926555E9,41.05708,-73.81757,(41.05708, -73.81757)
FAIRVIEW FIRE DEPARTMENT,60015.0,19 ROSEMONT BOULEVARD,WHITE PLAINS,NY,10607,60.0,Westchester,9.149492828E9,41.044429,-73.792707,(41.044429, -73.792707)
GOLDENS BRIDGE FIRE DEPARTMENT,60016.0,254 WACCABUE ROAD BOX 127,GOLDENS BRIDGE,NY,10526,60.0,Westchester,9.14232453E9,41.297392,-73.641561,(41.297392, -73.641561)
GREENVILLE FIRE DEPARTMENT,60018.0,711 CENTRAL AVENUE,SCARSDALE,NY,10583,60.0,Westchester,9.14723343E9,41.002201,-73.814263,(41.002201, -73.814263)
HARRISON FIRE DEPARTMENT,60019.0,206 HARRISON AVENUE,HARRISON,NY,10528,60.0,Westchester,9.148351106E9,40.967131,-73.712488,(40.967131, -73.712488)
HARTSDALE FIRE DEPARTMENT,60020.0,300 WEST HARTSDALE AVENUE,HARTSDALE,NY,10530,60.0,Westchester,9.149492325E9,41.02513,-73.806901,(41.02513, -73.806901)
HASTINGS-ON-HUDSON FIRE DEPT,60021.0,7 MAPLE AVE,HASTINGS-ON-HUDSON,NY,10706,60.0,Westchester,9.144781322E9,40.93259,-73.894183,(40.93259, -73.894183)
HAWTHORNE FIRE DISTRICT,60022.0,25 HOME STREET PO BOX 211,HAWTHORNE,NY,10532,60.0,Westchester,9.147692871E9,41.103746,-73.794367,(41.103746, -73.794367)
IRVINGTON FIRE DEPARTMENT,60023.0,90 MAIN STREET,IRVINGTON,NY,10533,60.0,Westchester,9.145917403E9,41.039297,-73.869341,(41.039297, -73.869341)
KATONAH FIRE DEPARTMENT,60024.0,65 BEDFORD ROAD,KATONAH,NY,10536,60.0,Westchester,9.14232457E9,41.255628,-73.684682,(41.255628, -73.684682)
LARCHMONT FIRE DEPARTMENT,60025.0,120 LARCHMONT AVENUE,LARCHMONT,NY,10538,60.0,Westchester,9.148340016E9,40.927758,-73.751677,(40.927758, -73.751677)
MAMARONECK (TOWN) FIRE DEPT,60026.0,205 WEAVER STREET,LARCHMONT,NY,10538,60.0,Westchester,9.148342101E9,40.940445,-73.755921,(40.940445, -73.755921)
MAMARONECK VILLAGE FIRE DEPT,60027.0,PO BOX 8,MAMARONECK,NY,10543,60.0,Westchester,9.147777775E9,40.95425,-73.73272,(40.95425, -73.73272)
MILLWOOD FIRE COMPANY NO 1,60028.0,60 MILLWOOD ROAD PO BOX 519,MILLWOOD,NY,10546,60.0,Westchester,9.142382222E9,41.19715,-73.79596,(41.19715, -73.79596)
MOHEGAN LAKE FIRE DEPARTMENT,60029.0,1975 E MAIN ST PO BOX 162,LAKE MOHEGAN,NY,10547,60.0,Westchester,9.145281808E9,41.31865,-73.84883,(41.31865, -73.84883)
MONTROSE FIRE DEPARTMENT,60030.0,2143 ALBANY POST ROAD,MONTROSE,NY,10548,60.0,Westchester,9.147370354E9,41.25347,-73.92977,(41.25347, -73.92977)
MOUNT KISCO FIRE DEPARTMENT,60031.0,PO BOX 91,MOUNT KISCO,NY,10549,60.0,Westchester,9.146664692E9,41.20354,-73.72512,(41.20354, -73.72512)
MOUNT VERNON FIRE DEPARTMENT,60032.0,470 EAST LINCOLN AVENUE,MOUNT VERNON,NY,10552,60.0,Westchester,9.146652626E9,40.918199,-73.822833,(40.918199, -73.822833)
NEW ROCHELLE FIRE DEPT (CITY),60033.0,90 BEAUFORT PLACE,NEW ROCHELLE,NY,10801,60.0,Westchester,9.146542212E9,40.920587,-73.785549,(40.920587, -73.785549)
PELHAM FIRE DEPT,60035.0,219 5TH AVENUE,PELHAM,NY,10803,60.0,Westchester,9.147382601E9,40.91467,-73.80802,(40.91467, -73.80802)
NORTH TARRYTOWN FIRE DEPARTMENT,60036.0,28 BEEKMAN AVENUE,NORTH TARRYTOWN,NY,10591,60.0,Westchester,9.143665104E9,41.085071,-73.859662,(41.085071, -73.859662)
NORTH WHITE PLAINS FIRE DEPT,60037.0,621 NORTH BROADWAY,NORTH WHITE PLAINS,NY,10603,60.0,Westchester,9.149493575E9,41.054227,-73.76882,(41.054227, -73.76882)
OSSINING FIRE DEPARTMENT,60038.0,21 STATE STREET,OSSINING,NY,10562,60.0,Westchester,9.149410215E9,41.158901,-73.865159,(41.158901, -73.865159)
PEEKSKILL FIRE DEPARTMENT,60039.0,828 MAIN STREET,PEEKSKILL,NY,10566,60.0,Westchester,9.14737276E9,41.291375,-73.923408,(41.291375, -73.923408)
PELHAM MANOR FIRE DEPARTMENT,60040.0,4 PENFIELD PLACE,PELHAM MANOR,NY,10803,60.0,Westchester,9.177388824E9,40.890059,-73.804068,(40.890059, -73.804068)
PLEASANTVILLE FIRE DEPARTMENT,60041.0,75 WASHINGTON AVE PO BX 404,PLEASANTVILLE,NY,10570,60.0,Westchester,9.147692336E9,41.136707,-73.791737,(41.136707, -73.791737)
POCANTICO HILLS FIRE DEPARTMENT,60042.0,531 BEDFORD ROAD,TARRYTOWN,NY,10591,60.0,Westchester,9.14631271E9,41.095061,-73.834686,(41.095061, -73.834686)
PORT CHESTER FIRE DEPARTMENT,60043.0,209 WESTCHSTER AVE,PORT CHESTER,NY,10573,60.0,Westchester,9.149391661E9,41.002183,-73.666501,(41.002183, -73.666501)
POUND RIDGE FIRE DEPARTMENT,60044.0,PO BOX 129,POUND RIDGE,NY,10576,60.0,Westchester,9.147645102E9,41.191024,-73.553075,(41.191024, -73.553075)
PURCHASE FIRE DEPARTMENT,60045.0,614 ANDERSON HILL ROAD,PURCHASE,NY,10577,60.0,Westchester,9.142539044E9,41.037046,-73.710742,(41.037046, -73.710742)
RYE FIRE DEPARTMENT,60046.0,15 LOCUST AVE PO BOX 1,RYE,NY,10580,60.0,Westchester,9.14967453E9,40.98032,-73.69016,(40.98032, -73.69016)
SCARSDALE FIRE DEPARTMENT,60047.0,50 TOMPKINS ROAD,SCARSDALE,NY,10583,60.0,Westchester,9.147221215E9,41.005107,-73.785082,(41.005107, -73.785082)
SOMERS VOLUNTEER FIRE DEPT,60049.0,119 PRIMROSE ST PO BOX B,LINCOLNDALE,NY,10540,60.0,Westchester,9.142487422E9,41.31854,-73.71671,(41.31854, -73.71671)
SOUTH SALEM FIRE DEPARTMENT,60050.0,1190 ROUTE 35 PO BOX 191,SOUTH SALEM,NY,10590,60.0,Westchester,9.147633706E9,41.274547,-73.564338,(41.274547, -73.564338)
TARRYTOWN FIRE DEPARTMENT,60051.0,50 MAIN ST PO BOX 158,TARRYTOWN,NY,10591,60.0,Westchester,9.146317066E9,41.07797,-73.85773,(41.07797, -73.85773)
THORNWOOD FIRE DEPARTMENT,60052.0,770 COMMERCE ST PO BOX 75,THORNWOOD,NY,10594-0075,60.0,Westchester,9.147690345E9,41.119732,-73.783395,(41.119732, -73.783395)
VALHALLA FIRE DEPARTMENT,60053.0,PO BOX 228,VALHALLA,NY,10595,60.0,Westchester,9.149482272E9,41.093759,-73.777589,(41.093759, -73.777589)
VERPLANCK FIRE DEPARTMENT,60054.0,238 8TH STREET PO BOX 518,VERPLANCK,NY,10596,60.0,Westchester,9.147378233E9,41.255304,-73.96163,(41.255304, -73.96163)
