CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
28.0,Q,02,G&T,-,-,-,35.0,2.0,17.5
28.0,Q,03,GEN ED,-,-,-,2114.0,86.0,24.6
28.0,Q,03,CTT,-,-,-,288.0,12.0,24.0
28.0,Q,03,G&T,-,-,-,56.0,2.0,28.0
28.0,Q,04,GEN ED,-,-,-,2062.0,78.0,26.4
28.0,Q,04,CTT,-,-,-,251.0,10.0,25.1
28.0,Q,04,G&T,-,-,-,47.0,2.0,23.5
28.0,Q,05,GEN ED,-,-,-,2170.0,79.0,27.5
28.0,Q,05,CTT,-,-,-,254.0,9.0,28.2
28.0,Q,06,GEN ED,-,-,-,1938.0,72.0,26.9
28.0,Q,06,CTT,-,-,-,325.0,13.0,25.0
28.0,Q,06,G&T,-,-,-,26.0,1.0,26.0
28.0,Q,07,GEN ED,-,-,-,1842.0,64.0,28.8
28.0,Q,07,CTT,-,-,-,304.0,11.0,27.6
28.0,Q,08,GEN ED,-,-,-,1819.0,65.0,28.0
28.0,Q,08,CTT,-,-,-,231.0,9.0,25.7
28.0,Q,09,GEN ED,-,-,-,649.0,30.0,21.6
28.0,Q,0K-09,SPEC ED,-,-,12:1,409.0,40.0,10.2
28.0,Q,0K-09,SPEC ED,-,-,12:1:1,927.0,96.0,9.7
28.0,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,4584.0,169.0,27.1
28.0,Q,MS Core,GEN ED,MATH,MS Math Core,-,3904.0,140.0,27.9
28.0,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,511.0,18.0,28.4
28.0,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,4107.0,148.0,27.8
28.0,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,196.0,7.0,28.0
28.0,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,216.0,7.0,30.9
28.0,Q,MS Core,GEN ED,SCIENCE,Other Science,-,58.0,2.0,29.0
28.0,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,4410.0,159.0,27.7
28.0,Q,MS Core,CTT,ENGLISH,MS English Core,-,901.0,36.0,25.0
28.0,Q,MS Core,CTT,MATH,MS Math Core,-,777.0,29.0,26.8
28.0,Q,MS Core,CTT,SCIENCE,MS Science Core,-,743.0,28.0,26.5
28.0,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,743.0,28.0,26.5
28.0,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,330.0,30.0,11.0
28.0,Q,MS Core,SPEC ED,MATH,MS Math Core,-,277.0,25.0,11.1
28.0,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,267.0,24.0,11.1
28.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,265.0,24.0,11.0
28.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,12.0,1.0,12.0
28.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,10.0,1.0,10.0
28.0,Q,09-12,GEN ED,ENGLISH,English 9,-,2484.0,87.0,28.6
28.0,Q,09-12,GEN ED,ENGLISH,English 10,-,2327.0,78.0,29.8
28.0,Q,09-12,GEN ED,ENGLISH,English 11,-,2305.0,80.0,28.8
28.0,Q,09-12,GEN ED,ENGLISH,English 12,-,2123.0,73.0,29.1
28.0,Q,09-12,GEN ED,ENGLISH,MS English Core,-,299.0,10.0,29.9
28.0,Q,09-12,GEN ED,ENGLISH,Other English,-,1963.0,70.0,28.0
28.0,Q,09-12,GEN ED,MATH,Integrated Algebra,-,1951.0,72.0,27.1
28.0,Q,09-12,GEN ED,MATH,Geometry,-,2805.0,98.0,28.6
28.0,Q,09-12,GEN ED,MATH,Trigonometry,-,998.0,37.0,27.0
28.0,Q,09-12,GEN ED,MATH,Math A,-,153.0,5.0,30.6
28.0,Q,09-12,GEN ED,MATH,Math B,-,70.0,3.0,23.3
28.0,Q,09-12,GEN ED,MATH,Other Math,-,1805.0,66.0,27.3
28.0,Q,09-12,GEN ED,SCIENCE,Earth Science,-,4199.0,141.0,29.8
28.0,Q,09-12,GEN ED,SCIENCE,Living Environment,-,5690.0,203.0,28.0
28.0,Q,09-12,GEN ED,SCIENCE,Chemistry,-,3177.0,104.0,30.5
28.0,Q,09-12,GEN ED,SCIENCE,Physics,-,1743.0,61.0,28.6
28.0,Q,09-12,GEN ED,SCIENCE,Other Science,-,3665.0,131.0,28.0
28.0,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,4933.0,165.0,29.9
28.0,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2499.0,85.0,29.4
28.0,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,954.0,31.0,30.8
28.0,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1198.0,39.0,30.7
28.0,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1670.0,59.0,28.3
28.0,Q,09-12,CTT,ENGLISH,English 9,-,406.0,14.0,29.0
28.0,Q,09-12,CTT,ENGLISH,English 10,-,220.0,7.0,31.4
28.0,Q,09-12,CTT,ENGLISH,English 11,-,153.0,5.0,30.6
28.0,Q,09-12,CTT,ENGLISH,English 12,-,134.0,5.0,26.8
28.0,Q,09-12,CTT,ENGLISH,MS English Core,-,22.0,1.0,22.0
28.0,Q,09-12,CTT,ENGLISH,Other English,-,617.0,23.0,26.8
28.0,Q,09-12,CTT,MATH,Integrated Algebra,-,484.0,18.0,26.9
28.0,Q,09-12,CTT,MATH,Geometry,-,90.0,4.0,22.5
28.0,Q,09-12,CTT,MATH,Other Math,-,49.0,2.0,24.5
28.0,Q,09-12,CTT,SCIENCE,Earth Science,-,301.0,9.0,33.4
28.0,Q,09-12,CTT,SCIENCE,Living Environment,-,683.0,25.0,27.3
28.0,Q,09-12,CTT,SCIENCE,Physics,-,198.0,6.0,33.0
28.0,Q,09-12,CTT,SCIENCE,Other Science,-,348.0,12.0,29.0
28.0,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,545.0,18.0,30.3
28.0,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,213.0,8.0,26.6
28.0,Q,09-12,CTT,SOCIAL STUDIES,Economics,-,78.0,3.0,26.0
28.0,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,32.0,1.0,32.0
28.0,Q,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,178.0,6.0,29.7
28.0,Q,09-12,SPEC ED,ENGLISH,English 9,-,174.0,17.0,10.2
28.0,Q,09-12,SPEC ED,ENGLISH,English 10,-,56.0,4.0,14.0
28.0,Q,09-12,SPEC ED,ENGLISH,English 11,-,53.0,4.0,13.3
28.0,Q,09-12,SPEC ED,ENGLISH,English 12,-,16.0,1.0,16.0
28.0,Q,09-12,SPEC ED,ENGLISH,MS English Core,-,26.0,2.0,13.0
28.0,Q,09-12,SPEC ED,ENGLISH,Other English,-,260.0,23.0,11.3
28.0,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,172.0,14.0,12.3
28.0,Q,09-12,SPEC ED,MATH,Geometry,-,29.0,2.0,14.5
28.0,Q,09-12,SPEC ED,MATH,Other Math,-,29.0,3.0,9.7
28.0,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,115.0,8.0,14.4
28.0,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,239.0,20.0,12.0
28.0,Q,09-12,SPEC ED,SCIENCE,Physics,-,27.0,2.0,13.5
28.0,Q,09-12,SPEC ED,SCIENCE,Other Science,-,56.0,4.0,14.0
28.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,180.0,17.0,10.6
28.0,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,74.0,6.0,12.3
28.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Economics,-,13.0,1.0,13.0
28.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,28.0,2.0,14.0
28.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,11.0,1.0,11.0
29.0,Q,0K,GEN ED,-,-,-,1946.0,83.0,23.4
29.0,Q,0K,CTT,-,-,-,363.0,17.0,21.4
29.0,Q,01,GEN ED,-,-,-,2208.0,94.0,23.5
29.0,Q,01,CTT,-,-,-,259.0,11.0,23.5
29.0,Q,02,GEN ED,-,-,-,2204.0,90.0,24.5
29.0,Q,02,CTT,-,-,-,245.0,11.0,22.3
29.0,Q,03,GEN ED,-,-,-,2261.0,91.0,24.8
29.0,Q,03,CTT,-,-,-,211.0,9.0,23.4
29.0,Q,04,GEN ED,-,-,-,2273.0,84.0,27.1
29.0,Q,04,CTT,-,-,-,223.0,8.0,27.9
29.0,Q,05,GEN ED,-,-,-,2238.0,85.0,26.3
29.0,Q,05,CTT,-,-,-,220.0,9.0,24.4
29.0,Q,06,GEN ED,-,-,-,2044.0,78.0,26.2
29.0,Q,06,CTT,-,-,-,234.0,10.0,23.4
29.0,Q,07,GEN ED,-,-,-,2191.0,79.0,27.7
29.0,Q,07,CTT,-,-,-,201.0,8.0,25.1
29.0,Q,08,GEN ED,-,-,-,2311.0,83.0,27.8
29.0,Q,08,CTT,-,-,-,179.0,7.0,25.6
29.0,Q,09,GEN ED,-,-,-,74.0,2.0,37.0
29.0,Q,0K-09,SPEC ED,-,-,12:1,453.0,46.0,9.8
29.0,Q,0K-09,SPEC ED,-,-,12:1:1,818.0,84.0,9.7
29.0,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,7220.0,256.0,28.2
29.0,Q,MS Core,GEN ED,MATH,MS Math Core,-,6257.0,225.0,27.8
29.0,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,328.0,11.0,29.8
29.0,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,6254.0,224.0,27.9
29.0,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,275.0,9.0,30.6
29.0,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,215.0,8.0,26.9
29.0,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,6465.0,230.0,28.1
29.0,Q,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,77.0,3.0,25.7
29.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,265.0,9.0,29.4
29.0,Q,MS Core,CTT,ENGLISH,MS English Core,-,741.0,31.0,23.9
29.0,Q,MS Core,CTT,MATH,MS Math Core,-,590.0,24.0,24.6
29.0,Q,MS Core,CTT,MATH,Integrated Algebra,-,24.0,1.0,24.0
29.0,Q,MS Core,CTT,SCIENCE,MS Science Core,-,592.0,24.0,24.7
29.0,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,614.0,25.0,24.6
29.0,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,417.0,42.0,9.9
29.0,Q,MS Core,SPEC ED,MATH,MS Math Core,-,310.0,33.0,9.4
29.0,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,310.0,33.0,9.4
29.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,310.0,33.0,9.4
29.0,Q,09-12,GEN ED,ENGLISH,English 9,-,809.0,33.0,24.5
29.0,Q,09-12,GEN ED,ENGLISH,English 10,-,775.0,29.0,26.7
29.0,Q,09-12,GEN ED,ENGLISH,English 11,-,783.0,30.0,26.1
29.0,Q,09-12,GEN ED,ENGLISH,English 12,-,679.0,25.0,27.2
29.0,Q,09-12,GEN ED,ENGLISH,MS English Core,-,37.0,2.0,18.5
29.0,Q,09-12,GEN ED,ENGLISH,Other English,-,830.0,37.0,22.4
29.0,Q,09-12,GEN ED,MATH,Integrated Algebra,-,1093.0,45.0,24.3
29.0,Q,09-12,GEN ED,MATH,Geometry,-,925.0,34.0,27.2
29.0,Q,09-12,GEN ED,MATH,Trigonometry,-,514.0,19.0,27.1
29.0,Q,09-12,GEN ED,MATH,Math A,-,156.0,7.0,22.3
29.0,Q,09-12,GEN ED,MATH,Other Math,-,133.0,6.0,22.2
29.0,Q,09-12,GEN ED,SCIENCE,Earth Science,-,701.0,26.0,27.0
29.0,Q,09-12,GEN ED,SCIENCE,Living Environment,-,1143.0,43.0,26.6
29.0,Q,09-12,GEN ED,SCIENCE,Chemistry,-,589.0,20.0,29.5
29.0,Q,09-12,GEN ED,SCIENCE,Physics,-,112.0,4.0,28.0
29.0,Q,09-12,GEN ED,SCIENCE,Other Science,-,840.0,32.0,26.3
29.0,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1593.0,57.0,27.9
29.0,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,920.0,33.0,27.9
29.0,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,120.0,4.0,30.0
29.0,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,444.0,16.0,27.8
29.0,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,199.0,8.0,24.9
29.0,Q,09-12,CTT,ENGLISH,English 9,-,175.0,6.0,29.2
29.0,Q,09-12,CTT,ENGLISH,English 10,-,141.0,5.0,28.2
29.0,Q,09-12,CTT,ENGLISH,English 11,-,131.0,5.0,26.2
29.0,Q,09-12,CTT,ENGLISH,English 12,-,79.0,3.0,26.3
29.0,Q,09-12,CTT,ENGLISH,Other English,-,82.0,4.0,20.5
29.0,Q,09-12,CTT,MATH,Integrated Algebra,-,240.0,9.0,26.7
29.0,Q,09-12,CTT,MATH,Geometry,-,117.0,4.0,29.3
29.0,Q,09-12,CTT,MATH,Trigonometry,-,46.0,2.0,23.0
29.0,Q,09-12,CTT,MATH,Math A,-,21.0,1.0,21.0
29.0,Q,09-12,CTT,SCIENCE,Earth Science,-,427.0,13.0,32.8
29.0,Q,09-12,CTT,SCIENCE,Living Environment,-,548.0,19.0,28.8
29.0,Q,09-12,CTT,SCIENCE,Chemistry,-,28.0,1.0,28.0
29.0,Q,09-12,CTT,SCIENCE,Physics,-,28.0,1.0,28.0
29.0,Q,09-12,CTT,SCIENCE,Other Science,-,86.0,3.0,28.7
29.0,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,370.0,14.0,26.4
29.0,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,91.0,3.0,30.3
29.0,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,18.0,1.0,18.0
29.0,Q,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,29.0,1.0,29.0
29.0,Q,09-12,SPEC ED,ENGLISH,English 11,-,35.0,4.0,8.8
29.0,Q,09-12,SPEC ED,ENGLISH,MS English Core,-,56.0,5.0,11.2
29.0,Q,09-12,SPEC ED,ENGLISH,Other English,-,7.0,1.0,7.0
30.0,Q,0K,GEN ED,-,-,-,2574.0,116.0,22.2
30.0,Q,0K,CTT,-,-,-,429.0,20.0,21.5
30.0,Q,0K,G&T,-,-,-,49.0,2.0,24.5
30.0,Q,01,GEN ED,-,-,-,2635.0,116.0,22.7
30.0,Q,01,CTT,-,-,-,370.0,16.0,23.1
30.0,Q,02,GEN ED,-,-,-,2532.0,107.0,23.7
30.0,Q,02,CTT,-,-,-,458.0,20.0,22.9
30.0,Q,02,G&T,-,-,-,46.0,2.0,23.0
30.0,Q,03,GEN ED,-,-,-,2374.0,94.0,25.3
30.0,Q,03,CTT,-,-,-,475.0,21.0,22.6
30.0,Q,03,G&T,-,-,-,71.0,3.0,23.7
30.0,Q,04,GEN ED,-,-,-,2323.0,85.0,27.3
30.0,Q,04,CTT,-,-,-,521.0,20.0,26.1
30.0,Q,04,G&T,-,-,-,21.0,1.0,21.0
30.0,Q,05,GEN ED,-,-,-,2466.0,94.0,26.2
30.0,Q,05,CTT,-,-,-,408.0,16.0,25.5
30.0,Q,05,G&T,-,-,-,23.0,1.0,23.0
30.0,Q,06,GEN ED,-,-,-,2622.0,96.0,27.3
30.0,Q,06,G&T,-,-,-,32.0,1.0,32.0
30.0,Q,07,GEN ED,-,-,-,2516.0,91.0,27.6
30.0,Q,07,CTT,-,-,-,372.0,13.0,28.6
30.0,Q,08,GEN ED,-,-,-,2480.0,90.0,27.6
30.0,Q,08,CTT,-,-,-,427.0,15.0,28.5
30.0,Q,0K-09,SPEC ED,-,-,12:1,265.0,26.0,10.2
30.0,Q,0K-09,SPEC ED,-,-,12:1:1,963.0,96.0,10.0
30.0,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,7945.0,282.0,28.2
30.0,Q,MS Core,GEN ED,MATH,MS Math Core,-,5759.0,210.0,27.4
30.0,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,520.0,21.0,24.8
30.0,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,6661.0,241.0,27.6
30.0,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,172.0,6.0,28.7
30.0,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,195.0,8.0,24.4
30.0,Q,MS Core,GEN ED,SCIENCE,Other Science,-,467.0,17.0,27.5
30.0,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,6684.0,242.0,27.6
30.0,Q,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,256.0,11.0,23.3
30.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,561.0,21.0,26.7
30.0,Q,MS Core,CTT,ENGLISH,MS English Core,-,1488.0,53.0,28.1
30.0,Q,MS Core,CTT,MATH,MS Math Core,-,899.0,32.0,28.1
30.0,Q,MS Core,CTT,SCIENCE,MS Science Core,-,976.0,35.0,27.9
30.0,Q,MS Core,CTT,SCIENCE,Living Environment,-,85.0,3.0,28.3
30.0,Q,MS Core,CTT,SCIENCE,Other Science,-,110.0,4.0,27.5
30.0,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,958.0,35.0,27.4
30.0,Q,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,195.0,7.0,27.9
30.0,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,425.0,41.0,10.4
30.0,Q,MS Core,SPEC ED,MATH,MS Math Core,-,322.0,32.0,10.1
30.0,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,357.0,35.0,10.2
30.0,Q,MS Core,SPEC ED,SCIENCE,Other Science,-,23.0,2.0,11.5
30.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,343.0,34.0,10.1
30.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,13.0,1.0,13.0
30.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,23.0,2.0,11.5
30.0,Q,09-12,GEN ED,ENGLISH,English 9,-,1961.0,70.0,28.0
30.0,Q,09-12,GEN ED,ENGLISH,English 10,-,2038.0,69.0,29.5
30.0,Q,09-12,GEN ED,ENGLISH,English 11,-,1933.0,66.0,29.3
30.0,Q,09-12,GEN ED,ENGLISH,English 12,-,1373.0,50.0,27.5
30.0,Q,09-12,GEN ED,ENGLISH,MS English Core,-,209.0,11.0,19.0
30.0,Q,09-12,GEN ED,ENGLISH,Other English,-,1103.0,43.0,25.7
30.0,Q,09-12,GEN ED,MATH,Integrated Algebra,-,4019.0,151.0,26.6
30.0,Q,09-12,GEN ED,MATH,Geometry,-,2459.0,90.0,27.3
30.0,Q,09-12,GEN ED,MATH,Trigonometry,-,1192.0,47.0,25.4
30.0,Q,09-12,GEN ED,MATH,Math A,-,222.0,8.0,27.8
30.0,Q,09-12,GEN ED,MATH,Other Math,-,581.0,23.0,25.3
30.0,Q,09-12,GEN ED,SCIENCE,Earth Science,-,3065.0,107.0,28.6
30.0,Q,09-12,GEN ED,SCIENCE,Living Environment,-,5278.0,193.0,27.3
30.0,Q,09-12,GEN ED,SCIENCE,Chemistry,-,1990.0,73.0,27.3
30.0,Q,09-12,GEN ED,SCIENCE,Physics,-,360.0,15.0,24.0
30.0,Q,09-12,GEN ED,SCIENCE,Other Science,-,2008.0,74.0,27.1
30.0,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5315.0,187.0,28.4
30.0,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2347.0,87.0,27.0
30.0,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,277.0,11.0,25.2
30.0,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1654.0,61.0,27.1
30.0,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,807.0,27.0,29.9
30.0,Q,09-12,CTT,ENGLISH,English 9,-,203.0,7.0,29.0
30.0,Q,09-12,CTT,ENGLISH,English 10,-,198.0,8.0,24.8
30.0,Q,09-12,CTT,ENGLISH,English 11,-,183.0,6.0,30.5
30.0,Q,09-12,CTT,ENGLISH,English 12,-,139.0,5.0,27.8
30.0,Q,09-12,CTT,ENGLISH,MS English Core,-,57.0,2.0,28.5
30.0,Q,09-12,CTT,ENGLISH,Other English,-,155.0,6.0,25.8
30.0,Q,09-12,CTT,MATH,Integrated Algebra,-,533.0,21.0,25.4
30.0,Q,09-12,CTT,MATH,Geometry,-,176.0,8.0,22.0
30.0,Q,09-12,CTT,SCIENCE,Earth Science,-,349.0,14.0,24.9
30.0,Q,09-12,CTT,SCIENCE,Living Environment,-,425.0,17.0,25.0
30.0,Q,09-12,CTT,SCIENCE,Other Science,-,191.0,8.0,23.9
30.0,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,411.0,14.0,29.4
30.0,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,218.0,7.0,31.1
30.0,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,169.0,6.0,28.2
30.0,Q,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,63.0,2.0,31.5
30.0,Q,09-12,SPEC ED,ENGLISH,English 9,-,111.0,9.0,12.3
30.0,Q,09-12,SPEC ED,ENGLISH,English 10,-,89.0,7.0,12.7
30.0,Q,09-12,SPEC ED,ENGLISH,English 11,-,56.0,5.0,11.2
30.0,Q,09-12,SPEC ED,ENGLISH,English 12,-,59.0,6.0,9.8
30.0,Q,09-12,SPEC ED,ENGLISH,MS English Core,-,57.0,5.0,11.4
30.0,Q,09-12,SPEC ED,ENGLISH,Other English,-,51.0,4.0,12.8
30.0,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,253.0,20.0,12.7
30.0,Q,09-12,SPEC ED,MATH,Geometry,-,50.0,5.0,10.0
30.0,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,123.0,8.0,15.4
30.0,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,197.0,16.0,12.3
30.0,Q,09-12,SPEC ED,SCIENCE,Other Science,-,99.0,7.0,14.1
30.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,248.0,19.0,13.1
30.0,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,70.0,5.0,14.0
30.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,39.0,3.0,13.0
31.0,R,0K,GEN ED,-,-,-,3582.0,165.0,21.7
31.0,R,0K,CTT,-,-,-,596.0,29.0,20.6
31.0,R,0K,G&T,-,-,-,61.0,3.0,20.3
31.0,R,01,GEN ED,-,-,-,3700.0,159.0,23.3
31.0,R,01,CTT,-,-,-,715.0,30.0,23.8
31.0,R,01,G&T,-,-,-,111.0,4.0,27.8
31.0,R,02,GEN ED,-,-,-,3649.0,149.0,24.5
31.0,R,02,CTT,-,-,-,847.0,33.0,25.7
31.0,R,02,G&T,-,-,-,80.0,3.0,26.7
31.0,R,03,GEN ED,-,-,-,3501.0,140.0,25.0
31.0,R,03,CTT,-,-,-,792.0,32.0,24.8
31.0,R,03,G&T,-,-,-,73.0,3.0,24.3
31.0,R,04,GEN ED,-,-,-,3202.0,121.0,26.5
31.0,R,04,CTT,-,-,-,849.0,32.0,26.5
31.0,R,04,G&T,-,-,-,52.0,2.0,26.0
31.0,R,05,GEN ED,-,-,-,3324.0,123.0,27.0
31.0,R,05,CTT,-,-,-,831.0,31.0,26.8
31.0,R,05,G&T,-,-,-,38.0,2.0,19.0
31.0,R,06,GEN ED,-,-,-,3209.0,109.0,29.4
31.0,R,06,CTT,-,-,-,724.0,25.0,29.0
31.0,R,07,GEN ED,-,-,-,3328.0,112.0,29.7
31.0,R,07,CTT,-,-,-,614.0,21.0,29.2
31.0,R,08,GEN ED,-,-,-,3405.0,114.0,29.9
31.0,R,08,CTT,-,-,-,603.0,21.0,28.7
31.0,R,0K-09,SPEC ED,-,-,12:1,1011.0,98.0,10.3
31.0,R,0K-09,SPEC ED,-,-,12:1:1,1406.0,141.0,10.0
31.0,R,0K-09,SPEC ED,-,-,8:1:1,44.0,6.0,7.3
31.0,R,MS Core,GEN ED,ENGLISH,MS English Core,-,10187.0,353.0,28.9
31.0,R,MS Core,GEN ED,MATH,MS Math Core,-,8654.0,295.0,29.3
31.0,R,MS Core,GEN ED,MATH,Integrated Algebra,-,1074.0,35.0,30.7
31.0,R,MS Core,GEN ED,SCIENCE,MS Science Core,-,9043.0,306.0,29.6
31.0,R,MS Core,GEN ED,SCIENCE,Earth Science,-,481.0,15.0,32.1
31.0,R,MS Core,GEN ED,SCIENCE,Living Environment,-,165.0,5.0,33.0
31.0,R,MS Core,GEN ED,SCIENCE,Physics,-,66.0,2.0,33.0
31.0,R,MS Core,GEN ED,SCIENCE,Other Science,-,326.0,12.0,27.2
31.0,R,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,9108.0,307.0,29.7
31.0,R,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,356.0,11.0,32.4
31.0,R,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,269.0,9.0,29.9
31.0,R,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,467.0,17.0,27.5
31.0,R,MS Core,CTT,ENGLISH,MS English Core,-,2359.0,82.0,28.8
31.0,R,MS Core,CTT,MATH,MS Math Core,-,1958.0,67.0,29.2
31.0,R,MS Core,CTT,MATH,Integrated Algebra,-,20.0,1.0,20.0
31.0,R,MS Core,CTT,SCIENCE,MS Science Core,-,1917.0,66.0,29.0
31.0,R,MS Core,CTT,SCIENCE,Earth Science,-,59.0,2.0,29.5
31.0,R,MS Core,CTT,SCIENCE,Other Science,-,109.0,4.0,27.3
31.0,R,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1983.0,68.0,29.2
31.0,R,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,20.0,1.0,20.0
31.0,R,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,56.0,2.0,28.0
31.0,R,MS Core,SPEC ED,ENGLISH,MS English Core,-,685.0,64.0,10.7
31.0,R,MS Core,SPEC ED,MATH,MS Math Core,-,640.0,60.0,10.7
31.0,R,MS Core,SPEC ED,SCIENCE,MS Science Core,-,615.0,58.0,10.6
31.0,R,MS Core,SPEC ED,SCIENCE,Earth Science,-,21.0,2.0,10.5
31.0,R,MS Core,SPEC ED,SCIENCE,Other Science,-,22.0,2.0,11.0
31.0,R,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,624.0,59.0,10.6
31.0,R,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,76.0,7.0,10.9
31.0,R,09-12,GEN ED,ENGLISH,English 9,-,3748.0,132.0,28.4
31.0,R,09-12,GEN ED,ENGLISH,English 10,-,3724.0,124.0,30.0
31.0,R,09-12,GEN ED,ENGLISH,English 11,-,3620.0,125.0,29.0
