N° du contrat,Objet du contrat,Type d'acte,Projet associé,Nature du besoin,Lieu d'exécution/de livraison,Origine du financement,Date d'entrée en vigueur,Durée (en mois),Montant maximum (€HT),Attributaires
21-MR0625,"Réalisation d’une étude d’identification de projets prioritaires de maîtrise de l’énergie dans la branche des industries  agroalimentaires et proposition d’un portefeuille de projets éligibles au programme SUNREF
Lot 1 : Branche des Conserves Alimentaires 
Lot 2 : Autres industries agroalimentaires",Marché,SUNREF Tunisie,Prestations intellectuelles et expertise individuelle,Tunisie,Agence Française de Développement (AFD),2021-03-04,5.0,25755.0,CABINET REALISATION AUDITS ETUDES ENERGETIQUE CRA2E
20-EI3188,"Chef de mission PAMRI Niger : Projet d’Appui à la Mobilisation des Ressources Intérieures au Niger, dont la finalité est d’augmenter la mobilisation des ressources intérieures pour permettre à l’Etat du Niger de fournir, de façon durable, à tous ses citoyens, l’accès aux services publics essentiels.",Expert individuel (CPS),Projet d'appui à la mobilisation des ressources intérieures au Niger,Prestations intellectuelles et expertise individuelle,Niger,Agence Française de Développement (AFD),2020-12-01,2.0,18000.0,Cabinet STRATEGIE ET PILOTAGE DE PERFORMANCE (S2P)
21-EI0905,CC SIMOES,Expert individuel (CPS),SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2021-03-04,41.0,39900.0,JORGE MANUEL TRIGO DE ALMEIDA SIMÕES
20-SB2520,Enhance care for children with autism with the social community,Subvention,Appui à la protection sociale jordanienne,Subvention,Jordanie,Union Européenne,2020-12-01,9.0,39999.95,Zaal and Khadra Artist Group
21-EI0959,Experta en género y punto focal Quito para la realizacion de un estudio de viabilidadd migracion y género en Colombia y Ecuador,Expert individuel (CPS),"Projet de renforcement de la prise en charge, de la protection et de l’intégration socio-économique des femmes et des filles migrantes impactées par la crise migratoire vénézuélienne",Prestations intellectuelles et expertise individuelle,"Colombie, Equateur",Agence Française de Développement (AFD),2021-03-04,11.0,42000.0,Gloria Maria CAMACHO ZAMBRANO
20-EI3402,Illia CHERNOHORENKO (NKE C3) NCE,Expert individuel (CPS),Appui au secteur de la Justice,Prestations intellectuelles et expertise individuelle,Ukraine,Union Européenne,2020-12-07,9.0,15775.0,CHERNOHORENKO Illia
21-EI0955,20SANIN854: Appuyer le Ministère de la Santé et du Développement Social (MSDS) à mettre en place l’Unité de Gestion des Projets Fonds Mondial et GAVI (UGP-FM/GAVI) et l’Unité de Mise en œuvre du Renforcement du Système de Santé (UMRSS) dans le cadre des financements Fonds Mondial.,Expert individuel (CPS),Appui à la mise en place de l’UCP et de l’UMO/RSS du Ministère de la Santé et du Développement social,Prestations intellectuelles et expertise individuelle,Mali,MAE-Fr - Initiative 5%,2021-03-05,11.0,42400.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
20-EI3313,"Inna LINIOVA (Deputy Team Leader, Operations)",Expert individuel (CPS),Appui au secteur de la Justice,Prestations intellectuelles et expertise individuelle,Ukraine,Union Européenne,2020-12-07,9.0,24000.0,Inna LINIOVA
21-EI2346,"Expertise technique long terme perlée dans le cadre de la coordination de la composante 3 « Gouvernance des organismes publics » du projet d’appui à la gouvernance économique et financière (PAGEF)
EXPERT INDIVIDUEL EN CHARGE DE LA MISSION : PATRICE PASQUIER",Expert individuel (CPS),Projet d'Appui à la Gouvernance Economique et Financière (PAGEF),Prestations intellectuelles et expertise individuelle,Guinée,C2D,2021-03-05,36.0,151200.0,UP2US CONSULTING SAS
21-MR0698,"Atelier formation et hebergement, COMJUS, COMORES",Marché,Soutien au secteur de la Justice aux Comores,Services,Comores,Autre Ministère Français,2020-12-08,1.0,16148.0,RETAJ MORONI HOTEL
21-EI1001,tax revenue study GAM - Zureiqat Ghaith,Expert individuel (CPS),Appui à la gouvernance financière locale en Jordanie,Prestations intellectuelles et expertise individuelle,Jordanie,Agence Française de Développement (AFD),2021-03-08,6.0,23000.0,SAGE SA
20-EI3341,Etude potentialités Environnement,Expert individuel (CPS),SUNREF Tunisie,Prestations intellectuelles et expertise individuelle,Tunisie,Agence Française de Développement (AFD),2020-12-11,5.0,17500.0,BEN AZOUZ RACHED
21-AC1076,5.7.1/2 Traiteur,Accord cadre,Projet d’appui à l’opérationnalisation de l’Ecole de Formation des Professions Judicaires,Services,Bénin,Union Européenne,2021-03-10,21.0,19990.0,La rencontre des rachetés
20-MR3491,Análisis prospectivo de los instrumentos económicos y financieros en el marco de la estrategia de largo plazo de Colombia para la carbono neutralidad y la adaptación,Marché,Facilité 2050 Colombie,Prestations intellectuelles et expertise individuelle,Colombie,Agence Française de Développement (AFD),2020-12-11,6.0,30000.0,ECONOMETRIA S.A.
21-EI1081,Appuie à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024 au Tchad – 21SANIN815,Expert individuel (CPS),Appui à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024,Prestations intellectuelles et expertise individuelle,Tchad,MAE-Fr - Initiative 5%,2021-03-10,6.0,36000.0,BKF Expertise
20-MR3428,Service de protection et de sécurité en Libye 13/14/15 Décembre 2020,Marché,PSDP1 Private Sector Development Phase 1,Services,Libye,Union Européenne,2020-12-15,5.0,17660.0,GEOS S.A.S
21-MR1059,"PREPARATION, DESIGN, VIRTUAL IMPLEMENTATION AND FACILITATION OF THE ANNUAL REGIONAL WORKSHOP (2021) OF THE RESILIENT FOOD PRODUCTION SECTOR, EUROCLIMA+ PROGRAMME.",Marché,EUROCLIMA+ RFP,Services,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, Cuba, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay, Venezuela, République Bolivarienne Du",Union Européenne,2021-03-10,12.0,44535.9,SenseTribe Consulting S.L.
21-AC0566,Collaboration Agreement DGUV,Accord cadre,SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2020-12-16,43.0,999000.0,DGUV
21-EI1078,Appuie à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024 au Tchad – 21SANIN815,Expert individuel (CPS),Appui à la demande de financement conjointe pour les composantes VIH/Sida et la Tuberculose ainsi que les systèmes résilients et pérennes pour la santé (SRPS) 2022-2024,Prestations intellectuelles et expertise individuelle,Tchad,MAE-Fr - Initiative 5%,2021-03-10,7.0,48000.0,OASYS FINANCIAL MANAGT SERVICES
20-AC3461,Communication Support and provision of additional external communication activities,Accord cadre,Appui à la protection sociale jordanienne,Services,Jordanie,Union Européenne,2020-12-17,6.0,38000.0,LAPIS MIDDLE EAST AND AFRICA FZ LLC
21-EI1786,ExC_2021-04_PERREAULT,Expert individuel (CPS),Projet d'appui à la gouvernance financière - Phase 2,Prestations intellectuelles et expertise individuelle,Cameroun,C2D,2021-03-12,18.0,17500.0,EXPAT MANAGEMENT
20-EI3528,"RACEE 2.0_Expert GPEC_Deuxième phase du projet d’appui au Réseau Africain des Centres d’Excellence en Electricité (RACEE 2.0) – Etude complémentaire de faisabilité / Expert en analyse des besoins, GPEC et design de projet.",Expert individuel (CPS),CAP COMPETENCES,Prestations intellectuelles et expertise individuelle,"Afrique du Sud, Algérie, Angola, Bénin, Cameroun, Centrafrique (Republique de), Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Gabon",Agence Française de Développement (AFD),2020-12-22,13.0,18600.0,EXPAT MANAGEMENT
20-EI3582,Mission Court-terme : appuyer la CAISFF dans la phase préparatoire du système intégré de gestion des finances publiques,Expert individuel (CPS),PAAMEFIP,Prestations intellectuelles et expertise individuelle,Mali,Agence Française de Développement (AFD),2021-03-15,8.0,46900.0,E-SUD DEVELOPPEMENT
20-AC3514,FRAMEWORK SERVICE CONTRACT DESIGN,Accord cadre,SOCIEUX+ II,Services,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2020-12-22,43.0,39900.0,Isabel Pla Junca
21-SB1194,"ARCENCIEL: ECONOMIC RECOVERY FOR LOCAL SMES THROUGH A
DIGITALIZED NETWORK",Subvention,SHABAKE,Subvention,Liban,"Agence Française de Développement (AFD), Bailleur Bilatéral (Autre que FR)",2021-03-15,13.0,172890.0,ARCENCIEL
21-MR0407,Traductions en français de documents budgétaires,Marché,Appui à la mise en œuvre des réformes budgétaire et comptable,Services,Tunisie,Union Européenne,2020-12-22,7.0,61301.06,GHRISS ABDELMAJID
21-SB0855,Implementando el observatorio de frutos amazónicos y cambio climático - ACEAA,Subvention,"Euroclima+ Forêts, Biodiversité et écosystèmes",Subvention,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, Cuba, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay, Venezuela, République Bolivarienne Du",Union Européenne,2021-03-16,10.0,133670.46,ACEAA
20-MR3376,Marché pour des travaux d’appuis et installation du pont de Carnot – Gadzi en RCA,Marché,RCA Ponts Phase 2,Travaux,Centrafrique (Republique de),Union Européenne,2020-12-23,2.0,161496.87,CENTRAFRIQUE TECHNIQUES SERVICES
20-SB3073,Solutions solaires innovantes pour la petite irrigation dans la commune de Boghé - Mauritanie,Subvention,GCCA+AO,Subvention,"Bénin, Burkina Faso, Cap-Vert, Côte d'Ivoire, Gambie, Ghana, Guinée, Guinée-Bissau, Mali, Mauritanie, Niger, Nigéria, Sénégal, Sierra Leone, Tchad, Togo",Union Européenne,2021-03-16,20.0,228500.0,TENMIYA
21-MR0223,Programme télévisé RA'EDAT,Marché,PSDP1 Private Sector Development Phase 1,Services,Libye,Union Européenne,2020-12-24,7.0,60000.0,Tara International
21-SB0355,Systèmes agroforestiers – Une alternative intelligente pour lutter contre le changement climatique dans l'île de Santo Antão,Subvention,GCCA+AO,Subvention,"Bénin, Burkina Faso, Cap-Vert, Côte d'Ivoire, Gambie, Ghana, Guinée, Guinée-Bissau, Mali, Mauritanie, Niger, Nigéria, Sénégal, Sierra Leone, Tchad, Togo",Union Européenne,2021-03-16,20.0,229996.03,ASSOCIAÇÃO DE DEFESA DO PATRIMÓNIO DE MÉRTOLA
20-SB3574,Al Majmoua - BBMR,Subvention,SHABAKE,Subvention,Liban,"Agence Française de Développement (AFD), Bailleur Bilatéral (Autre que FR)",2020-12-27,6.0,98228.0,The Lebanese Association for Development - Al Majmoua
21-SB0356,Terre de valeur : innovation des chaînes de valeur alimentaires au Cap-Vert pour une économie écologique et solidaire,Subvention,GCCA+AO,Subvention,"Bénin, Burkina Faso, Cap-Vert, Côte d'Ivoire, Gambie, Ghana, Guinée, Guinée-Bissau, Mali, Mauritanie, Niger, Nigéria, Sénégal, Sierra Leone, Tchad, Togo",Union Européenne,2021-03-16,20.0,230000.0,COOPERAZIONE PER LO SVILUPPO DEI PAESI EMERGENTI - COSPE
21-EI0267,Communications officer - Haneen Shabshoul,Expert individuel (CPS),Promotion de la transparence et lutte contre la corruption au Liban,Prestations intellectuelles et expertise individuelle,Liban,Union Européenne,2021-01-01,12.0,15145.0,Haneen Shabshoul
21-MR1220,"Fournir de l’appui et conseil au groupe de travail accréditation de la BIDC, pour finaliser et soumettre le dossier d’accréditation en ligne conformément aux exigences du FVC",Marché,GCCA+AO,Services,"Bénin, Burkina Faso, Cap-Vert, Côte d'Ivoire, Gambie, Ghana, Guinée, Guinée-Bissau, Mali, Mauritanie, Niger, Nigéria, Sénégal, Sierra Leone, Tchad, Togo",Union Européenne,2021-03-17,4.0,24000.0,ENVIRO CONSULTING INTERNATIONAL
21-SB1278,AP-HP - APPUI TECHNIQUE EN MATIERE D’HYGIENE HOSPITALIERE ET DE LUTTE CONTRE LES INFECTIONS ASSOCIEES AUX SOINS EN ALGERIE – VOLET STERILISATION,Subvention,HHIAS Phase 2,Subvention,Algérie,MAE-Fr,2021-01-01,6.0,18000.0,AP-HP INTERNATIONAL
21-EI1240,CPS TEAM,Expert individuel (CPS),"Renforcer les capacités programmatiques, institutionnelles des OSC qui seront impliquées dans la mise en oeuvre des nouvelles subventions 2021-2023 du Fonds Mondial en tant que Sous Récipiendaires, Sous Sous Récidiendaires ou Prestataires de services",Prestations intellectuelles et expertise individuelle,Centrafrique (Republique de),MAE-Fr - Initiative 5%,2021-03-18,12.0,32000.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
21-AC2571,"Easy Expat International pour Philippe EVRARD - Appui technique et conseil dans l’élaboration et la mise en œuvre de formations dans le domaine de l’autisme et la création et l’animation du site internet Autisme Algérie, via le cabinet de portage salarial Easy Expat International.",Accord cadre,"Projet d’appui au dépistage, diagnostic et prise en charge de l’autisme en Algérie",Prestations intellectuelles et expertise individuelle,Algérie,MAE-Fr,2021-01-01,11.0,20500.0,"EASY EXPAT INTERNATIONAL - Euro,EVRARD Philippe"
21-EI1161,CC GRAMOND,Expert individuel (CPS),SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2021-03-19,52.0,39900.0,GRAMOND HERVE
21-EI0669,Mission expertise Transformation digitale #5,Expert individuel (CPS),Soutien à l'Etat de Droit,Prestations intellectuelles et expertise individuelle,Jordanie,Agence Française de Développement (AFD),2021-01-01,3.0,21500.0,Maroun JNEID
20-EI1370,MEDISAFE - Contrat Team Leader,Expert individuel (CPS),MEDISAFE,Prestations intellectuelles et expertise individuelle,"Burundi, Congo, République Démocratique du, Ethiopie, Ghana, Kenya, Malawi, Ouganda, Rwanda, Seychelles, Tanzanie, République-Unie De, Zambie",Union Européenne,2021-03-23,12.0,146000.0,"Reychad Abdool ,Reychad Abdool"
21-EI0275,Wiem ZARROUK EODB 2021,Expert individuel (CPS),PSDP1 Private Sector Development Phase 1,Prestations intellectuelles et expertise individuelle,Libye,Union Européenne,2021-01-01,11.0,22000.0,Wiem ZARROUK
20-MR3101,Fourniture de prestation de service pour un appui au pilotage des risques et de bilan de la Caisse des Dépôts et des consignations du Burkina Faso,Marché,Facilite d’appui pour l’opérationnalisation des Caisses des Dépôts et Consignations des pays d’Afrique de l’Ouest,Prestations intellectuelles et expertise individuelle,"Burkina Faso, Côte d'Ivoire",Agence Française de Développement (AFD),2021-03-25,4.0,16500.0,Sia Partners
21-EI0453,Contrat Maja Cvoro - Office Manager,Expert individuel (CPS),Support to the Fight against Organised Crime and Corruption in Bosnia and Herzegovina,Prestations intellectuelles et expertise individuelle,Bosnie-Herzégovine,Union Européenne,2021-01-01,8.0,23176.54,Maja CVORO
21-AC1629,Location de voiture pour le Conseiller auprès du Gouvernorat de Mopti,Accord cadre,Projet des Conseillers Régionaux,Services,Mali,Agence Française de Développement (AFD),2021-04-01,12.0,16000.0,VTC Mali
