DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,48.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-24,2020.0,4,12.0,24.0,45.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,Germany,Germany,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-10,2020.0,4,12.0,10.0,Satisfactory,Satisfactory,25.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,10.0
2020-12-21,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,14.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,4.0
2020-12-14,Tilbury, P,United Kingdom,United Kingdom,United Kingdom,New Zealand,Fishery products,3032600.0,Anguilla Australis,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,-,-,15288.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,8.0,14676.0
2020-12-14,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,New Zealand,Fishery products,3032600.0,Anguilla Australis,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,15.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,15.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,United States,Animal feed,51199.0,Ruminantia,Frozen,-,/,-,-,/,No,Technical Use,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,43.0,Satisfactory,No,-,-,-,-,-,-,2020-12-21,2020.0,4,12.0,21.0,18.0
2020-12-06,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-01,2020.0,4,12.0,1.0,Satisfactory,Satisfactory,18978.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,17670.0
2020-12-02,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,17980.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,15851.0
2020-12-05,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-01,2020.0,4,12.0,1.0,Satisfactory,Satisfactory,19758.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,18500.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,17987.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,15857.0
2020-12-05,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,14407.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,12261.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,20519.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,19197.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,26.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,8.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,18358.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,16908.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,17005.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,15424.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,18645.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,17360.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,18358.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,16908.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-18,2020.0,4,12.0,18.0,Satisfactory,Satisfactory,18358.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-18,2020.0,4,12.0,18.0,16908.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-18,2020.0,4,12.0,18.0,Satisfactory,Satisfactory,18358.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-18,2020.0,4,12.0,18.0,16908.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,21038.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,19968.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,21080.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,19997.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Caranx Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Epinephelus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Lethrinus Lentjan,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Lutjanus Argentimaculatus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Nemipterus Japonicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Scomberomorus Commerson,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Stolephorus Indicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,30232.0,Thunnus Albacares,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3024330.0,Sardinella Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3024990.0,Pampus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,0.0
2020-12-20,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3024990.0,Rastrelliger Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,540.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,457.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Caranx Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Epinephelus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lates Calcarifer,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lethrinus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lutjanus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Nemipterus Japonicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Parupeneus Indicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Scomberomorus Commerson,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Sillago Sihama,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,2138.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,1784.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3074290.0,Uroteuthis Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-03,2020.0,4,12.0,3.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Epinephelus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lates Calcarifer,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lethrinus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Sillago Sihama,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,0.0
2020-12-07,Heathrow,United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3074290.0,Uroteuthis Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,-,-,1397.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,7.0,1213.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Epinephelus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lates Calcarifer,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lethrinus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Sillago Sihama,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3063390.0,Portunus Pelagicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3074290.0,Uroteuthis Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,Satisfactory,Satisfactory,1397.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-09,2020.0,4,12.0,9.0,1213.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Epinephelus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,1417.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,1206.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lates Calcarifer,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lethrinus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Lutjanus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Nemipterus Japonicus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Parastromateus Niger,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Scomberomorus Commerson,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Sillago Sihama,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Sri Lanka,Fishery products,3028990.0,Sphyraena Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-11,2020.0,4,12.0,11.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,0.0
