Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,PRODUCERS ALLIANCE FOR CINEMA AND TELEVISION LTD (PACT),119012,"9,600.00",,W1T 6QW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,PRODUCERS ALLIANCE FOR CINEMA AND TELEVISION LTD (PACT),119013,"22,500.00",,W1T 6QW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,PRODUCERS ALLIANCE FOR CINEMA AND TELEVISION LTD (PACT),119014,"16,560.00",,W1T 6QW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,PRODUCERS ALLIANCE FOR CINEMA AND TELEVISION LTD (PACT),119015,"51,000.00",,W1T 6QW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,MEDILINK (YORKSHIRE AND HUMBER) LTD,119016,"8,160.00",,S35 1QN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,MEDILINK (YORKSHIRE AND HUMBER) LTD,119017,"21,000.00",,S35 1QN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Current Grants To Private Sector - NPISH - Overseas Business Network Development,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",CHINA BRITAIN BUSINESS COUNCIL,119070,"84,153.00",,SW1E 5BH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Goods/Services - E-exporting,Trade Group - Consumer and Retail,BRC TRADING LTD,119071,"48,000.00",,SW1H 9BP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Publications - Publications,Trade Group - Creative Economy Tech & Construction,JONES YARRELL LEADENHALL,119072,23.4,,E3 3JG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Goods/Services - Publications,Trade Group - Energy & Transport,JONES YARRELL LEADENHALL,119073,14.9,,E3 3JG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Publications - Publications,Trade Group - Creative Economy Tech & Construction,JONES YARRELL LEADENHALL,119073,38.28,,E3 3JG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Accounts Repayable DM Control - Non-Specific Programme activity,Defence and Security Organisation - Head DSO Office,MINISTRY OF DEFENCE,119079,"356,938.26",,L2 3YL,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Current Grants To Private Sector - NPISH - Overseas Business Network Development,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",CHINA BRITAIN BUSINESS COUNCIL,119095,"229,930.00",,SW1E 5BH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Other Professional Services - High Value Campaigns,Trade Group - Operations Directorate,ERNST & YOUNG LLP,119096,"23,437.50",,SE1 7EU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Other Training Costs - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,119097,"8,498.88",,HG4 2PW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,PRODUCERS ALLIANCE FOR CINEMA AND TELEVISION LTD (PACT),119100,480,,W1T 6QW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,PRODUCERS ALLIANCE FOR CINEMA AND TELEVISION LTD (PACT),119101,"4,000.00",,W1T 6QW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Taxi Services UK - Non-Specific Programme activity,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",119113,26.7,,TN13 1PA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Subsistence UK - Non-Specific Programme activity,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",119113,63.43,,TN13 1PA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Hotel & Accommodation UK - Non-Specific Programme activity,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",119113,186,,TN13 1PA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Rail Travel UK - Non-Specific Programme activity,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",119113,"1,542.20",,TN13 1PA,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Telecoms - Non-Specific Programme activity,Trade Group - Service Delivery,VODAFONE LTD,119118,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Telecoms - Non-Specific Programme activity,Trade Group - Service Delivery,VODAFONE LTD,119119,60.51,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering Services - Non-Specific Programme activity,Trade Group - Service Delivery,ANITA HYMAN T/A TOP TABLE,119121,45,,GU1 3JB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Corporate Event Management and Marketing - Building Post Capability,"Investment Development - Managing Director & Operations, Investment Development",TAYLOR SHAW LTD,119127,742.95,,WA3 7BH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Conference and Exhibition Services - Sector Events - UK,Trade Group - Partnerships & Business,REED EXHIBITIONS LTD,119141,"84,944.00",,TW9 1DN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Marketing - Design Services - DSO Support to Business,Defence and Security Organisation - Business Development,RED STONE DESIGN LTD,119147,"1,887.70",,EC1M 7AN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Current Grants To Private Sector - NPISH - Mid-Sized Business Events,Trade Group - Creative Economy Tech & Construction,UNIVERSITY OF SHEFFIELD,119148,"5,250.00",,S10 2UH,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other ICT Costs - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,119151,"1,938.48",,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,ENGINEERING INDUSTRIES ASSOCIATION,119165,"4,080.00",,W2 3PS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,ENGINEERING INDUSTRIES ASSOCIATION,119166,"42,500.00",,W2 3PS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Office Supplies - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,BANNER BUSINESS SERVICES LTD,119211,291.22,,NR3 1QU,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Receipt of Fees and Charges - Sector Events - UK,Defence and Security Organisation - Business Development,HAMMONDS CATERING SERVICES LIMITED,119212,"1,187.28",,TF7 4PH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Purchase of Equipment < £3000 - UKTI Programme Admin,Chief Operating Officer - IT and Finance,XMA LTD,119219,33.12,,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119221,904,,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119222,"1,428.33",,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119222,"2,048.67",,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119223,"2,400.00",,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119224,350,,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119225,"1,246.00",,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119226,496,,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119227,570,,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119228,496,,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119229,335,,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Catering and Hospitality Expenditure - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MOSIMANN'S LTD,119229,965,,SW1V 4PB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Conference and Exhibition Services - Sector Events - UK,Trade Group - Partnerships & Business,Environmental Street Furniture Ltd,119258,"1,000.00",,BT36 7LS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",PA CONSULTING GROUP LTD,119269,"54,134.35",,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Corporate Event Management and Marketing - Outward Missions,Trade Group - Partnerships & Business,GRANT THORNTON UK LLP,119271,"125,473.58",,NN4 7YE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",PA CONSULTING GROUP LTD,119274,"65,168.61",,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Conference and Exhibition Services - Marketing Event,Trade Group - Service Delivery,NORTH EAST WORLDWIDE LTD,119287,250,,DH1 5TS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Corporate Event Management and Marketing - Mid-Sized Business Events,Trade Group - Service Delivery,NORTH EAST WORLDWIDE LTD,119287,"1,875.00",,DH1 5TS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Corporate Event Management and Marketing - Mid-Sized Business Events,Trade Group - Service Delivery,NORTH EAST WORLDWIDE LTD,119287,"3,500.00",,DH1 5TS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Corporate Event Management and Marketing - First Time Exporter Incubator Programme,Trade Group - Service Delivery,NORTH EAST WORLDWIDE LTD,119287,"3,750.00",,DH1 5TS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Training Costs - Non-Specific Programme activity,Defence and Security Organisation - Business Development,CAPITA BUSINESS SERVICES LTD,119299,157,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Purchase of Equipment < £3000 - UKTI Programme Admin,Chief Operating Officer - IT and Finance,XMA LTD,119345,16.34,,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,119347,12.36,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Goods/Services - China Uplift,Trade Group - Creative Economy Tech & Construction,CAPITA BUSINESS SERVICES LTD,119348,9.84,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,119350,9.6,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Hire of Agency Staff - Digital Business Opportunities,Trade Group - Service Delivery,CAPITA BUSINESS SERVICES LTD,119354,"1,380.06",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Hire of Agency Staff - Other Programme Costs,Chief Operating Officer - Chief Operating Officer,CAPITA BUSINESS SERVICES LTD,119357,"1,025.42",,DL1 9HN,VENDOR,,,Programme
