Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Stationery - INUK Corporate Identity,Investment Development - Global Operations,BANNER BUSINESS SERVICES LTD,133660.0,98.30 ,?,S9 1XU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Goods/Services - International Challenge Fund,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133678.0,15,538.52 ,?,AL10 9NE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,59 Point 3 Ltd,133683.0,358.95 ,?,BN1 3PT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,59 Point 3 Ltd,133683.0,3,465.00 ,?,BN1 3PT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Corporate Event Management and Marketing - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,9OTHERS LTD,133684.0,3,000.00 ,?,WD7 9EZ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,MAKEWAY CONSULTING LIMITED,133693.0,383.67 ,?,BR5 1EP,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,P&M AVIATION LTD,133696.0,770.23 ,?,SN8 1PS,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,MIDNIGHT MANGO LTD,133698.0,1,000.00 ,?,TA7 9DD,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,DEER PARK COUNTRY HOUSE HOTEL LTD,133699.0,1,000.00 ,?,EX14 3PG,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,MARSHIP UP,133700.0,1,000.00 ,?,GL8 8HZ,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,ATLANTIC WATERSPORTS,133701.0,1,000.00 ,?,EX39 2EA,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - First Time Exporter Incubator Programme,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133703.0,12,318.81 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,EVENT MARKETING SOLUTIONS LTD,133707.0,22,344.80 ,?,CH65 4LQ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/02/2016,PR & Marketing Advice & Services - Non-Specific Programme activity,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133708.0,119.43 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133708.0,124,997.27 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,RAGTALES LTD,133710.0,900.00 ,?,S70 4SZ,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Blackwater Consultancy Limited,133711.0,244.36 ,?,BT23 5GN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Blackwater Consultancy Limited,133712.0,3,000.00 ,?,BT23 5GN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,HADDOW GROUP,133713.0,940.64 ,?,BD9 4SH,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,External Training - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,DWP (DEPARTMENT FOR WORK AND PENSIONS),133714.0,206.64 ,?,FY5 3TA,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,External Training - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,DWP (DEPARTMENT FOR WORK AND PENSIONS),133714.0,544.45 ,?,FY5 3TA,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Shiguy Ltd,133716.0,367.78 ,?,SN1 4BG,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Shiguy Ltd,133716.0,5,500.00 ,?,SN1 4BG,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Stationery - Non-Specific Programme activity,Trade Group - Operations Directorate,BANNER BUSINESS SERVICES LTD,133717.0,122.88 ,?,S9 1XU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Stationery - INUK Corporate Identity,Investment Development - Global Operations,BANNER BUSINESS SERVICES LTD,133718.0,13.87 ,?,S9 1XU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,BBR ENGINEERING,133720.0,372.91 ,?,TF12 5LT,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,JLINT Ltd,133721.0,311.10 ,?,KT11 1BQ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,JLINT Ltd,133721.0,5,950.00 ,?,KT11 1BQ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,FISH IN A BOTTLE,133722.0,279.90 ,?,CV32 4YS,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,CREATIVE IMAGE ACADEMY,133724.0,200.77 ,?,WS14 0PR,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,LAW CREATIVE,133729.0,1,000.00 ,?,AL5 4US,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133731.0,12.64 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133731.0,13,596.23 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133732.0,12.19 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133732.0,13,119.24 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133733.0,9.22 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Marketing and Media - GREAT Events UK,Chief Operating Officer - Marketing,DENTSU AEGIS UK LTD,133733.0,9,922.47 ,?,NW1 3BF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,CHARLOTTE MILLS,133734.0,1,000.00 ,?,OL3 6AP,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,18/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,THE CRAFT STATION LTD,133735.0,900.35 ,?,PE12 8AT,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Maintenance of IT Equipment - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,TOPAZ SUPPORT LTD,133748.0,120.53 ,?,RG7 1NW,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Service Charges - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,133749.0,20,881.00 ,?,SW1H 0ET,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - International Trade Advisors,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133756.0,5,708.33 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - E-commerce programme (AS 2014 E-Commerce),Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133756.0,8,304.00 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - Medium Sized Business International Trade Advisors,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133756.0,25,500.00 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - First Time Exporters International Trade Advisors,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133756.0,74,433.00 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - International Trade Advisors,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133756.0,93,930.84 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - Market Visit Scheme,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133757.0,8,452.25 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - Market Visit Scheme,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133758.0,3,755.00 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - Market Visit Scheme,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133759.0,30.34 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - Market Visit Scheme,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133759.0,2,969.66 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - International Trade Advisors,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133765.0,89,166.00 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - Medium Sized Business International Trade Advisors,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133766.0,51,750.00 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - First Time Exporters International Trade Advisors,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133767.0,100,433.33 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Conference and Exhibition Services - First Time Exporter Incubator Programme,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133768.0,7,916.86 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Corporate Event Management and Marketing - Marketing Event,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133769.0,8,860.11 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Corporate Event Management and Marketing - Mid-Sized Business Events,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133770.0,11,257.25 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - E-commerce programme (AS 2014 E-Commerce),Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133771.0,6,000.00 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Current Grants To Private Sector - NPISH - Overseas Business Network Development,Managing Director, Policy and Network Development - Managing Director, Policy and Network Development,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133772.0,5,833.00 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Goods/Services - International Trade Advisors,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133773.0,5,708.00 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Professional Services - International Festival of Business,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133774.0,11,702.95 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Corporate Event Management and Marketing - International Festival of Business,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133775.0,10,000.00 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Corporate Event Management and Marketing - International Festival of Business,Trade Group - English Regions,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,133776.0,428.00 ,?,M60 7HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Rail Travel UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133824.0,13.90 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133825.0,3.00 ,?,?,EMPLOYEE,?,?,Programme
