Country ISO3,Country Name,Indicator,Subindicator Type,2010
TZA,Tanzania,Annual reports,1 Yes 0 No,0.0
TZA,Tanzania,Appeals mechanism score,5 Highest 0 Lowest,0.0
TZA,Tanzania,Appeals within public entities,1 Yes 0 No,0.0
TZA,Tanzania,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
TZA,Tanzania,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
TZA,Tanzania,Constitutional requirement,1 Yes 0 No,1.0
TZA,Tanzania,Coverage of information score,5 Highest 0 Lowest,2.0
TZA,Tanzania,Criminal sanctions,1 Yes 0 No,0.0
TZA,Tanzania,Deadlines for release of information score,5 Highest 0 Lowest,0.0
TZA,Tanzania,Draft legal instruments,1 Yes 0 No,1.0
TZA,Tanzania,Electronic requests,1 Yes 0 No,0.0
TZA,Tanzania,Enacted legal instruments,1 Yes 0 No,1.0
TZA,Tanzania,Enforcement mechanism score,5 Highest 0 Lowest,0.0
TZA,Tanzania,Exemptions to coverage,1 Yes 0 No,1.0
TZA,Tanzania,Exemptions to disclosure requirements score,5 Highest 0 Lowest,4.166666667
TZA,Tanzania,Existence of legal right to access,1 Yes 0 No,1.0
TZA,Tanzania,Fines,1 Yes 0 No,0.0
TZA,Tanzania,FOIA contact points,1 Yes 0 No,0.0
TZA,Tanzania,FOIA enforcement body,1 Yes 0 No,0.0
TZA,Tanzania,Harm test,1 Yes 0 No,1.0
TZA,Tanzania,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
TZA,Tanzania,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
TZA,Tanzania,Judicial appeals mechanism,1 Yes 0 No,0.0
TZA,Tanzania,Legal Framework unweighted average,1 Yes 0 No,0.5
TZA,Tanzania,Legislation governing access to information,1 Yes 0 No,0.0
TZA,Tanzania,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
TZA,Tanzania,Nominal fees mandated,1 Yes 0 No,0.0
TZA,Tanzania,Oral requests,1 Yes 0 No,0.0
TZA,Tanzania,Procedures for accessing information score,5 Highest 0 Lowest,0.0
TZA,Tanzania,Public Interest test ,1 Yes 0 No,1.0
TZA,Tanzania,Right to Appeal,1 Yes 0 No,0.0
TZA,Tanzania,Right to extend response time,1 Yes 0 No,0.0
TZA,Tanzania,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
TZA,Tanzania,Written guidelines for request of info,1 Yes 0 No,0.0
TZA,Tanzania,Written requests,1 Yes 0 No,0.0
UGA,Uganda,Administrative sanctions,1 Yes 0 No,0.0
UGA,Uganda,Annual budgets,1 Yes 0 No,0.0
UGA,Uganda,Annual chart of accounts,1 Yes 0 No,0.0
UGA,Uganda,Annual reports,1 Yes 0 No,0.0
UGA,Uganda,Appeals mechanism score,5 Highest 0 Lowest,5.0
UGA,Uganda,Appeals within public entities,1 Yes 0 No,1.0
UGA,Uganda,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
UGA,Uganda,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,1.0
UGA,Uganda,Constitutional requirement,1 Yes 0 No,1.0
UGA,Uganda,Coverage of information score,5 Highest 0 Lowest,1.0
UGA,Uganda,Criminal sanctions,1 Yes 0 No,1.0
UGA,Uganda,Deadlines for release of information score,5 Highest 0 Lowest,2.5
UGA,Uganda,Draft legal instruments,1 Yes 0 No,0.0
UGA,Uganda,Electronic requests,1 Yes 0 No,0.0
UGA,Uganda,Enacted legal instruments,1 Yes 0 No,1.0
UGA,Uganda,Enforcement mechanism score,5 Highest 0 Lowest,2.5
UGA,Uganda,Exemptions to coverage,1 Yes 0 No,1.0
UGA,Uganda,Exemptions to disclosure requirements score,5 Highest 0 Lowest,5.0
UGA,Uganda,Existence of legal right to access,1 Yes 0 No,1.0
UGA,Uganda,Fines,1 Yes 0 No,1.0
UGA,Uganda,FOIA contact points,1 Yes 0 No,1.0
UGA,Uganda,FOIA enforcement body,1 Yes 0 No,0.0
UGA,Uganda,Harm test,1 Yes 0 No,1.0
UGA,Uganda,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
UGA,Uganda,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
UGA,Uganda,Judicial appeals mechanism,1 Yes 0 No,1.0
UGA,Uganda,Legal Framework unweighted average,1 Yes 0 No,1.0
UGA,Uganda,Legislation governing access to information,1 Yes 0 No,1.0
UGA,Uganda,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
UGA,Uganda,Nominal fees mandated,1 Yes 0 No,1.0
UGA,Uganda,Oral requests,1 Yes 0 No,1.0
UGA,Uganda,Procedures for accessing information score,5 Highest 0 Lowest,3.75
UGA,Uganda,Public Interest test ,1 Yes 0 No,1.0
UGA,Uganda,Right to Appeal,1 Yes 0 No,1.0
UGA,Uganda,Right to extend response time,1 Yes 0 No,1.0
UGA,Uganda,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
UGA,Uganda,Written guidelines for request of info,1 Yes 0 No,1.0
UGA,Uganda,Written requests,1 Yes 0 No,1.0
UKR,Ukraine,Administrative sanctions,1 Yes 0 No,0.0
UKR,Ukraine,Annual budgets,1 Yes 0 No,1.0
UKR,Ukraine,Annual chart of accounts,1 Yes 0 No,1.0
UKR,Ukraine,Annual reports,1 Yes 0 No,1.0
UKR,Ukraine,Appeals mechanism score,5 Highest 0 Lowest,5.0
UKR,Ukraine,Appeals within public entities,1 Yes 0 No,1.0
UKR,Ukraine,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
UKR,Ukraine,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
UKR,Ukraine,Constitutional requirement,1 Yes 0 No,1.0
UKR,Ukraine,Coverage of information score,5 Highest 0 Lowest,4.0
UKR,Ukraine,Criminal sanctions,1 Yes 0 No,1.0
UKR,Ukraine,Deadlines for release of information score,5 Highest 0 Lowest,3.75
UKR,Ukraine,Draft legal instruments,1 Yes 0 No,0.0
UKR,Ukraine,Electronic requests,1 Yes 0 No,0.0
UKR,Ukraine,Enacted legal instruments,1 Yes 0 No,1.0
UKR,Ukraine,Enforcement mechanism score,5 Highest 0 Lowest,0.0
UKR,Ukraine,Exemptions to coverage,1 Yes 0 No,1.0
UKR,Ukraine,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
UKR,Ukraine,Existence of legal right to access,1 Yes 0 No,1.0
UKR,Ukraine,Fines,1 Yes 0 No,1.0
UKR,Ukraine,FOIA contact points,1 Yes 0 No,0.0
UKR,Ukraine,FOIA enforcement body,1 Yes 0 No,0.0
UKR,Ukraine,Harm test,1 Yes 0 No,1.0
UKR,Ukraine,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
UKR,Ukraine,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
UKR,Ukraine,Judicial appeals mechanism,1 Yes 0 No,1.0
UKR,Ukraine,Legal Framework unweighted average,1 Yes 0 No,1.0
UKR,Ukraine,Legislation governing access to information,1 Yes 0 No,1.0
UKR,Ukraine,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
UKR,Ukraine,Nominal fees mandated,1 Yes 0 No,1.0
UKR,Ukraine,Oral requests,1 Yes 0 No,0.0
UKR,Ukraine,Procedures for accessing information score,5 Highest 0 Lowest,2.5
UKR,Ukraine,Public Interest test ,1 Yes 0 No,0.0
UKR,Ukraine,Right to Appeal,1 Yes 0 No,1.0
UKR,Ukraine,Right to extend response time,1 Yes 0 No,1.0
UKR,Ukraine,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
UKR,Ukraine,Written guidelines for request of info,1 Yes 0 No,1.0
UKR,Ukraine,Written requests,1 Yes 0 No,1.0
USA,United States,Administrative sanctions,1 Yes 0 No,1.0
USA,United States,Annual budgets,1 Yes 0 No,1.0
USA,United States,Annual chart of accounts,1 Yes 0 No,1.0
USA,United States,Annual reports,1 Yes 0 No,1.0
USA,United States,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
USA,United States,Appeals within public entities,1 Yes 0 No,1.0
USA,United States,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
USA,United States,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
USA,United States,Constitutional requirement,1 Yes 0 No,0.0
USA,United States,Coverage of information score,5 Highest 0 Lowest,5.0
USA,United States,Criminal sanctions,1 Yes 0 No,0.0
USA,United States,Deadlines for release of information score,5 Highest 0 Lowest,3.75
USA,United States,Draft legal instruments,1 Yes 0 No,1.0
USA,United States,Electronic requests,1 Yes 0 No,1.0
USA,United States,Enacted legal instruments,1 Yes 0 No,1.0
USA,United States,Enforcement mechanism score,5 Highest 0 Lowest,2.5
USA,United States,Exemptions to coverage,1 Yes 0 No,1.0
USA,United States,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
USA,United States,Existence of legal right to access,1 Yes 0 No,1.0
USA,United States,Fines,1 Yes 0 No,0.0
USA,United States,FOIA contact points,1 Yes 0 No,1.0
USA,United States,FOIA enforcement body,1 Yes 0 No,0.0
USA,United States,Harm test,1 Yes 0 No,1.0
USA,United States,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
USA,United States,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
USA,United States,Judicial appeals mechanism,1 Yes 0 No,1.0
USA,United States,Legal Framework unweighted average,1 Yes 0 No,0.75
USA,United States,Legislation governing access to information,1 Yes 0 No,1.0
USA,United States,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
USA,United States,Nominal fees mandated,1 Yes 0 No,1.0
USA,United States,Oral requests,1 Yes 0 No,0.0
USA,United States,Procedures for accessing information score,5 Highest 0 Lowest,3.75
USA,United States,Public Interest test ,1 Yes 0 No,0.0
USA,United States,Right to Appeal,1 Yes 0 No,1.0
USA,United States,Right to extend response time,1 Yes 0 No,1.0
USA,United States,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
USA,United States,Written guidelines for request of info,1 Yes 0 No,1.0
USA,United States,Written requests,1 Yes 0 No,1.0
UZB,Uzbekistan,Administrative sanctions,1 Yes 0 No,0.0
UZB,Uzbekistan,Annual budgets,1 Yes 0 No,0.0
UZB,Uzbekistan,Annual chart of accounts,1 Yes 0 No,0.0
UZB,Uzbekistan,Annual reports,1 Yes 0 No,0.0
UZB,Uzbekistan,Appeals mechanism score,5 Highest 0 Lowest,5.0
UZB,Uzbekistan,Appeals within public entities,1 Yes 0 No,1.0
UZB,Uzbekistan,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
UZB,Uzbekistan,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
UZB,Uzbekistan,Constitutional requirement,1 Yes 0 No,1.0
UZB,Uzbekistan,Coverage of information score,5 Highest 0 Lowest,1.0
UZB,Uzbekistan,Criminal sanctions,1 Yes 0 No,1.0
UZB,Uzbekistan,Deadlines for release of information score,5 Highest 0 Lowest,2.5
UZB,Uzbekistan,Draft legal instruments,1 Yes 0 No,0.0
UZB,Uzbekistan,Electronic requests,1 Yes 0 No,1.0
UZB,Uzbekistan,Enacted legal instruments,1 Yes 0 No,1.0
UZB,Uzbekistan,Enforcement mechanism score,5 Highest 0 Lowest,2.5
UZB,Uzbekistan,Exemptions to coverage,1 Yes 0 No,1.0
UZB,Uzbekistan,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
UZB,Uzbekistan,Existence of legal right to access,1 Yes 0 No,1.0
UZB,Uzbekistan,Fines,1 Yes 0 No,1.0
UZB,Uzbekistan,FOIA contact points,1 Yes 0 No,1.0
UZB,Uzbekistan,FOIA enforcement body,1 Yes 0 No,0.0
UZB,Uzbekistan,Harm test,1 Yes 0 No,1.0
UZB,Uzbekistan,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
UZB,Uzbekistan,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
UZB,Uzbekistan,Judicial appeals mechanism,1 Yes 0 No,1.0
UZB,Uzbekistan,Legal Framework unweighted average,1 Yes 0 No,1.0
UZB,Uzbekistan,Legislation governing access to information,1 Yes 0 No,1.0
UZB,Uzbekistan,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
UZB,Uzbekistan,Nominal fees mandated,1 Yes 0 No,1.0
UZB,Uzbekistan,Oral requests,1 Yes 0 No,1.0
UZB,Uzbekistan,Procedures for accessing information score,5 Highest 0 Lowest,5.0
UZB,Uzbekistan,Public Interest test ,1 Yes 0 No,0.0
UZB,Uzbekistan,Right to Appeal,1 Yes 0 No,1.0
UZB,Uzbekistan,Right to extend response time,1 Yes 0 No,1.0
UZB,Uzbekistan,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
UZB,Uzbekistan,Written guidelines for request of info,1 Yes 0 No,1.0
UZB,Uzbekistan,Written requests,1 Yes 0 No,1.0
VNM,Vietnam,Administrative sanctions,1 Yes 0 No,1.0
VNM,Vietnam,Annual budgets,1 Yes 0 No,1.0
VNM,Vietnam,Annual chart of accounts,1 Yes 0 No,1.0
VNM,Vietnam,Annual reports,1 Yes 0 No,1.0
VNM,Vietnam,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
VNM,Vietnam,Appeals within public entities,1 Yes 0 No,1.0
VNM,Vietnam,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
VNM,Vietnam,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
VNM,Vietnam,Constitutional requirement,1 Yes 0 No,0.0
VNM,Vietnam,Coverage of information score,5 Highest 0 Lowest,5.0
VNM,Vietnam,Criminal sanctions,1 Yes 0 No,1.0
VNM,Vietnam,Deadlines for release of information score,5 Highest 0 Lowest,1.25
VNM,Vietnam,Draft legal instruments,1 Yes 0 No,1.0
VNM,Vietnam,Electronic requests,1 Yes 0 No,1.0
VNM,Vietnam,Enacted legal instruments,1 Yes 0 No,1.0
VNM,Vietnam,Enforcement mechanism score,5 Highest 0 Lowest,0.0
VNM,Vietnam,Exemptions to coverage,1 Yes 0 No,1.0
VNM,Vietnam,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
VNM,Vietnam,Existence of legal right to access,1 Yes 0 No,1.0
VNM,Vietnam,Fines,1 Yes 0 No,1.0
VNM,Vietnam,FOIA contact points,1 Yes 0 No,0.0
VNM,Vietnam,FOIA enforcement body,1 Yes 0 No,0.0
VNM,Vietnam,Harm test,1 Yes 0 No,0.0
VNM,Vietnam,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
VNM,Vietnam,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
VNM,Vietnam,Judicial appeals mechanism,1 Yes 0 No,1.0
VNM,Vietnam,Legal Framework unweighted average,1 Yes 0 No,0.75
VNM,Vietnam,Legislation governing access to information,1 Yes 0 No,1.0
VNM,Vietnam,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
VNM,Vietnam,Nominal fees mandated,1 Yes 0 No,0.0
VNM,Vietnam,Oral requests,1 Yes 0 No,0.0
VNM,Vietnam,Procedures for accessing information score,5 Highest 0 Lowest,3.75
VNM,Vietnam,Public Interest test ,1 Yes 0 No,0.0
VNM,Vietnam,Right to Appeal,1 Yes 0 No,1.0
VNM,Vietnam,Right to extend response time,1 Yes 0 No,0.0
VNM,Vietnam,Sanctions for failure to disclose unweighted average,1 Yes 0 No,1.0
VNM,Vietnam,Written guidelines for request of info,1 Yes 0 No,1.0
VNM,Vietnam,Written requests,1 Yes 0 No,1.0
VUT,Vanuatu,Administrative sanctions,1 Yes 0 No,0.0
VUT,Vanuatu,Annual budgets,1 Yes 0 No,1.0
VUT,Vanuatu,Annual chart of accounts,1 Yes 0 No,0.0
VUT,Vanuatu,Annual reports,1 Yes 0 No,0.0
VUT,Vanuatu,Appeals mechanism score,5 Highest 0 Lowest,0.0
VUT,Vanuatu,Appeals within public entities,1 Yes 0 No,0.0
VUT,Vanuatu,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
VUT,Vanuatu,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
VUT,Vanuatu,Coverage of information score,5 Highest 0 Lowest,1.0
VUT,Vanuatu,Criminal sanctions,1 Yes 0 No,0.0
VUT,Vanuatu,Deadlines for release of information score,5 Highest 0 Lowest,0.0
VUT,Vanuatu,Draft legal instruments,1 Yes 0 No,0.0
VUT,Vanuatu,Electronic requests,1 Yes 0 No,0.0
VUT,Vanuatu,Enacted legal instruments,1 Yes 0 No,0.0
VUT,Vanuatu,Enforcement mechanism score,5 Highest 0 Lowest,0.0
VUT,Vanuatu,Exemptions to coverage,1 Yes 0 No,0.0
VUT,Vanuatu,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
VUT,Vanuatu,Existence of legal right to access,1 Yes 0 No,0.0
VUT,Vanuatu,Fines,1 Yes 0 No,0.0
VUT,Vanuatu,FOIA contact points,1 Yes 0 No,0.0
VUT,Vanuatu,FOIA enforcement body,1 Yes 0 No,0.0
VUT,Vanuatu,Harm test,1 Yes 0 No,0.0
VUT,Vanuatu,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
VUT,Vanuatu,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
VUT,Vanuatu,Judicial appeals mechanism,1 Yes 0 No,0.0
VUT,Vanuatu,Legal Framework unweighted average,1 Yes 0 No,0.0
VUT,Vanuatu,Legislation governing access to information,1 Yes 0 No,0.0
VUT,Vanuatu,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
VUT,Vanuatu,Nominal fees mandated,1 Yes 0 No,0.0
VUT,Vanuatu,Oral requests,1 Yes 0 No,0.0
VUT,Vanuatu,Procedures for accessing information score,5 Highest 0 Lowest,0.0
VUT,Vanuatu,Public Interest test ,1 Yes 0 No,0.0
VUT,Vanuatu,Right to Appeal,1 Yes 0 No,0.0
VUT,Vanuatu,Right to extend response time,1 Yes 0 No,0.0
VUT,Vanuatu,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
VUT,Vanuatu,Written guidelines for request of info,1 Yes 0 No,0.0
VUT,Vanuatu,Written requests,1 Yes 0 No,0.0
ZAF,South Africa,Administrative sanctions,1 Yes 0 No,0.0
ZAF,South Africa,Annual budgets,1 Yes 0 No,0.0
ZAF,South Africa,Annual chart of accounts,1 Yes 0 No,0.0
ZAF,South Africa,Annual reports,1 Yes 0 No,0.0
ZAF,South Africa,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
ZAF,South Africa,Appeals within public entities,1 Yes 0 No,1.0
ZAF,South Africa,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
ZAF,South Africa,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,1.0
ZAF,South Africa,Constitutional requirement,1 Yes 0 No,1.0
ZAF,South Africa,Coverage of information score,5 Highest 0 Lowest,0.0
ZAF,South Africa,Criminal sanctions,1 Yes 0 No,0.0
ZAF,South Africa,Deadlines for release of information score,5 Highest 0 Lowest,2.5
ZAF,South Africa,Draft legal instruments,1 Yes 0 No,0.0
ZAF,South Africa,Electronic requests,1 Yes 0 No,1.0
ZAF,South Africa,Enacted legal instruments,1 Yes 0 No,0.0
ZAF,South Africa,Enforcement mechanism score,5 Highest 0 Lowest,0.0
ZAF,South Africa,Exemptions to coverage,1 Yes 0 No,1.0
ZAF,South Africa,Exemptions to disclosure requirements score,5 Highest 0 Lowest,3.333333333
ZAF,South Africa,Existence of legal right to access,1 Yes 0 No,1.0
ZAF,South Africa,Fines,1 Yes 0 No,0.0
ZAF,South Africa,FOIA contact points,1 Yes 0 No,0.0
ZAF,South Africa,FOIA enforcement body,1 Yes 0 No,0.0
ZAF,South Africa,Harm test,1 Yes 0 No,0.0
ZAF,South Africa,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
ZAF,South Africa,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
ZAF,South Africa,Judicial appeals mechanism,1 Yes 0 No,1.0
ZAF,South Africa,Legal Framework unweighted average,1 Yes 0 No,1.0
ZAF,South Africa,Legislation governing access to information,1 Yes 0 No,1.0
ZAF,South Africa,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
ZAF,South Africa,Nominal fees mandated,1 Yes 0 No,1.0
ZAF,South Africa,Oral requests,1 Yes 0 No,1.0
ZAF,South Africa,Procedures for accessing information score,5 Highest 0 Lowest,5.0
ZAF,South Africa,Public Interest test ,1 Yes 0 No,1.0
ZAF,South Africa,Right to Appeal,1 Yes 0 No,1.0
ZAF,South Africa,Right to extend response time,1 Yes 0 No,1.0
ZAF,South Africa,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
ZAF,South Africa,Written guidelines for request of info,1 Yes 0 No,1.0
ZAF,South Africa,Written requests,1 Yes 0 No,1.0
ZMB,Zambia,Administrative sanctions,1 Yes 0 No,0.0
ZMB,Zambia,Annual budgets,1 Yes 0 No,0.0
ZMB,Zambia,Annual chart of accounts,1 Yes 0 No,0.0
ZMB,Zambia,Annual reports,1 Yes 0 No,0.0
ZMB,Zambia,Appeals mechanism score,5 Highest 0 Lowest,1.666666667
ZMB,Zambia,Appeals within public entities,1 Yes 0 No,0.0
ZMB,Zambia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
ZMB,Zambia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
ZMB,Zambia,Constitutional requirement,1 Yes 0 No,1.0
ZMB,Zambia,Coverage of information score,5 Highest 0 Lowest,0.0
ZMB,Zambia,Criminal sanctions,1 Yes 0 No,0.0
ZMB,Zambia,Deadlines for release of information score,5 Highest 0 Lowest,0.0
ZMB,Zambia,Draft legal instruments,1 Yes 0 No,0.0
ZMB,Zambia,Electronic requests,1 Yes 0 No,0.0
ZMB,Zambia,Enacted legal instruments,1 Yes 0 No,0.0
ZMB,Zambia,Enforcement mechanism score,5 Highest 0 Lowest,0.0
ZMB,Zambia,Exemptions to coverage,1 Yes 0 No,0.0
ZMB,Zambia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
ZMB,Zambia,Existence of legal right to access,1 Yes 0 No,1.0
ZMB,Zambia,Fines,1 Yes 0 No,0.0
ZMB,Zambia,FOIA contact points,1 Yes 0 No,0.0
ZMB,Zambia,FOIA enforcement body,1 Yes 0 No,0.0
ZMB,Zambia,Harm test,1 Yes 0 No,0.0
ZMB,Zambia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
ZMB,Zambia,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
ZMB,Zambia,Judicial appeals mechanism,1 Yes 0 No,1.0
ZMB,Zambia,Legal Framework unweighted average,1 Yes 0 No,0.5
ZMB,Zambia,Legislation governing access to information,1 Yes 0 No,0.0
ZMB,Zambia,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
ZMB,Zambia,Nominal fees mandated,1 Yes 0 No,0.0
ZMB,Zambia,Oral requests,1 Yes 0 No,0.0
ZMB,Zambia,Procedures for accessing information score,5 Highest 0 Lowest,0.0
ZMB,Zambia,Public Interest test ,1 Yes 0 No,0.0
ZMB,Zambia,Right to Appeal,1 Yes 0 No,0.0
ZMB,Zambia,Right to extend response time,1 Yes 0 No,0.0
ZMB,Zambia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
ZMB,Zambia,Written guidelines for request of info,1 Yes 0 No,0.0
ZMB,Zambia,Written requests,1 Yes 0 No,0.0
ZWE,Zimbabwe,Administrative sanctions,1 Yes 0 No,0.0
ZWE,Zimbabwe,Annual budgets,1 Yes 0 No,0.0
ZWE,Zimbabwe,Annual chart of accounts,1 Yes 0 No,0.0
ZWE,Zimbabwe,Annual reports,1 Yes 0 No,0.0
ZWE,Zimbabwe,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
ZWE,Zimbabwe,Appeals within public entities,1 Yes 0 No,1.0
ZWE,Zimbabwe,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
ZWE,Zimbabwe,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
ZWE,Zimbabwe,Constitutional requirement,1 Yes 0 No,1.0
ZWE,Zimbabwe,Coverage of information score,5 Highest 0 Lowest,0.0
ZWE,Zimbabwe,Criminal sanctions,1 Yes 0 No,0.0
ZWE,Zimbabwe,Deadlines for release of information score,5 Highest 0 Lowest,2.5
ZWE,Zimbabwe,Draft legal instruments,1 Yes 0 No,0.0
ZWE,Zimbabwe,Electronic requests,1 Yes 0 No,0.0
ZWE,Zimbabwe,Enacted legal instruments,1 Yes 0 No,0.0
ZWE,Zimbabwe,Enforcement mechanism score,5 Highest 0 Lowest,5.0
ZWE,Zimbabwe,Exemptions to coverage,1 Yes 0 No,1.0
ZWE,Zimbabwe,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
ZWE,Zimbabwe,Existence of legal right to access,1 Yes 0 No,1.0
