Property Name,Country,Commodity,Type of Work,Status,Extent of Processing,Best Reserve Available,Reserves Tonnes  (_000) Units,Reserve Grade,Reserve grade Unit,Current Production,Current Production Unit,(Expected) Yearly Production at full capacity ,(Expected) Production at full capacity unit,Life of Mine (years),Project Inception (Year),Project Completion (Year),Company Name,(Expected)  Investment (MM$),Probability to move to investment by 2020 ,Power Sourcing Arrangement or Relationship Between Mine and Grid.,Source of power,Energy Consumption (kwh/t product),Annual Energy Consumption (MWh),Energy needs (MW),Shareholding Code,Mine Location,Location notes,Region,Tariff Public Utility,Cost relativity,Grid Energy Source,Grid Reliability,Source,Notes,Reference,Projects Pre-2000,Projects 2001-2012,Projects 2020
Rosh Pinah,Namibia,Zinc,Underground,Producer,intermediate,Inferred Resources,6900.0,9.19,%,94000.0,tons,95000,tons,52.0,1969.0,2021.0,"Glencore 80.08%; BEE 19,92%",250.0,high,Grid supply,On-Grid,595,56525,5.89,Join-venture with only private interests,"(-27.9333333, 16.7666667)",,SA,8.4,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,IM,,"Infomine, Company Website",Yes,Yes,Yes
Old Nic And Angelus,Zimbabwe,Gold,Open-Pit/Underground,Producer,refined,Inferred Resources,12213.0,2.31,grams,430100.0,grams,100000,ounce,10.0,2012.0,2022.0,New Dawn Mining Corp (100%),30.0,high,Grid supply,On-Grid,45000000,127573,13.29,Sole Ownership by a private company,"(-20.15, 28.65)",,SA,9.8,equal tariff,Mainly Coal Fuelled Generation,50 to 100 days,Infomine,The Property is connected to the national power grid through an 88KVA line from which 4MVA is currently drawn. Casmyn reached an agreement with the Zimbabwe Electricity Supply Authority (“ZESA”) for an uninterrupted electrical power supply charged at a premium rate. Since the implementation of the new power supply the Property has not experienced significant power outages. In addition there are three onsite standby diesel generators that can supply 3MVA of power.,"Infomine, Company Website",No,Yes,Yes
Sierra Rutile,Sierra Leone,Ilmenite,Open-Pit,Producer,intermediate,Indicated Reserves,436600.0,0.74,%,18206.0,tons,18206,tons,70.0,2014.0,2085.0,Sierra Rutile Limited 100%,284.0,high,Self-supply,On-site HFO,2000,36412,3.79,Sole Ownership by a private company,"(7.7666667, -12.3)",,WA,28.0,below tariff,Mainly Oil Fuelled Generation,0 to 50 days,IM,A 23MW power plant (marine fuel oil),"Infomine, Company Website",No,No,Yes
Namakwa Sands,South Africa,Ilmenite,Open-Pit,Producer,smelted,Proven Reserves,263350.0,32.03,%,251000.0,tons,350000,tons,45.0,1994.0,2039.0,Exxaro Resources Limited,,high,Self-supply --> Grid supply,"Co-generation, On-Grid",4100,1435000,149.48,Sole Ownership by a private company,"(-31.2833333, 17.9)",,SA,4.0,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"The construction of the 14MW co-generation power plant at Namakwa Sands commenced in the second quarter of 2012 (CW). The power plant would generate electricity from waste gas at the Namakwa Sands operation and the project would be funded from the group’s balance sheet. Phase 2 construction taken  in 1997 at investment of R1.2BN (exchange rate December 31, 2007:  4.8630 ZAR/USD). Energy consumption includes the titanium smelter at saldanha bay","Infomine, Mining Weekly, USGS, http://www.saimm.co.za/Conferences/HMC2009/009-016_Rosendaal.pdf",Yes,Yes,Yes
Mayoko Iron Ore Project,"Congo, Rep. of the",Iron Ore,Surface,Prefeasibility,crushed,Indicated Resource,77300.0,40.64,%,,,10000000,tons,20.0,2016.0,2036.0,"Exxaro Resources Limited, Acquired Interest Through The Acquisition Of African Iron Ltd.",,high,Self-supply,On-site Hydro,20,200000,20.83,Sole Ownership by a private company,,300 KM of pointe noire,CA,4.7,below tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,"Cennergi Pty Ltd., a joint venture between Tata Power Co. (TPWR) and Exxaro Resources Ltd. (EXX), may build a hydroelectric plant in the Republic of Congo to supply power to Exxaro’s Mayoko iron-ore project, but would need to sign off-take deals with other customers for at least 100 megawatts to make the project economically viable.","http://www.miningreview.com/node/20942,      
http://www.bloomberg.com/news/2012-06-05/exxaro-tata-venture-considering-congo-hydroelectric-plant-3-.html",No,No,Yes
Renco (Rio Tinto Zimbabwe),Zimbabwe,Gold,Open-Pit/Underground,Past Producer,refined,Proven Reserves,300000.0,6.93,grams,715400.0,grams,3500,ounce,21.0,1982.0,2003.0,Rio Tinto,150.0,closed,Grid supply,On-Grid,45000000,4500,0.47,Sole Ownership by a private company,"(-20.6166667, 31.1666667)",,SA,9.8,equal tariff,Mainly Coal Fuelled Generation,50 to 100 days,Infomine,End date of production based on last reported production numbers on infomine,,Yes,Yes,No
Kwale,Kenya,Ilmenite,Placer,Development,intermediate,Proven Reserves,38230.0,3.93,%,,,330000,tons,13.0,2013.0,2026.0,Base Resources (100%),275.0,high,Grid supply,On-Grid,2000,660000,68.75,Sole Ownership by a private company,"(-4.3666667, 39.4666667)",,EA,17.0,equal tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,,"Infomine, Mining Weekly, http://www.miningweekly.com/article/170m-secured-for-kenya-mineral-sands-project-base-2011-07-27,    
http://www.miningweekly.com/article/australia-based-company-acquires-required-funding-to-begin-construction-for-kenyan-operations-2012-01-27,     
http://www.proactiveinvestors.com.au/companies/news/11138/base-resources-moves-kwale-mineral-sands-project-towards-enhanced-dfs-11138.html",No,No,Yes
Fort Dauphin,Madagascar,Ilmenite,Surface,Producer,intermediate,None,,,,,,2200000,tons,40.0,2008.0,2048.0,Rio Tinto Iron & Titanium (80%). Government 20%,1000.0,high,Self-supply + CSR,On-site HFO,2000,4400000,458.33,Joint- venture with State Equity,"(-24.95, 47.0166667)",,SA,16.9,above tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,"The construction phase included installation of generators and transmission lines for the port and the mine. In March, 2006, QMM offered to install an additional generator with capacity to meet the electrical energy needs for Fort Dauphin for at least a decade. The offer included meeting the costs of purchase, installation and maintenance of the generator. The energy would be sold to JIRAMA, the energy utility and collector of tariffs.
The generator was purchased and installed, but JIRAMA and QMM have thus far been unable to arrive at a mutually acceptable solution on the purchase of fuel to feed the generator. Efforts were made to obtain a payment guarantee from the Multilateral Investment Guarantee Agency (MIGA) of the World Bank, but progress was halted by the political crisis. Following this, JIRAMA elected to purchase and install its own generator, but it is apparently defective. The result is that the mining site and port are illuminated every night while Fort Dauphin suffers repeated electricity cuts and often sits in darkness.

62. The view of QMM is that it has done everything reasonably possible for electrical supply to Fort Dauphin. It met the costs of the purchase and installation of the required generator; it offered to sell fuel at a tariff rate that would permit JIRAMA to convert its operating deficit into a profit and worked to obtain a MIGA guarantee. It is now trapped in a dilemma. On the one hand is the need for sound business. On the other hand, QMM runs a high risk of being blamed for the darkness in Fort Dauphin.  (Rio Tinto)","http://www.miga.org/news/index.cfm?stid=1506&aid=2075,    
http://www.hatch.ca/Commissioning/Projects/QMM_ilmenite.htm,   
http://www.wartsila.com/en/press-releases/Wartsila-power-for-QMM-Madagascar-mining-project,    
http://panos.org.uk/wp-content/files/2011/03/madagascar_mininguurycA.pdf",No,Yes,Yes
Marampa,Sierra Leone,Iron Ore,Tailings,Producer,crushed,Indicated Reserves,873180.0,31.2,%,350000.0,tons,9000000,tons,30.0,2011.0,2041.0,London Mining,,high,Self-supply,"On-site HFO, On-site Coal",20,180000,18.75,Sole Ownership by a private company,"(8.6666667, -12.5)",,WA,28.0,below tariff,Mainly Oil Fuelled Generation,0 to 50 days,IM,"The power requirement for Phase 2a is 32MW, with power of 40MW to be provided by heavy fuel generators to be installed at the new port location. Power will be transmitted to Marampa via an overland transmission line following the pipeline route.
The power requirement for Phases 2b and 2c is 159MW. The heavy fuel oil station will be phased out and replaced with a lower cost coal fired power station with two 100MW turbines. Coal will be transported to the new port from ocean going transports by barge and to a dedicated coal unloading wharf and coal stockpile. The coal fired power station is the critical lead time item for Phase 2b. A power plant has been constructed for stage one of the Company’s Marampa project. A coal fire power station has been planned for phase 2b of the Marampa project.","Infomine, Bloomberg",No,Yes,Yes
Marampa Mine,Sierra Leone,Iron Ore,Open-Pit,Prefeasibility,crushed,Indicated Reserves,261000.0,28.7,%,,,15000000,tons,15.0,2014.0,2029.0,Cape Lambert Resource Limited (100%),234.0,high,Grid supply,On-Grid,20,300000,31.25,Sole Ownership by a private company,"(8.6833333, -12.45)",,WA,28.0,equal tariff,Mainly Oil Fuelled Generation,0 to 50 days,IM,"On 6 May 2008, AM announced that it had entered into a key infrastructure MoU with the GoSL in respect of the Pepel port, Marampa railway, extension of the Marampa railway to Tonkolili and the Bumbuna hydro-electric scheme that AM is aiming to expand t to support the second and third stages of its Tonkolili project so can infer that cape lambert will be connected to the grid

",Infomine,No,No,Yes
Ghanzi,Botswana,Silver,Surface,Prefeasibility,refined,Indicated Reserves,32667.0,15.2,grams,,,899000,ounce,13.0,2015.0,2028.0,Hana Mining Ltd. (100%),399.0,high,Grid supply + self-supply backup,"On-Site HFO, On-Grid",9645,246,0.03,Sole Ownership by a private company,"(-20.9666667, 22.8333333)",,SA,6.7,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Power will be supplied by 20MW onsite heavy fuel oil (""HFO"") generators, at a capital cost of US$19.3 million, for the first five years of commercial production. In year six of operations, which is projected to be the year 2021, BPC is expected to have connected the Project to the national power grid. Onsite power costs using HFO are estimated to be US$0.22/kWh, assuming a HFO of US$1.06/l. Power from the grid is expected to cost US$0.12/kWh. Water will be supplied from an aquifer located approximately 50 kilometers from the concentrator facility. Water will be transported to the processing plant by pipeline.","Infomine, Company Website",No,No,Yes
Kwale,Kenya,Zirconium,Placer,Development,intermediate,Proven Reserves,38230.0,0.5,%,,,30000,tons,13.0,2013.0,2026.0,Base Resources (100%),275.0,high,Grid supply,On-Grid,800,24000,2.5,Sole Ownership by a private company,"(-4.3666667, 39.4666667)",,EA,17.0,equal tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,,"Infomine, Mining Weekly, http://www.miningweekly.com/article/170m-secured-for-kenya-mineral-sands-project-base-2011-07-27,    
http://www.miningweekly.com/article/australia-based-company-acquires-required-funding-to-begin-construction-for-kenyan-operations-2012-01-27,     
http://www.proactiveinvestors.com.au/companies/news/11138/base-resources-moves-kwale-mineral-sands-project-towards-enhanced-dfs-11138.html",No,No,Yes
Black Mountain / Broken Hill,South Africa,Lead,Underground,Past Producer,intermediate,Proven Reserves,3600.0,3.76,%,9324.0,tons,54000,tons,20.0,1991.0,2011.0,"Exxaro Resources Limited (26%), Vedanta Resources Limited (74%)",,closed,Grid supply,On-Grid,855,46170,4.81,Join-venture with only private interests,"(-29.25, 18.7833333)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,Annual production capacity is lead concentrate. Life of mine is in excess of 20 years (2010). ”Power at the zinc mine at Black Mountain is supplied from two 40 MVA transformers at the Eskom Aggeneys substation.” Prospectus final Vedanta,"Infomine, USGS, http://www.dnaindia.com/money/report_vedanta-acquires-anglo-american-for-1338-m_1381618",Yes,Yes,No
Mada/ Nkamouna,Cameroon,Nickel,Open-Pit,Feasibility,intermediate,Inferred Resources,145100.0,0.48,%,,,3200,tons,24.0,2014.0,2038.0,Geovic Mining Corp,839.0,high,Self-supply,On-Site Diesel,5600,17920,1.87,Sole Ownership by a private company,"(3.3333333, 13.8333333)",,CA,16.0,above tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,"All power will be generated on site with no connection to the utility. It is expected that the power supply for the overall Project will be supplied utilizing high speed diesel powered generators. Based on the mining, processing and related Project requirements described, GeoCam envisages production rates during the mining years (years 1 to 11) ramping up to about 15,000 t/y of mixed cobalt-nickel sulfide product (MSP) and 30,000 t/y of manganese carbonate. Cobalt and nickel derived from the MSP will be about 6,100 t/y and 3,200 t/y, respectively. These production rates will gradually drop off during the processing-only phase from years 12 to 24 after the mining phase is completed if additional resources are not identified during that time to supplement the existing resource base","Infomine, Technical Report 2011",No,No,Yes
Nkomati,South Africa,Platinum,Open-Pit/Underground,Producer,refined,Proved & Probable Resources,129510.0,0.87,grams,248000.0,grams,350000,ounce,5.0,2007.0,2012.0,"African Rainbow Minerals Limited (50%), Norilsk Nickel Mining And Metallurgical (50%)",,closed by 2020,Grid supply,On-Grid,69489780,689500,71.82,Join-venture with only private interests,"(-25.7166667, 30.6)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,The next phase of the Eskom power supply project is the upgrade of the 132kV overhead distribution lines and we anticipate this to be completed by December 2011. Nkomati’s Eskom Electricity Supply Agreement was concluded in December 2010,"Infomine, Company Website, http://thenetworks.co.za/2012/07/strike-looms-at-arm-nickel-mine-as-num-declares-dispute/",No,Yes,No
Spitzkop,South Africa,Platinum,Surface,Advanced Exploration,refined,Indicated Reserves,48900.0,2.77,grams,,,200000,ounce,20.0,,,"Eastern Platinum Limited (93.4%), Bee",175.0,high,Grid supply,On-Grid,50089080,284000,29.58,Join-venture with only private interests,"(-24.8208333, 30.1527778)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"In 2001, public electricity utility Eskom upgraded the old 33Kv network supplying power to Thorncliff to 132Kv after which it was proposed that the old 33Kv network would become a standby source.","Infomine, Company Website",No,No,Yes
South Africa Silico_Manganese Today,South Africa,Silico-Manganese,Surface,Producer,smelted,,,,,342000.0,tons,342000,tons,,2011.0,2015.0,Agregation Managanese Ore Production,,closed by 2020,Grid supply,On-Grid,4016,1373472,143.07,Join-venture with only private interests,,,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,USGS,This line sums up all MN projects' current capacity and take 4% of this sum assuming that 4% is smelted as silico-manganese,,No,Yes,No
Platreef-Rietfontein,South Africa,PGM,Surface,Exploration,refined,Inferred Resources,99400.0,0.6,grams,,,10000000,ounce,,,,Ivanplats 90%; Ogmec & Jgc Corp 10%,2900.0,high,Grid supply,On-Grid,50089080,14200000,1479.17,Join-venture with only private interests,"(-23.9, 28.8666667)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Eskom may not be able to provide sufficient electrical power in the region to support the future needs of the Province. Recent history has shown that mining operations in South Africa can be asked to curtail electrical power usage. By mid-2013 the new 4.3 GW Medupi power station is planned to come online and a 400/132 kV main transmission substation has been constructed to support development of a nearby Angloplats mine, the local network is likely to be adequately strengthened, and capacity is less likely to be a concern after this date.
",http://www.ivanplats.com/i/pdf/Platreef.pdf,No,No,Yes
Etango/Anomaly A,Namibia,Uranium,Surface,Feasibility,refined,Proven Reserves,64200.0,194.0,parts per million,,,7000000,lb,16.0,2014.0,2030.0,Bannerman Resources Ltd (100%),870.0,high,Grid supply,On-Grid,178000,565177,58.87,Sole Ownership by a private company,"(-22.6833333, 14.8833333)",,SA,8.4,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,"Grid power will be drawn from the nearby high voltage electricity lines owned by the Namibian power utility, NamPower","Infomine, Company Website, http://www.wise-uranium.org/upnaet.html",No,No,Yes
Kriel Coal Mine,South Africa,Coal,Open-Pit/Underground,Producer,crushed,Proven and Probable Reserves,113500.0,50.0,%,11166700.0,tons,10000000,tons,44.0,1975.0,2019.0,"Anglo American (73%), Bee",,high,Self-supply + sell to the grid,On-site Coal,55,550000,57.29,Join-venture with only private interests,"(-26.2666667, 29.1833333)",,SA,4.0,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,Production: 'more than 10 Mtpa'. Benefication plant addition may extend LOM by 20 years to 2039 (SRK consulting group),"Infomine, Company Website,  http://www.srk.co.za/files/File/South-Africa/publicDocuments1/Kriel/kriel_beneficiation_plant_emp_final_scoping_report.pdf",Yes,Yes,Yes
Buffelsfontein/ Mws,South Africa,Uranium,Tailings,Producer,refined,Proven Reserves,196003.0,73.0,grams,1339000.0,lb,1339000,lb,16.0,2010.0,2026.0,First Uranium Corp (100%),450.0,high,Grid supply,On-Grid,178000,108110,11.26,Sole Ownership by a private company,"(-26.9166667, 26.7833333)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Company Website,"First Uranium has started to install power generating plants at some of its mine sites in order to mitigate the risk of power interruptions from Eskom
",Company Website,No,Yes,Yes
