finess,rs_finess,finess_geo,rs_finess_geo,region,participation,Depot,nb_rep_score_all_rea_ajust,score_all_rea_ajust,classement,evolution,nb_rep_score_accueil_rea_ajust,score_accueil_rea_ajust,nb_rep_score_PECinf_rea_ajust,score_PECinf_rea_ajust,nb_rep_score_PECmed_rea_ajust,score_PECmed_rea_ajust,nb_rep_score_chambre_rea_ajust,score_chambre_rea_ajust,nb_rep_score_repas_rea_ajust,score_repas_rea_ajust,nb_rep_score_sortie_rea_ajust,score_sortie_rea_ajust
850000084,CENTRE HOSPITALIER COTE DE LUMIERE AUX SABLES D'OLONNE,850000241,CENTRE HOSPITALIER COTE DE LUMIÈRE,Pays de la Loire,1- Obligatoire,1- Oui,234,73.67,C,2-Stable,234.0,76.21,234.0,82.46,234.0,78.62,234.0,73.64,234.0,52.72,234.0,63.56
850025867,GROUPE PUBLIC HOSPITALIER ET MEDICO SOCIAL DES COLLINES VEND,850000647,HOPITAL DES COLLINES VENDEENNES,Pays de la Loire,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
850000035,CENTRE HOSPITALIER DE FONTENAY LE COMTE,850009630,CH FONTENAY SITE POLE SANTE SUD VENDEE,Pays de la Loire,1- Obligatoire,1- Oui,41,69.78,D,4-Non calculable,41.0,72.57,41.0,79.87,41.0,75.14,41.0,67.43,41.0,62.67,41.0,52.73
860013382,GROUPE HOSPITALIER NORD-VIENNE,860000025,GH NORD-VIENNE - SITE DE CHATELLERAULT,Nouvelle Aquitaine,1- Obligatoire,1- Oui,64,74.81,B,4-Non calculable,64.0,75.76,64.0,79.68,64.0,79.9,64.0,77.19,64.0,63.62,64.0,64.97
860013382,GROUPE HOSPITALIER NORD-VIENNE,860000033,GH NORD-VIENNE - SITE DE LOUDUN,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
860014208,CENTRE HOSP. UNIVERSITAIRE DE POITIERS,860000058,CHU - SITE DE MONTMORILLON,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
860014208,CENTRE HOSP. UNIVERSITAIRE DE POITIERS,860000223,CHU LA MILETRIE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,1017,71.9,C,2-Stable,1017.0,71.88,1017.0,80.28,1017.0,77.22,1017.0,70.7,1017.0,58.79,1017.0,61.87
860010321,POLYCLINIQUE DE POITIERS,860010321,POLYCLINIQUE DE POITIERS,Nouvelle Aquitaine,1- Obligatoire,1- Oui,261,73.69,C,2-Stable,261.0,76.31,261.0,80.73,261.0,81.19,261.0,67.2,261.0,57.39,261.0,65.07
860780311,CLINIQUE DE CHATELLERAULT,860780311,CLINIQUE DE CHATELLERAULT,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
860780568,CLINIQUE DU FIEF DE GRIMOIRE,860780568,CLINIQUE DU FIEF DE GRIMOIRE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,114,71.55,C,2-Stable,114.0,70.53,114.0,81.2,114.0,78.08,114.0,73,114.0,65.5,114.0,55.13
870000015,CENTRE HOSPITALIER UNIVERSITAIRE DE LIMOGES,870000064,C H U  DUPUYTREN  LIMOGES,Nouvelle Aquitaine,1- Obligatoire,1- Oui,171,72.13,C,2-Stable,171.0,72.68,171.0,81.88,171.0,80.3,171.0,62.45,171.0,63.25,171.0,62.08
870000023,CENTRE HOSPITALIER DE ST-JUNIEN,870000098,CENTRE HOSPITALIER SAINT JUNIEN,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
870000031,CENTRE HOSPITALIER  JACQUES BOUTARD  ST-YRIEIX-LA-PERCHE,870000270,CTRE HOSPITALIER J BOUTARD ST YRIEIX,Nouvelle Aquitaine,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
870000288,CLINIQUE FRANCOIS CHENIEUX,870000288,CLINIQUE FRANCOIS CHENIEUX,Nouvelle Aquitaine,1- Obligatoire,1- Oui,309,76.36,B,2-Stable,309.0,77.2,309.0,82.61,309.0,82.42,309.0,79.72,309.0,55.29,309.0,66.56
870000411,CLINIQUE DES EMAILLEURS-COLOMBIER LIMOGES,870000411,CLINIQUE EMAILLEURS-COLOMBIER LIMOGES,Nouvelle Aquitaine,1- Obligatoire,1- Oui,386,75.92,B,2-Stable,386.0,78.47,386.0,81.69,386.0,80.62,386.0,75.34,386.0,61.12,386.0,67.08
870000015,CENTRE HOSPITALIER UNIVERSITAIRE DE LIMOGES,870014859,HOPITAL DE LA MERE ET DE L'ENFANT,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
880007059,CENTRE HOSPITALIER INTERCOMMUNAL EMILE DURKHEIM EPINAL,880000021,CHI E.DURKHEIM - PLATEAU DE LA JUSTICE,Grand Est,1- Obligatoire,1- Oui,55,70.43,D,2-Stable,55.0,70.28,55.0,78.9,55.0,78.81,55.0,58.82,55.0,55.59,55.0,67.49
880780077,CENTRE HOSPITALIER SAINT CHARLES DE SAINT DIE,880000047,CENTRE HOSPITALIER DE SAINT-DIE,Grand Est,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
880007299,CENTRE HOSPITALIER INTERCOMMUNAL DE L'OUEST VOSGIEN,880000054,CHI L'OUEST VOSGIEN SITE NEUFCHATEAU,Grand Est,1- Obligatoire,1- Oui,48,70.28,D,4-Non calculable,48.0,72.23,48.0,76.43,48.0,69.62,48.0,75.72,48.0,67.88,48.0,56.76
880780093,CENTRE HOSPITALIER DE REMIREMONT,880000062,CENTRE HOSPITALIER DE REMIREMONT,Grand Est,1- Obligatoire,1- Oui,48,72.92,C,1-Diminution,48.0,75.34,48.0,78.35,48.0,76.15,48.0,68.87,48.0,68.43,48.0,64.68
880007299,CENTRE HOSPITALIER INTERCOMMUNAL DE L'OUEST VOSGIEN,880000070,CHI DE L'OUEST VOSGIEN SITE DE VITTEL,Grand Est,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
880788591,POLYCLINIQUE LA LIGNE BLEUE,880788591,POLYCLINIQUE LA LIGNE BLEUE,Grand Est,1- Obligatoire,1- Oui,343,72.55,C,2-Stable,343.0,73.81,343.0,79.41,343.0,77.29,343.0,71.78,343.0,54.63,343.0,65.17
890000169,CLINIQUE PAUL PICQUET A SENS,890000169,CLINIQUE PAUL PICQUET SENS,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,211,76.25,B,2-Stable,211.0,76.53,211.0,81.68,211.0,81.56,211.0,80.53,211.0,70.6,211.0,62.29
890002389,POLYCLINIQUE SAINTE MARGUERITE A AUXERRE,890002389,POLYCLINIQUE STE MARGUERITE AUXERRE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,109,70.82,C,2-Stable,109.0,73.98,109.0,76.07,109.0,77.34,109.0,67.6,109.0,57.97,109.0,61.14
890000037,CH AUXERRE,890975527,CH AUXERRE,Bourgogne-Franche-Comté,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
890000409,CH AVALLON,890975535,CH AVALLON,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,36,69.36,D,4-Non calculable,36.0,70.89,36.0,77.76,36.0,72.67,36.0,64.38,36.0,73.92,36.0,54.98
890000417,CH JOIGNY,890975543,CH JOIGNY,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
890970569,CH SENS,890975550,CH SENS,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,83,71.06,C,3-Amélioration,83.0,68.09,83.0,80.71,83.0,76.46,83.0,68.49,83.0,56.99,83.0,64.31
890000433,CENTRE HOSPITALIER DU TONNERROIS,890975568,CENTRE HOSPITALIER DU TONNERROIS,Bourgogne-Franche-Comté,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
900000035,HOPITAL PRIVE DE LA MIOTTE,900000035,HOPITAL PRIVE DE LA MIOTTE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,63,77.07,B,3-Amélioration,63.0,78.01,63.0,82.35,63.0,83.42,63.0,73.16,63.0,64.98,63.0,70.79
900000365,HOPITAL NORD FRANCHE COMTE,900003039,HNFC SITE TREVENANS,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,52,69.39,D,2-Stable,52.0,71.8,52.0,75.51,52.0,71.79,52.0,71.78,52.0,60.83,52.0,57.45
910110014,CENTRE HOSPITALIER D'ARPAJON,910000272,CH D ARPAJON,Ile de France,1- Obligatoire,1- Oui,38,66.28,D,4-Non calculable,38.0,66.06,38.0,77.3,38.0,70.31,38.0,64.37,38.0,60.74,38.0,52.12
910019447,CH SUD ESSONNE-DOURDAN-ETAMPES,910000280,CH DOURDAN ETAMPES SITE DOURDAN,Ile de France,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
910110055,CENTRE HOSPITALIER LONGJUMEAU,910000298,CH DES DEUX VALLEES SITE LONGJUMEAU,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
910110055,CENTRE HOSPITALIER LONGJUMEAU,910000306,CH D ORSAY,Ile de France,1- Obligatoire,1- Oui,55,70.7,C,4-Non calculable,55.0,69.61,55.0,80.39,55.0,80.24,55.0,57.64,55.0,62.64,55.0,63.68
910019447,CH SUD ESSONNE-DOURDAN-ETAMPES,910001973,CH DOURDAN ETAMPES SITE ETAMPES,Ile de France,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
910015965,CLINIQUE  LE MOULIN DE VIRY,910015965,CLINIQUE LE MOULIN DE VIRY,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
910110055,CENTRE HOSPITALIER LONGJUMEAU,910018423,CH DES DEUX VALLEES SITE JUVISY,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
910002773,CENTRE HOSPITALIER SUD FRANCILIEN,910020254,CH SUD FRANCILIEN SITE JEAN JAURES,Ile de France,1- Obligatoire,1- Oui,211,71.97,C,2-Stable,211.0,70.2,211.0,79.62,211.0,76.4,211.0,76.64,211.0,59.58,211.0,61.65
910150028,CENTRE HOSPITALIER DE BLIGNY,910150028,CENTRE HOSPITALIER DE BLIGNY,Ile de France,1- Obligatoire,1- Oui,51,80.39,A,4-Non calculable,51.0,80.79,51.0,88.49,51.0,87.36,51.0,80.82,51.0,71.86,51.0,67
910150069,HOPITAL PRIVE  GERIATRIQUE LES MAGNOLIAS,910150069,HOP PRIVE GERIAT LES MAGNOLIAS,Ile de France,2- Facultatif,1- Oui,106,70.73,C,2-Stable,106.0,75.47,106.0,76.2,106.0,73.65,106.0,78.5,106.0,69.52,106.0,48.58
910300011,HOPITAL PRIVE DE PARIS - ESSONNE,910300011,HOP DE PARIS ESSONNE LES CHARMILLES,Ile de France,1- Obligatoire,1- Oui,62,72.19,C,2-Stable,62.0,67.66,62.0,82.44,62.0,80.21,62.0,72.86,62.0,52.56,62.0,63.4
910300029,HOPITAL PRIVE ATHIS MONS/JULES VALLES,910300029,HOPITAL D ATHIS MONS SITE JULES VALLES,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
910300144,CENTRE MEDICO-CHIRURGICAL ET OBSTETRICAL D'EVRY,910300144,CMCO D EVRY,Ile de France,1- Obligatoire,1- Oui,139,69.4,D,1-Diminution,139.0,69.8,139.0,77.97,139.0,78.36,139.0,62.38,139.0,51.44,139.0,61.05
910300177,CLINIQUE DE L'YVETTE,910300177,CLINIQUE DE L YVETTE,Ile de France,1- Obligatoire,1- Oui,62,70.87,C,2-Stable,62.0,66.15,62.0,80.13,62.0,78.84,62.0,72.4,62.0,48.05,62.0,64.79
910300219,HOPITAL PRIVE JACQUES CARTIER -GENERAL E DE SANTE,910300219,HOPITAL PRIVE JACQUES CARTIER,Ile de France,1- Obligatoire,1- Oui,702,71.43,C,2-Stable,702.0,71.67,702.0,79.36,702.0,81.49,702.0,67.05,702.0,49.87,702.0,62.81
910300300,HOPITAL PRIVE DU VAL D'YERRES,910300300,HOPITAL PRIVE DU VAL D YERRES,Ile de France,1- Obligatoire,1- Oui,67,70.85,C,1-Diminution,67.0,67.42,67.0,76.34,67.0,78.84,67.0,69.49,67.0,57.46,67.0,65.36
910300326,CLINIQUE PASTEUR,910300326,CLINIQUE PASTEUR,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
910300359,HOPITAL PRIVE D'ATHIS MONS/ SITE CARON,910300359,HOPITAL PRIVE D ATHIS MONS SITE CARON,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
910803543,HOPITAL  PRIVE CLAUDE GALIEN,910803543,HOPITAL PRIVE CLAUDE GALIEN,Ile de France,1- Obligatoire,1- Oui,607,67.31,D,2-Stable,607.0,68.3,607.0,75.05,607.0,76.47,607.0,66.58,607.0,50.17,607.0,54.47
910805357,CLINIQUE DE L'ESSONNE,910805357,CLINIQUE DE L ESSONNE,Ile de France,1- Obligatoire,1- Oui,189,68.6,D,2-Stable,189.0,65.14,189.0,78.07,189.0,76.76,189.0,67.98,189.0,49.73,189.0,60.5
920000460,CLCC  INSTITUT CURIE CENTRE RENE HUGUENIN,920000460,CLCC RENE HUGUENIN INSTITUT CURIE,Ile de France,1- Obligatoire,1- Oui,294,79.07,A,2-Stable,294.0,78.48,294.0,87.18,294.0,84.46,294.0,75.47,294.0,66.36,294.0,71.68
920110020,CENTRE D'ACCUEIL ET DE SOINS HOSPITALIERS DE NANTERRE,920000577,CH DE NANTERRE,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
920026374,CENTRE HOSP INTERCOMMUNAL DE COURBEVOIE NEUILLY PUTEAUX,920000585,CH RIVES DE SEINE SITE NEUILLY S/SEINE,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
920009909,CENTRE HOSPITALIER DES QUATRE VILLES,920000619,CH DES QUATRE VILLES SITE ST CLOUD,Ile de France,1- Obligatoire,1- Oui,113,71.56,C,4-Non calculable,113.0,72.85,113.0,78.54,113.0,76.93,113.0,64.9,113.0,59.96,113.0,66.95
920009909,CENTRE HOSPITALIER DES QUATRE VILLES,920000627,CH DES QUATRE VILLES SITE SEVRES,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
920000635,HOPITAL SUISSE DE PARIS,920000635,HOPITAL SUISSE DE PARIS,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
920000643,INSTITUT HOSPITALIER FRANCO-BRITANNIQUE SITE KLEBER,920000643,INSTITUT HOSPITALIER SITE KLEBER,Ile de France,1- Obligatoire,1- Oui,393,69.51,D,2-Stable,393.0,67.58,393.0,78.89,393.0,78.39,393.0,63.56,393.0,52.97,393.0,62.61
920000650,HOPITAL FOCH,920000650,HOPITAL FOCH,Ile de France,1- Obligatoire,1- Oui,1626,72.64,C,2-Stable,1626.0,75.42,1626.0,80.44,1626.0,79.57,1626.0,71.2,1626.0,50.57,1626.0,62.7
920000684,CENTRE CHIRURGICAL MARIE LANNELONGUE,920000684,HOPITAL MARIE LANNELONGUE,Ile de France,1- Obligatoire,1- Oui,312,71.08,C,2-Stable,312.0,74.36,312.0,79.68,312.0,80.21,312.0,65.96,312.0,52.31,312.0,58.28
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),920100013,HU OUEST SITE AMBROISE PARE APHP,Ile de France,1- Obligatoire,1- Oui,130,71.12,C,3-Amélioration,130.0,72.2,130.0,80.64,130.0,81.7,130.0,60.72,130.0,52.83,130.0,62.52
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),920100021,HU PARIS SUD SITE ANTOINE BECLERE APHP,Ile de France,1- Obligatoire,1- Oui,291,71.65,C,3-Amélioration,291.0,70.89,291.0,81.47,291.0,80.36,291.0,64,291.0,57.18,291.0,63.22
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),920100039,HU PARIS NORD SITE BEAUJON APHP,Ile de France,1- Obligatoire,1- Oui,81,69.14,D,2-Stable,81.0,68.94,81.0,82.11,81.0,81.01,81.0,58.99,81.0,46.94,81.0,56.65
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),920100047,HU PARIS NORD SITE LOUIS MOURIER APHP,Ile de France,1- Obligatoire,1- Oui,67,69.98,D,4-Non calculable,67.0,66.57,67.0,78.93,67.0,80.31,67.0,63.85,67.0,59.25,67.0,61.84
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),920100054,HU PARIS SITE RAYMOND POINCARE APHP,Ile de France,1- Obligatoire,1- Oui,49,69.38,D,4-Non calculable,49.0,71.06,49.0,80.06,49.0,81.4,49.0,64.18,49.0,57.01,49.0,49.95
920120011,HOPITAL D'INSTRUCTION DES ARMEES A CLAMART,920120011,HIA PERCY,Ile de France,1- Obligatoire,1- Oui,86,73.5,C,1-Diminution,86.0,72.54,86.0,81.41,86.0,83.33,86.0,71.53,86.0,53.47,86.0,64.46
920300043,HOPITAL PRIVE D'ANTONY,920300043,HOPITAL PRIVE D ANTONY,Ile de France,1- Obligatoire,1- Oui,1076,67.65,D,2-Stable,1076.0,65.88,1076.0,77.48,1076.0,77.42,1076.0,65.86,1076.0,53.4,1076.0,54.38
920300183,CENTRE CHIRURGICAL DES PRINCES,920300183,CENTRE CHIRURGICAL DES PRINCES,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
920300191,CLINIQUE CHIRURGICALE MARCEL SEMBAT,920300191,CLINIQUE MARCEL SEMBAT CCBB,Ile de France,1- Obligatoire,1- Oui,94,76.09,B,3-Amélioration,94.0,72.91,94.0,83.62,94.0,87.36,94.0,70.29,94.0,56.5,94.0,70.42
920300266,CLINIQUE DU PLATEAU,920300266,CLINIQUE DU PLATEAU,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
920300365,CLINIQUE LA MONTAGNE,920300365,CLINIQUE LA MONTAGNE,Ile de France,1- Obligatoire,1- Oui,39,74.64,B,3-Amélioration,39.0,73.49,39.0,81.26,39.0,83.32,39.0,74.78,39.0,60.06,39.0,63.14
920300415,CLINIQUE LAMBERT,920300415,CLINIQUE LAMBERT,Ile de France,1- Obligatoire,1- Oui,93,71.23,C,2-Stable,93.0,70.47,93.0,81.48,93.0,81.01,93.0,64.5,93.0,49.79,93.0,62.21
920300597,CLINIQUE DE MEUDON LA FORET-VELIZY,920300597,CLINIQUE DE MEUDON LA FORET,Ile de France,1- Obligatoire,1- Oui,200,73.29,C,1-Diminution,200.0,74.49,200.0,78.81,200.0,81.67,200.0,70.76,200.0,56.16,200.0,64.87
920300712,CENTRE CHIRURGICAL PIERRE CHEREST,920300712,CTRE CHIRURGICAL PIERRE CHEREST,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
920300753,CENTRE CHIRURGICAL AMBROISE PARE,920300753,CLINIQUE CHIRURGICAL AMBROISE PARE,Ile de France,1- Obligatoire,1- Oui,503,73.34,C,2-Stable,503.0,73.32,503.0,79.75,503.0,82.29,503.0,73.14,503.0,57.38,503.0,63.27
920300761,CLINIQUE HARTMANN,920300761,CLINIQUE HARTMANN,Ile de France,1- Obligatoire,1- Oui,163,72.89,C,2-Stable,163.0,70.85,163.0,79.06,163.0,83.21,163.0,73.1,163.0,55.17,163.0,63.74
920300787,HOPITAL AMERICAIN,920300787,HOPITAL AMERICAIN,Ile de France,1- Obligatoire,1- Oui,280,81.9,A,2-Stable,280.0,81.9,280.0,85.5,280.0,85.64,280.0,84.95,280.0,80.32,280.0,71.45
920300837,CLINIQUE LES MARTINETS,920300837,CLINIQUE LES MARTINETS,Ile de France,1- Obligatoire,1- Oui,36,70.54,D,2-Stable,36.0,71.95,36.0,76.16,36.0,81.45,36.0,64.71,36.0,52.88,36.0,61.96
920300936,CLINIQUE CHIRURGICALE DU VAL D'OR,920300936,CLINIQUE CHIRURGICALE DU VAL D OR,Ile de France,1- Obligatoire,1- Oui,182,75.2,B,2-Stable,182.0,74.24,182.0,83.06,182.0,84.66,182.0,74.8,182.0,51.54,182.0,65.91
930021480,GROUPE HOSPITALIER INTERCOMMUNAL LE RAINCY-MONTFERMEIL,930000286,GHI LE RAINCY MONTFERMEIL,Ile de France,1- Obligatoire,1- Oui,55,66.88,D,2-Stable,55.0,66.9,55.0,76.17,55.0,75.48,55.0,63.08,55.0,45.57,55.0,59.12
930110036,CENTRE HOSPITALIER INTERCOMMUNAL DE MONTREUIL,930000302,CHI ANDRE GREGOIRE,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
930110051,CENTRE HOSPITALIER DE ST-DENIS (HOPITAL DELAFONTAINE),930000328,CH GENERAL DELAFONTAINE,Ile de France,1- Obligatoire,1- Oui,63,68.91,D,2-Stable,63.0,66.65,63.0,78.32,63.0,76.72,63.0,67.88,63.0,40.22,63.0,63.46
930110069,CENTRE HOSPITALIER  ROBERT BALLANGER D'AULNAY SOUS BOIS,930000336,CHI ROBERT BALLANGER,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),930100037,HU PARIS SITE AVICENNE APHP,Ile de France,1- Obligatoire,1- Oui,85,68.58,D,2-Stable,85.0,65.72,85.0,78.07,85.0,78.61,85.0,64.7,85.0,51.97,85.0,59.86
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),930100045,HU PARIS SITE JEAN VERDIER APHP,Ile de France,1- Obligatoire,1- Oui,50,67.47,D,2-Stable,50.0,64.33,50.0,79.91,50.0,79.31,50.0,53.65,50.0,52.68,50.0,63.21
930150032,MATERNITE DES LILAS,930150032,MATERNITE DES LILAS,Ile de France,1- Obligatoire,1- Oui,179,70.37,D,2-Stable,179.0,74.06,179.0,82.55,179.0,80.7,179.0,56.98,179.0,53.97,179.0,57.78
930300025,HOPITAL EUROPEEN LA ROSERAIE,930300025,HOPITAL EUROPEEN LA ROSERAIE,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
930300066,HOPITAL PRIVE DE L'EST PARISIEN-CLINIQUE D'AULNAY,930300066,HOPITAL PRIVE DE L EST PARISIEN,Ile de France,1- Obligatoire,1- Oui,37,68.85,D,2-Stable,37.0,72.57,37.0,73.7,37.0,73.68,37.0,68.61,37.0,54.14,37.0,59.55
930300082,CENTRE MEDICO CHIRURGICAL FLOREAL,930300082,CENTRE MEDICO CHIRURGICAL FLOREAL,Ile de France,1- Obligatoire,1- Oui,66,74.82,B,3-Amélioration,66.0,74.54,66.0,80.86,66.0,81.18,66.0,71.47,66.0,59.08,66.0,68.02
930300116,HOPITAL PRIVE DE LA SEINE SAINT DENIS,930300116,HOPITAL PRIVE DE LA SEINE SAINT DENIS,Ile de France,1- Obligatoire,1- Oui,315,67.07,D,2-Stable,315.0,68.87,315.0,76.23,315.0,76.49,315.0,67.83,315.0,54.17,315.0,48.76
930300264,CLINIQUE DES LILAS,930300264,CLINIQUE DES LILAS,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
930300298,POLYCLINIQUE VAUBAN SANTE,930300298,POLYCLINIQUE VAUBAN SANTE,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
930300553,CLINIQUE DE L'ESTREE,930300553,CLINIQUE DE L ESTREE,Ile de France,1- Obligatoire,1- Oui,44,68.66,D,2-Stable,44.0,64.13,44.0,75.73,44.0,79.76,44.0,66.97,44.0,51.75,44.0,61.54
930300587,CLINIQUE DU LANDY,930300587,CLINIQUE DU LANDY,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
930300595,HOPITAL PRIVE DU VERT GALANT,930300595,HOPITAL PRIVE DU VERT GALANT,Ile de France,1- Obligatoire,1- Oui,70,69.77,D,1-Diminution,70.0,70.88,70.0,80.39,70.0,76.68,70.0,67.41,70.0,40.29,70.0,61.35
930300645,SOCIETE D'EXPLOITATION DU CENTRE CARDIOLOGIQUE DU NORD,930300645,CENTRE CARDIOLOGIQUE DU NORD,Ile de France,1- Obligatoire,1- Oui,87,70.55,D,2-Stable,87.0,70.36,87.0,78.13,87.0,78.45,87.0,73.99,87.0,58.07,87.0,56.21
940110018,CENTRE HOSPITALIER INTERCOMMUNAL DE CRETEIL,940000573,CHI DE CRETEIL,Ile de France,1- Obligatoire,1- Oui,193,69.53,D,2-Stable,193.0,69.31,193.0,77.92,193.0,77.66,193.0,64.94,193.0,50.4,193.0,63
940110042,CENTRE HOSPITALIER INTERCOMMUNAL DE VILLENEUVE-SAINT-GEORGES,940000599,CHI LUCIE ET RAYMOND AUBRAC,Ile de France,1- Obligatoire,1- Oui,41,69.3,D,2-Stable,41.0,68.15,41.0,76.42,41.0,77.28,41.0,67.25,41.0,55.58,41.0,61.1
940000649,HOPITAL SAINT-CAMILLE - BRY-SUR-MARNE,940000649,HOPITAL SAINT CAMILLE,Ile de France,1- Obligatoire,1- Oui,79,69.94,D,4-Non calculable,79.0,69.43,79.0,78.67,79.0,76.7,79.0,67.69,79.0,52.24,79.0,62.02
940000656,GUSTAVE ROUSSY - HOPITAL DE CHEVILLY-LARUE,940000656,CLCC HOPITAL GUSTAVE ROUSSY,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
940000664,INSTITUT GUSTAVE ROUSSY CENTRE DE LUTTE CONTRE LE CANCER,940000664,CLCC INSTITUT GUSTAVE ROUSSY,Ile de France,1- Obligatoire,1- Oui,1413,75.86,B,2-Stable,1413.0,74.32,1413.0,83.92,1413.0,82.78,1413.0,71.79,1413.0,68.6,1413.0,65.91
940006679,HOPITAL PRIVE DE MARNE-LA-VALLEE,940006679,HOPITAL PRIVE DE MARNE LA VALLEE,Ile de France,1- Obligatoire,1- Oui,142,66.28,D,2-Stable,142.0,69.27,142.0,75.35,142.0,73.55,142.0,65.61,142.0,54.41,142.0,50.93
940016819,LES HOPITAUX DE SAINT-MAURICE,940016868,LES HOPITAUX DE SAINT MAURICE,Ile de France,1- Obligatoire,1- Oui,514,70.79,C,4-Non calculable,514.0,73.4,514.0,78.81,514.0,77.15,514.0,69.87,514.0,59.36,514.0,57.34
750712184,ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP),940100027,HU HENRI MONDOR SITE HENRI MONDOR APHP,Ile de France,1- Obligatoire,1- Oui,301,69.91,D,2-Stable,301.0,70.45,301.0,79.38,301.0,80.39,301.0,62.98,301.0,52.02,301.0,60.09
